,Завод,ЕО код,ЕО описание,Основной Класс ЕО код,Основной Класс ЕО описание,Класс ЕО код,Техместо код,Техместо описание,Вышестоящее техместо код,Вышестоящее техместо наименование,Дата начала эксплуатации
902,Олимпиадинский ГОК,100000039237,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC28,Самосвал карьерный №429,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.07.2011
903,Олимпиадинский ГОК,100000039431,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC62,Самосвал карьерный №514,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.07.2011
904,Олимпиадинский ГОК,100000038397,Двигатель внутр.сгорания №8BR02467,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC54,Самосвал карьерный №505,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
905,Олимпиадинский ГОК,100000043999,Двигатель внутр.сгорания №17237,E17_11,Погрузчики фронтальн,Узлы. ДВС,11-RUD-CGTR-SETT-UCTT-LF10,Погрузчик фронтальный №30,11-RUD-CGTR-SETT-UCTT-LIFT,Оборудование грузоподъемное,31.12.2017
906,Олимпиадинский ГОК,100000038414,Двигатель внутр.сгорания №8BR02451,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC44,Самосвал карьерный №445,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,03.08.2009
907,Олимпиадинский ГОК,100000038810,Коробка передач 2BE06128,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC17,Самосвал карьерный №418,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,16.12.2010
908,Олимпиадинский ГОК,100000039256,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC44,Самосвал карьерный №445,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.06.2014
909,Олимпиадинский ГОК,100000039450,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC11,Самосвал карьерный №411,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.06.2014
910,Олимпиадинский ГОК,100000038805,Коробка передач №2BE05176,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC66,Самосвал карьерный №518,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.06.2014
911,Олимпиадинский ГОК,100000039251,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC23,Самосвал карьерный №424,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,28.02.2011
912,Олимпиадинский ГОК,100000039446,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,06.03.2014
913,Олимпиадинский ГОК,100000039254,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC66,Самосвал карьерный №518,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.06.2014
914,Олимпиадинский ГОК,100000039448,Редуктор бортовой правый 785C BR 114-3,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC15,Самосвал карьерный №416,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,05.07.2012
915,Олимпиадинский ГОК,100000038806,Коробка передач №2BE04772,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC41,Самосвал карьерный №442,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.07.2013
916,Олимпиадинский ГОК,100000039252,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC41,Самосвал карьерный №442,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.07.2013
917,Олимпиадинский ГОК,100000039447,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC41,Самосвал карьерный №442,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,06.05.2009
918,Олимпиадинский ГОК,100000038799,Коробка передач №2ВЕ06030,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC34,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.07.2013
919,Олимпиадинский ГОК,100000039240,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC30,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
920,Олимпиадинский ГОК,100000038797,Коробка передач №2BE05242,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC20,Самосвал карьерный №421,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
921,Олимпиадинский ГОК,100000038800,Коробка передач №2BE06124,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC35,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,27.06.2017
922,Олимпиадинский ГОК,100000038801,Коробка передач №2BE06155,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC36,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
923,Олимпиадинский ГОК,100000038802,Коробка передач №2BE06401,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC69,Самосвал карьерный №521,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.03.2016
924,Олимпиадинский ГОК,100000039248,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.03.2016
925,Олимпиадинский ГОК,100000039442,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC37,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.03.2016
926,Олимпиадинский ГОК,100000039250,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC39,Самосвал карьерный №440,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,28.02.2014
927,Олимпиадинский ГОК,100000039445,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC39,Самосвал карьерный №440,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
928,Олимпиадинский ГОК,100000045477,Коробка передач №2BE06122,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC39,Самосвал карьерный №440,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
929,Олимпиадинский ГОК,100000038447,Двигатель внутр.сгорания №8BR02994,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC74,Самосвал карьерный №526,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
930,Олимпиадинский ГОК,100000038843,Коробка передач №2BE06148,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC74,Самосвал карьерный №526,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
931,Олимпиадинский ГОК,100000039289,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC74,Самосвал карьерный №526,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
932,Олимпиадинский ГОК,100000039483,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC74,Самосвал карьерный №526,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
933,Олимпиадинский ГОК,100000038839,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC71,Самосвал карьерный №523,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
934,Олимпиадинский ГОК,100000039285,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC71,Самосвал карьерный №523,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
935,Олимпиадинский ГОК,100000038448,Двигатель внутр.сгорания №8BR03052,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC65,Самосвал карьерный №517,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.12.2013
936,Олимпиадинский ГОК,100000038845,Коробка передач №2BE04915,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC76,Самосвал карьерный №528,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
937,Олимпиадинский ГОК,100000039291,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC76,Самосвал карьерный №528,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
938,Олимпиадинский ГОК,100000039485,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC76,Самосвал карьерный №528,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
939,Олимпиадинский ГОК,100000038451,Двигатель внутр.сгорания №8BR03156,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC78,Самосвал карьерный №530,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
940,Олимпиадинский ГОК,100000038458,Двигатель внутр.сгорания №8BR02872,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC84,Самосвал карьерный №536,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,31.01.2011
941,Олимпиадинский ГОК,100000038854,Коробка передач,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC84,Самосвал карьерный №536,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,07.09.2016
942,Олимпиадинский ГОК,100000039300,Редуктор бортовой левый 785C BR 113-3,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC15,Самосвал карьерный №416,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,05.07.2012
943,Олимпиадинский ГОК,100000039494,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC23,Самосвал карьерный №424,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,28.02.2011
944,Олимпиадинский ГОК,100000044973,Коробка передач,E05_02,Бульдозеры гусеничны,Узлы,11-RUD-CGTR-SETT-UCTT-BZ47,Бульдозер гусеничный №38,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,28.05.2012
945,Олимпиадинский ГОК,100000038362,Двигатель внутр.сгорания,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CF13,Самосвал карьерный №148,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,19.11.2008
946,Олимпиадинский ГОК,100000038759,Коробка передач №LSP03936,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF13,Самосвал карьерный №148,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,19.02.2008
947,Олимпиадинский ГОК,100000038761,Коробка передач №LSP03015,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF14,Самосвал карьерный №149,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,13.05.2017
948,Олимпиадинский ГОК,100000039207,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF14,Самосвал карьерный №149,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,19.02.2008
949,Олимпиадинский ГОК,100000038438,Двигатель внутр.сгорания №8BR02410,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC22,Самосвал карьерный №423,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,28.05.2018
950,Олимпиадинский ГОК,100000038834,Коробка передач №2BE05644,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC56,Самосвал карьерный №507,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
951,Олимпиадинский ГОК,100000039280,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC19,Самосвал карьерный №420,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
952,Олимпиадинский ГОК,100000039474,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC44,Самосвал карьерный №445,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,19.02.2008
