Unnamed: 0,eo_code,eo_model_name,eo_model_id,strategy_id,eo_description,teh_mesto,mvz,eo_class_code,eo_class_description,eo_main_code,eo_main_description,eo_main_class_code,eo_main_class_description,teh_mesto_description,level_upper,code,level_1,level_1_code,level_2_code,level_2_path,level_3_code,level_5,level_6,level_7,level_8,operation_start_date,avearage_day_operation_hours,operation_finish_date,level_1_description,constr_type,avearage_day_operation_hours_updated,avearage_day_operation_hours 2,operation_status 01.03.2022,Дата ввода в экспл.(полностью включая день),Плановая дата вывода из эксплуат.(полностью включая день),Наработка 1.03.2022,ТипЕдОборуд,constr_type_description,Дата списания,Дата последнего капитального ремонта,Вышестоящая ЕО,Unnamed: 42,Unnamed: 43
54078,100000062394,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №433,11-RUD-CGTR-SEBT-CC32,1113011620,E01_01,Самосвалы карьерные,100000062394,Самосвал карьерный 785C №433,E01_01,Самосвалы карьерные,Самосвал карьерный №433,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC32,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-07-31,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,31.07.2013,01.07.2025,"65770,37",,,,,,,
54110,100000062395,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №436,11-RUD-CGTR-SEBT-CC35,1113011620,E01_01,Самосвалы карьерные,100000062395,Самосвал карьерный 785C №436,E01_01,Самосвалы карьерные,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC35,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-12-31,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,31.12.2013,01.07.2025,"62963,58",,,,,,,
54218,100000062396,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №437,11-RUD-CGTR-SEBT-CC36,1113011620,E01_01,Самосвалы карьерные,100000062396,Самосвал карьерный 785C №437,E01_01,Самосвалы карьерные,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC36,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-12-13,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,13.12.2013,01.07.2025,"62976,54",,,,,,,
54249,100000062397,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №438,11-RUD-CGTR-SEBT-CC37,1113011620,E01_01,Самосвалы карьерные,100000062397,Самосвал карьерный 785C №438,E01_01,Самосвалы карьерные,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC37,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-12-31,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,31.12.2013,01.07.2025,"63663,38",,,,,,,
54262,100000062398,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №439,11-RUD-CGTR-SEBT-CC38,1113011620,E01_01,Самосвалы карьерные,100000062398,Самосвал карьерный 785C №439,E01_01,Самосвалы карьерные,Самосвал карьерный №439,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC38,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-12-13,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,13.12.2013,01.07.2025,"60723,55",,,,,,,
54282,100000062399,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №440,11-RUD-CGTR-SEBT-CC39,1113011620,E01_01,Самосвалы карьерные,100000062399,Самосвал карьерный 785C №440,E01_01,Самосвалы карьерные,Самосвал карьерный №440,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC39,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-12-13,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,13.12.2013,01.07.2025,"62457,84",,,,,,,
54313,100000065623,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №525,11-RUD-CGTR-SEBT-CC73,1113011620,E01_01,Самосвалы карьерные,100000065623,Самосвал карьерный 785C №525,E01_01,Самосвалы карьерные,Самосвал карьерный №525,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC73,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-12-13,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,13.12.2013,01.07.2025,"65103,87",,,,,,,
54352,100000065624,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №524,11-RUD-CGTR-SEBT-CC72,1113011620,E01_01,Самосвалы карьерные,100000065624,Самосвал карьерный 785C №524,E01_01,Самосвалы карьерные,Самосвал карьерный №524,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC72,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-12-13,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,13.12.2013,01.07.2025,"63558,21",,,,,,,
54390,100000065625,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №526,11-RUD-CGTR-SEBT-CC74,1113011620,E01_01,Самосвалы карьерные,100000065625,Самосвал карьерный 785C №526,E01_01,Самосвалы карьерные,Самосвал карьерный №526,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC74,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-12-31,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,31.12.2013,01.07.2025,"61688,01",,,,,,,
54398,100000065626,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №523,11-RUD-CGTR-SEBT-CC71,1113011620,E01_01,Самосвалы карьерные,100000065626,Самосвал карьерный 785C №523,E01_01,Самосвалы карьерные,Самосвал карьерный №523,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC71,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-12-13,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,13.12.2013,01.07.2025,"64449,65",,,,,,,
54401,100000065627,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №527,11-RUD-CGTR-SEBT-CC75,1113011620,E01_01,Самосвалы карьерные,100000065627,Самосвал карьерный 785C №527,E01_01,Самосвалы карьерные,Самосвал карьерный №527,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC75,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2013-12-31,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,31.12.2013,01.07.2025,"62945,31",,,,,,,
54402,100000065628,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №528,11-RUD-CGTR-SEBT-CC76,1113011620,E01_01,Самосвалы карьерные,100000065628,Самосвал карьерный 785C №528,E01_01,Самосвалы карьерные,Самосвал карьерный №528,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC76,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2014-02-28,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,28.02.2014,01.07.2025,"55097,68",,,,,,,
54407,100000065629,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №531,11-RUD-CGTR-SEBT-CC79,1113011620,E01_01,Самосвалы карьерные,100000065629,Самосвал карьерный 785C №531,E01_01,Самосвалы карьерные,Самосвал карьерный №531,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC79,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2021-07-03,21.57,2025-07-01,Олимпиадинский ГОК,960000001,"21,57260274","21,57260274",Эксплуатация,03.07.2021,01.07.2025,62335,,,,,,,
54413,100000065630,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №529,11-RUD-CGTR-SEBT-CC77,1113011620,E01_01,Самосвалы карьерные,100000065630,Самосвал карьерный 785C №529,E01_01,Самосвалы карьерные,Самосвал карьерный №529,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC77,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2014-02-28,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,28.02.2014,01.07.2025,"62184,58",,,,,,,
54425,100000065631,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №532,11-RUD-CGTR-SEBT-CC80,1113011620,E01_01,Самосвалы карьерные,100000065631,Самосвал карьерный 785C №532,E01_01,Самосвалы карьерные,Самосвал карьерный №532,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC80,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2014-02-28,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,28.02.2014,01.07.2025,"58787,04",,,,,,,
54434,100000065632,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №530,11-RUD-CGTR-SEBT-CC78,1113011620,E01_01,Самосвалы карьерные,100000065632,Самосвал карьерный 785C №530,E01_01,Самосвалы карьерные,Самосвал карьерный №530,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC78,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2014-02-28,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,28.02.2014,01.07.2025,"59497,8",,,,,,,
54456,100000065633,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №533,11-RUD-CGTR-SEBT-CC81,1113011620,E01_01,Самосвалы карьерные,100000065633,Самосвал карьерный 785C №533,E01_01,Самосвалы карьерные,Самосвал карьерный №533,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC81,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2014-03-06,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,06.03.2014,01.07.2025,"59498,39",,,,,,,
54483,100000065634,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №534,11-RUD-CGTR-SEBT-CC82,1113011620,E01_01,Самосвалы карьерные,100000065634,Самосвал карьерный 785C №534,E01_01,Самосвалы карьерные,Самосвал карьерный №534,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC82,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2014-03-06,21.36,2025-07-01,Олимпиадинский ГОК,960000001,"21,36164384","21,36164384",Эксплуатация,06.03.2014,01.07.2025,"60897,49",,,,,,,
54567,100000065635,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №536,11-RUD-CGTR-SEBT-CC84,1113011620,E01_01,Самосвалы карьерные,100000065635,Самосвал карьерный 785C №536,E01_01,Самосвалы карьерные,Самосвал карьерный №536,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC84,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2014-03-06,21.35,2025-07-01,Олимпиадинский ГОК,960000001,"21,35068493","21,35068493",Эксплуатация,06.03.2014,01.07.2025,"62188,36",,,,,,,
54585,100000065636,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №535,11-RUD-CGTR-SEBT-CC83,1113011620,E01_01,Самосвалы карьерные,100000065636,Самосвал карьерный 785C №535,E01_01,Самосвалы карьерные,Самосвал карьерный №535,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC83,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2014-03-06,21.26,2025-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,06.03.2014,01.07.2025,"59595,11",,,,,,,
54722,100000065637,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №518,11-RUD-CGTR-SEBT-CC66,1113011620,E01_01,Самосвалы карьерные,100000065637,Самосвал карьерный 785C №518,E01_01,Самосвалы карьерные,Самосвал карьерный №518,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC66,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2012-07-05,20.55,2024-07-01,Олимпиадинский ГОК,960000001,"20,54794521","20,54794521",Эксплуатация,05.07.2012,01.07.2024,"74426,35",,,,,,,
54746,100000065638,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №520,11-RUD-CGTR-SEBT-CC68,1113011620,E01_01,Самосвалы карьерные,100000065638,Самосвал карьерный 785C №520,E01_01,Самосвалы карьерные,Самосвал карьерный №520,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC68,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2012-07-05,20.55,2024-07-01,Олимпиадинский ГОК,960000001,"20,54794521","20,54794521",Эксплуатация,05.07.2012,01.07.2024,"71588,21",,,,,,,
54824,100000065639,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №519,11-RUD-CGTR-SEBT-CC67,1113011620,E01_01,Самосвалы карьерные,100000065639,Самосвал карьерный 785C №519,E01_01,Самосвалы карьерные,Самосвал карьерный №519,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC67,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2012-07-05,20.55,2024-07-01,Олимпиадинский ГОК,960000001,"20,54794521","20,54794521",Эксплуатация,05.07.2012,01.07.2024,"73710,7",,,,,,,
54827,100000065640,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №517,11-RUD-CGTR-SEBT-CC65,1113011620,E01_01,Самосвалы карьерные,100000065640,Самосвал карьерный 785C №517,E01_01,Самосвалы карьерные,Самосвал карьерный №517,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC65,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2012-07-05,20.55,2024-07-01,Олимпиадинский ГОК,960000001,"20,54794521","20,54794521",Эксплуатация,05.07.2012,01.07.2024,"71937,24",,,,,,,
54831,100000065641,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №521,11-RUD-CGTR-SEBT-CC69,1113011620,E01_01,Самосвалы карьерные,100000065641,Самосвал карьерный 785C №521,E01_01,Самосвалы карьерные,Самосвал карьерный №521,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC69,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2012-09-30,20.55,2024-07-01,Олимпиадинский ГОК,960000001,"20,54794521","20,54794521",Эксплуатация,30.09.2012,01.07.2024,"72281,64",,,,,,,
54933,100000065643,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №522,11-RUD-CGTR-SEBT-CC70,1113011620,E01_01,Самосвалы карьерные,100000065643,Самосвал карьерный 785C №522,E01_01,Самосвалы карьерные,Самосвал карьерный №522,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC70,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2012-09-30,20.55,2024-07-01,Олимпиадинский ГОК,960000001,"20,54794521","20,54794521",Эксплуатация,30.09.2012,01.07.2024,"71408,38",,,,,,,
55061,100000065977,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №446,11-RUD-CGTR-SEBT-CC45,1113011620,E01_01,Самосвалы карьерные,100000065977,Самосвал карьерный 785C №446,E01_01,Самосвалы карьерные,Самосвал карьерный №446,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC45,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2016-08-10,21.57,2030-07-01,Олимпиадинский ГОК,960000001,"21,57260274","21,57260274",Эксплуатация,10.08.2016,01.07.2030,"42660,98",,,,,,,
55106,100000065978,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №447,11-RUD-CGTR-SEBT-CC46,1113011620,E01_01,Самосвалы карьерные,100000065978,Самосвал карьерный 785C №447,E01_01,Самосвалы карьерные,Самосвал карьерный №447,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC46,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2016-08-10,21.57,2030-07-01,Олимпиадинский ГОК,960000001,"21,57260274","21,57260274",Эксплуатация,10.08.2016,01.07.2030,"43498,94",,,,,,,
55113,100000065979,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №448,11-RUD-CGTR-SEBT-CC47,1113011620,E01_01,Самосвалы карьерные,100000065979,Самосвал карьерный 785C №448,E01_01,Самосвалы карьерные,Самосвал карьерный №448,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC47,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2016-08-10,21.57,2030-07-01,Олимпиадинский ГОК,960000001,"21,57260274","21,57260274",Эксплуатация,10.08.2016,01.07.2030,"43452,55",,,,,,,
55126,100000065980,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №449,11-RUD-CGTR-SEBT-CC48,1113011620,E01_01,Самосвалы карьерные,100000065980,Самосвал карьерный 785C №449,E01_01,Самосвалы карьерные,Самосвал карьерный №449,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC48,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2016-08-10,21.26,2030-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,10.08.2016,01.07.2030,"44110,34",,,,,,,
55139,100000065981,Самосвалы CAT 785C,65,4,Самосвал карьерный 785C №450,11-RUD-CGTR-SEBT-CC49,1113011620,E01_01,Самосвалы карьерные,100000065981,Самосвал карьерный 785C №450,E01_01,Самосвалы карьерные,Самосвал карьерный №450,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC49,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2016-08-10,21.26,2030-07-01,Олимпиадинский ГОК,960000001,"21,2630137","21,2630137",Эксплуатация,10.08.2016,01.07.2030,"43629,33",,,,,,,
55188,100000065514,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №701,11-RUD-CGTR-SEBT-CD01,1113011920,E01_01,Самосвалы карьерные,100000065514,Самосвал карьерный 793D №701,E01_01,Самосвалы карьерные,Самосвал карьерный №701,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD01,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2017-11-01,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,01.11.2017,,"33495,63",,,,,,,
55245,100000065515,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №702,11-RUD-CGTR-SEBT-CD02,1113011920,E01_01,Самосвалы карьерные,100000065515,Самосвал карьерный 793D №702,E01_01,Самосвалы карьерные,Самосвал карьерный №702,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD02,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2017-11-03,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,03.11.2017,,"33854,41",,,,,,,
55274,100000065516,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №703,11-RUD-CGTR-SEBT-CD03,1113011920,E01_01,Самосвалы карьерные,100000065516,Самосвал карьерный 793D №703,E01_01,Самосвалы карьерные,Самосвал карьерный №703,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD03,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2017-11-09,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,09.11.2017,,"32694,6",,,,,,,
55302,100000065517,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №704,11-RUD-CGTR-SEBT-CD04,1113011920,E01_01,Самосвалы карьерные,100000065517,Самосвал карьерный 793D №704,E01_01,Самосвалы карьерные,Самосвал карьерный №704,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD04,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2017-11-30,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,30.11.2017,,"33507,17",,,,,,,
55457,100000065518,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №705,11-RUD-CGTR-SEBT-CD05,1113011920,E01_01,Самосвалы карьерные,100000065518,Самосвал карьерный 793D №705,E01_01,Самосвалы карьерные,Самосвал карьерный №705,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD05,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2017-11-30,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,30.11.2017,,"33722,59",,,,,,,
55465,100000065519,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №714,11-RUD-CGTR-SEBT-CD13,1113011920,E01_01,Самосвалы карьерные,100000065519,Самосвал карьерный 793D №714,E01_01,Самосвалы карьерные,Самосвал карьерный №714,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD13,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2018-02-26,20.7,2030-01-01,Олимпиадинский ГОК,960003596,"20,7","20,7",Эксплуатация,26.02.2018,,"29535,19",,,,,,,
55669,100000065520,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №706,11-RUD-CGTR-SEBT-CD06,1113011920,E01_01,Самосвалы карьерные,100000065520,Самосвал карьерный 793D №706,E01_01,Самосвалы карьерные,Самосвал карьерный №706,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD06,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2017-12-21,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,21.12.2017,,"32875,91",,,,,,,
56050,100000065521,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №707,11-RUD-CGTR-SEBT-CD07,1113011920,E01_01,Самосвалы карьерные,100000065521,Самосвал карьерный 793D №707,E01_01,Самосвалы карьерные,Самосвал карьерный №707,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD07,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2017-12-18,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,18.12.2017,,"32498,37",,,,,,,
56051,100000065523,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №708,11-RUD-CGTR-SEBT-CD08,1113011920,E01_01,Самосвалы карьерные,100000065523,Самосвал карьерный 793D №708,E01_01,Самосвалы карьерные,Самосвал карьерный №708,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD08,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2017-12-27,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,27.12.2017,,"32076,2",,,,,,,
56060,100000065524,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №710,11-RUD-CGTR-SEBT-CD10,1113011920,E01_01,Самосвалы карьерные,100000065524,Самосвал карьерный 793D №710,E01_01,Самосвалы карьерные,Самосвал карьерный №710,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD10,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2018-01-31,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,31.01.2018,,"31480,9",,,,,,,
56067,100000065525,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №709,11-RUD-CGTR-SEBT-CD09,1113011920,E01_01,Самосвалы карьерные,100000065525,Самосвал карьерный 793D №709,E01_01,Самосвалы карьерные,Самосвал карьерный №709,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD09,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2018-02-05,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,05.02.2018,,"30656,19",,,,,,,
56074,100000065526,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №711,11-RUD-CGTR-SEBT-CD11,1113011920,E01_01,Самосвалы карьерные,100000065526,Самосвал карьерный 793D №711,E01_01,Самосвалы карьерные,Самосвал карьерный №711,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD11,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2018-02-09,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,09.02.2018,,"30991,24",,,,,,,
56081,100000065527,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №712,11-RUD-CGTR-SEBT-CD12,1113011920,E01_01,Самосвалы карьерные,100000065527,Самосвал карьерный 793D №712,E01_01,Самосвалы карьерные,Самосвал карьерный №712,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD12,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2018-02-22,20.9,2030-01-01,Олимпиадинский ГОК,960003596,"20,9","20,9",Эксплуатация,22.02.2018,,"28945,49",,,,,,,
56088,100000065528,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №717,11-RUD-CGTR-SEBT-CD16,1113011920,E01_01,Самосвалы карьерные,100000065528,Самосвал карьерный 793D №717,E01_01,Самосвалы карьерные,Самосвал карьерный №717,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD16,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2018-04-10,20.7,2030-01-01,Олимпиадинский ГОК,960003596,"20,7","20,7",Эксплуатация,10.04.2018,,"27737,12",,,,,,,
56102,100000065529,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №715,11-RUD-CGTR-SEBT-CD14,1113011920,E01_01,Самосвалы карьерные,100000065529,Самосвал карьерный 793D №715,E01_01,Самосвалы карьерные,Самосвал карьерный №715,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD14,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2018-04-12,20.7,2030-01-01,Олимпиадинский ГОК,960003596,"20,7","20,7",Эксплуатация,12.04.2018,,"29687,56",,,,,,,
56184,100000065530,Самосвалы CAT 793D,67,5,Самосвал карьерный 793D №716,11-RUD-CGTR-SEBT-CD15,1113011920,E01_01,Самосвалы карьерные,100000065530,Самосвал карьерный 793D №716,E01_01,Самосвалы карьерные,Самосвал карьерный №716,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD15,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,2018-04-25,20.7,2030-01-01,Олимпиадинский ГОК,960003596,"20,7","20,7",Эксплуатация,25.04.2018,,"28767,89",,,,,,,
