eo_code,eo_model_id,eo_model_name,eo_description,БЕ,teh_mesto,Название технического места,mvz,constr_type,constr_type_descr,level_1
100000098120,no_data,no_data,6СТ-,1500,71-TRA-AVTR-AVTP-KP09-AKB,Группирующее ТМ АКБ,1511102020,960011392.0,"Батарея аккумуляторная 6CT-66, 66 А/ч, п",first71
100000097549,no_data,no_data,6СТ-190,1500,71-TRA-AVTR-AVTP-TRP7-AKB,Группирующее ТМ АКБ,1511102320,960011457.0,"Батарея аккумуляторная 6СТ-190, 190 А/ч,",first71
100000097550,no_data,no_data,6СТ-190,1500,71-TRA-AVTR-AVTP-TRP7-AKB,Группирующее ТМ АКБ,1511102320,960011457.0,"Батарея аккумуляторная 6СТ-190, 190 А/ч,",first71
100000097729,no_data,no_data,6СТ-190,1500,71-TRA-AVTR-AVTP-TRP8-AKB,Группирующее ТМ АКБ,1511102320,960011457.0,"Батарея аккумуляторная 6СТ-190, 190 А/ч,",first71
100000097730,no_data,no_data,6СТ-190,1500,71-TRA-AVTR-AVTP-TRP8-AKB,Группирующее ТМ АКБ,1511102320,960011457.0,"Батарея аккумуляторная 6СТ-190, 190 А/ч,",first71
100000097866,no_data,no_data,6СТ-190,1500,71-TRA-AVTR-AVTP-TRP9-AKB,Группирующее ТМ АКБ,1511102320,960011457.0,"Батарея аккумуляторная 6СТ-190, 190 А/ч,",first71
100000097867,no_data,no_data,6СТ-190,1500,71-TRA-AVTR-AVTP-TRP9-AKB,Группирующее ТМ АКБ,1511102320,960011457.0,"Батарея аккумуляторная 6СТ-190, 190 А/ч,",first71
100000097951,no_data,no_data,6СТ-190,1500,71-TRA-AVTR-AVTP-TRR0-AKB,Группирующее ТМ АКБ,1511102320,960011457.0,"Батарея аккумуляторная 6СТ-190, 190 А/ч,",first71
100000097952,no_data,no_data,6СТ-190,1500,71-TRA-AVTR-AVTP-TRR0-AKB,Группирующее ТМ АКБ,1511102320,960011457.0,"Батарея аккумуляторная 6СТ-190, 190 А/ч,",first71
100000097705,no_data,no_data,Авто легк УАЗ-3163 Patriot № Н938СО124,1500,74-TRA-TR87,Автомобиль легковой №Н938СО124,1541102720,960000088.0,УАЗ-3163 Patriot_E04_01,first71
100000097571,no_data,no_data,Автобус специальный УЗСТ 5861-28 №Р101РО,1500,71-TRA-AVTR-AVTP-TRR0,Автобус специальный №P101PO124,1511102320,960011408.0,УЗСТ 5861-28_E04_01,first71
100000097470,no_data,no_data,Автобус специальный УЗСТ 5861-28 №Р156РО,1500,71-TRA-AVTR-AVTP-TRP7,Автобус специальный №P156PO124,1511102320,960011408.0,УЗСТ 5861-28_E04_01,first71
100000097564,no_data,no_data,Автобус специальный УЗСТ 5861-28 №Р162РО,1500,71-TRA-AVTR-AVTP-TRP8,Автобус специальный №P162PO124,1511102320,960011408.0,УЗСТ 5861-28_E04_01,first71
100000097567,no_data,no_data,Автобус специальный УЗСТ 5861-28 №Р170РО,1500,71-TRA-AVTR-AVTP-TRP9,Автобус специальный №P170PO124,1511102320,960011408.0,УЗСТ 5861-28_E04_01,first71
100000097569,no_data,no_data,Автобус специальный УЗСТ 5861-28 №Р172РО,1500,71-TRA-AVTR-AVTP-TRP0,Автобус специальный №P172PO124,1511102320,960011408.0,УЗСТ 5861-28_E04_01,first71
100000099119,no_data,no_data,Автобус ZK6122H9 Yutong №М267СО 124,1500,74-TRA-TR92,Автобус,1541103120,960011500.0,YUTONG_E04_01,first71
100000099120,no_data,no_data,Автобус ZK6122H9 Yutong №М270CO 124,1500,74-TRA-TR93,Автобус,1541103120,960011500.0,YUTONG_E04_01,first71
100000099013,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099014,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099015,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099016,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099017,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099018,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099019,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099020,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099021,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099022,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099023,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099024,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099025,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099026,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099027,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099028,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099029,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099030,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099031,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099032,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099033,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099034,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099035,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099036,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099037,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099038,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099039,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099040,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099041,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099042,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099043,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099044,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099045,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099046,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099047,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099048,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099049,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099050,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099051,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099052,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099053,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099054,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000099055,67,Самосвалы CAT 793D,Автосамосвал карьер.Caterpillar 793D,1100,,,1113011920,,,first11
100000097408,no_data,no_data,Автофургон ГАЗ-2752 Соболь А102ВТ49,1500,72-OMK-TRUC-TRH7,Автофургон ГАЗ-2752 Соболь А102ВТ49,1523101420,960004061.0,ГАЗ-2752 Соболь_E04_04,first71
100000097706,no_data,no_data,Автофургон ГАЗ-27527 Соболь №Н383СО124,1500,74-TRA-TR88,Автомобиль легковой №Н383СО124,1541102720,960004061.0,ГАЗ-2752 Соболь_E04_04,first71
100000097652,no_data,no_data,Автошина Шина 10.00R20 О-164 НС16,1500,71-TRA-AVTR-AVT1-TR26-TIRE,Автошины и КГШ,1511103320,960002852.0,Омскшина_О-164_10.00R20_TR_1,first71
100000097654,no_data,no_data,Автошина Шина 10.00R20 О-164 НС16,1500,71-TRA-AVTR-AVT1-TR54-TIRE,Автошины и КГШ,1511103320,960002853.0,Омскшина_О-164_10.00R20_TR_2,first71
100000097864,no_data,no_data,Автошина Шина 10.00R20 О-164 НС16,1500,71-TRA-AVTR-AVT2-TR17-TIRE,Автошины и КГШ,1511103920,960002852.0,Омскшина_О-164_10.00R20_TR_1,first71
100000098109,no_data,no_data,Автошина Шина 10.00R20 О-164 НС16,1500,71-TRA-AVTR-AVT1-TR03-TIRE,Автошины и КГШ,1511103320,960002852.0,Омскшина_О-164_10.00R20_TR_1,first71
100000098110,no_data,no_data,Автошина Шина 10.00R20 О-164 НС16,1500,71-TRA-AVTR-AVT1-TR03-TIRE,Автошины и КГШ,1511103320,960002852.0,Омскшина_О-164_10.00R20_TR_1,first71
100000098111,no_data,no_data,Автошина Шина 10.00R20 О-164 НС16,1500,71-TRA-AVTR-AVT1-TR03-TIRE,Автошины и КГШ,1511103320,960002852.0,Омскшина_О-164_10.00R20_TR_1,first71
100000098658,no_data,no_data,Автошина Шина 10.00R20 О-164 НС16,1500,71-999-TIRE,Удаленное оборудование  (шины),1511101020,960002853.0,Омскшина_О-164_10.00R20_TR_2,first71
100000098659,no_data,no_data,Автошина Шина 10.00R20 О-164 НС16,1500,71-999-TIRE,Удаленное оборудование  (шины),1511101020,960002853.0,Омскшина_О-164_10.00R20_TR_2,first71
100000097973,no_data,no_data,Автошина Шина 10.00R22.5 T9 140/138K TL,1500,71-TRA-AVTR-AVTP-TR3A-TIRE,Автошины и КГШ,1511102620,960013517.0,Continental_T9_10R22.5_TR_1,first71
100000097974,no_data,no_data,Автошина Шина 10.00R22.5 T9 140/138K TL,1500,71-TRA-AVTR-AVTP-TR3A-TIRE,Автошины и КГШ,1511102620,960013517.0,Continental_T9_10R22.5_TR_1,first71
100000097975,no_data,no_data,Автошина Шина 10.00R22.5 T9 140/138K TL,1500,71-TRA-AVTR-AVTP-TR3A-TIRE,Автошины и КГШ,1511102620,960013517.0,Continental_T9_10R22.5_TR_1,first71
100000097976,no_data,no_data,Автошина Шина 10.00R22.5 T9 140/138K TL,1500,71-TRA-AVTR-AVTP-TR3A-TIRE,Автошины и КГШ,1511102620,960013517.0,Continental_T9_10R22.5_TR_1,first71
100000097977,no_data,no_data,Автошина Шина 10.00R22.5 T9 140/138K TL,1500,71-TRA-AVTR-AVTP-TR3A-TIRE,Автошины и КГШ,1511102620,960013517.0,Continental_T9_10R22.5_TR_1,first71
100000097978,no_data,no_data,Автошина Шина 10.00R22.5 T9 140/138K TL,1500,71-TRA-AVTR-AVTP-TR3A-TIRE,Автошины и КГШ,1511102620,960013517.0,Continental_T9_10R22.5_TR_1,first71
100000097979,no_data,no_data,Автошина Шина 10.00R22.5 T9 140/138K TL,1500,71-TRA-AVTR-AVTP-TR3A-TIRE,Автошины и КГШ,1511102620,960013517.0,Continental_T9_10R22.5_TR_1,first71
100000097437,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT3-TR6E-TIRE,Автошины и КГШ,1511104320,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097438,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT3-TR5N-TIRE,Автошины и КГШ,1511104320,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097608,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT3-TR6E-TIRE,Автошины и КГШ,1511104320,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097773,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT1-TR70-TIRE,Автошины и КГШ,1511103320,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097797,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR76-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097965,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR1G-TIRE,Автошины и КГШ,1511101120,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097966,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR1G-TIRE,Автошины и КГШ,1511101120,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097990,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR72-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097991,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR72-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097992,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR72-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097993,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR72-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098062,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR76-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098084,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT1-TR52-TIRE,Автошины и КГШ,1511103320,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098133,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR1G-TIRE,Автошины и КГШ,1511101120,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098134,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR1G-TIRE,Автошины и КГШ,1511101120,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098177,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR37-TIRE,Автошины и КГШ,1511103720,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098178,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR37-TIRE,Автошины и КГШ,1511103720,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098179,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR37-TIRE,Автошины и КГШ,1511103720,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098180,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR37-TIRE,Автошины и КГШ,1511103720,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098183,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT3-TR4D-TIRE,Автошины и КГШ,1511104320,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098254,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR4Q-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098303,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR0R-TIRE,Автошины и КГШ,1511101020,960002748.0,Goodride_CM987_11.00R20_TR_3,first71
100000098312,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR17-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098313,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR17-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098314,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR17-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098315,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR17-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098316,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR17-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098317,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR17-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098318,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR17-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098319,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR17-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098320,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR17-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098691,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR0F-TIRE,Автошины и КГШ,1511101020,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098692,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR0F-TIRE,Автошины и КГШ,1511101020,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098693,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR0F-TIRE,Автошины и КГШ,1511101020,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098694,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR0F-TIRE,Автошины и КГШ,1511101020,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098695,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR0F-TIRE,Автошины и КГШ,1511101020,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098696,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR0F-TIRE,Автошины и КГШ,1511101020,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098697,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR0F-TIRE,Автошины и КГШ,1511101020,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098698,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR0F-TIRE,Автошины и КГШ,1511101020,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098699,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR0F-TIRE,Автошины и КГШ,1511101020,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000098773,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT1-TR70-TIRE,Автошины и КГШ,1511103320,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000099193,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT1-TR52-TIRE,Автошины и КГШ,1511103320,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000099275,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR3S-TIRE,Автошины и КГШ,1511103720,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000099361,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR4Q-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000099367,no_data,no_data,Автошина Шина 11.00R20 Goodride CM987 ZC,1500,71-TRA-AVTR-AVT2-TR4Q-TIRE,Автошины и КГШ,1511103920,960002747.0,Goodride_CM987_11.00R20_TR_2,first71
100000097618,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT2-TR6H-TIRE,Автошины и КГШ,1511103820,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000097619,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT2-TR6H-TIRE,Автошины и КГШ,1511103820,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000097648,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT1-TR56-TIRE,Автошины и КГШ,1511103320,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000097763,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT1-TR2G-TIRE,Автошины и КГШ,1511103320,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000097840,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT3-TR6S-TIRE,Автошины и КГШ,1511104020,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000097841,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT3-TR6S-TIRE,Автошины и КГШ,1511104020,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098005,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT2-TR6E-TIRE,Автошины и КГШ,1511103820,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098017,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVTP-TR3C-TIRE,Автошины и КГШ,1512102020,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098018,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVTP-TR3C-TIRE,Автошины и КГШ,1512102020,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098019,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVTP-TR3C-TIRE,Автошины и КГШ,1512102020,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098020,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVTP-TR3C-TIRE,Автошины и КГШ,1512102020,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098021,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVTP-TR3C-TIRE,Автошины и КГШ,1512102020,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098022,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVTP-TR3C-TIRE,Автошины и КГШ,1512102020,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098089,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT1-TR2J-TIRE,Автошины и КГШ,1511103320,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098125,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT2-TR6I-TIRE,Автошины и КГШ,1511103820,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098153,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT2-TR6I-TIRE,Автошины и КГШ,1511103820,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098181,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT2-TR6G-TIRE,Автошины и КГШ,1511103820,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000098737,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT3-TR6K-TIRE,Автошины и КГШ,1511104320,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000099217,no_data,no_data,Автошина Шина 11R22.5 UT3000+ 148/145K F,1500,71-TRA-AVTR-AVT1-TR2G-TIRE,Автошины и КГШ,1511103320,960002740.0,Firestone_UT3000_11R22.5_TR_1,first71
100000097628,no_data,no_data,Автошина Шина 12.00R20 L355 154/150K Bri,1500,71-TRA-AVTR-AVT2-TR5G-TIRE,Автошины и КГШ,1511103720,960002699.0,Bridgestone_L355_12.00R20_TR_2,first71
100000097629,no_data,no_data,Автошина Шина 12.00R20 L355 154/150K Bri,1500,71-TRA-AVTR-AVT2-TR5G-TIRE,Автошины и КГШ,1511103720,960002699.0,Bridgestone_L355_12.00R20_TR_2,first71
100000097633,no_data,no_data,Автошина Шина 12.00R20 L355 154/150K Bri,1500,71-TRA-AVTR-AVT2-TR5F-TIRE,Автошины и КГШ,1511103720,960002699.0,Bridgestone_L355_12.00R20_TR_2,first71
100000097745,no_data,no_data,Автошина Шина 12.00R20 L355 154/150K Bri,1500,71-TRA-AVTR-AVT2-TR3W-TIRE,Автошины и КГШ,1511103820,960002699.0,Bridgestone_L355_12.00R20_TR_2,first71
100000097746,no_data,no_data,Автошина Шина 12.00R20 L355 154/150K Bri,1500,71-TRA-AVTR-AVT2-TR3W-TIRE,Автошины и КГШ,1511103820,960002699.0,Bridgestone_L355_12.00R20_TR_2,first71
100000097747,no_data,no_data,Автошина Шина 12.00R20 L355 154/150K Bri,1500,71-TRA-AVTR-AVT2-TR3W-TIRE,Автошины и КГШ,1511103820,960002699.0,Bridgestone_L355_12.00R20_TR_2,first71
