,eo_code,eo_description,teh_mesto,mvz,eo_class_code,eo_class_description,eo_main_code,eo_main_description,eo_main_class_code,eo_main_class_description,teh_mesto_description,level_upper,code,level_1,level_1_code,level_2_code,level_2_path,level_3_code,level_5,level_6,level_7,level_8
33146,100000065971,Самосвал карьерный 785C №419,11-RUD-CGTR-SEBT-CC18,1113011620.0,E01_01,Самосвалы карьерные,100000065971,Самосвал карьерный 785C №419,E01_01,Самосвалы карьерные,Самосвал карьерный №419,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC18,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
33155,100000065972,Самосвал карьерный 785C №420,11-RUD-CGTR-SEBT-CC19,1113011620.0,E01_01,Самосвалы карьерные,100000065972,Самосвал карьерный 785C №420,E01_01,Самосвалы карьерные,Самосвал карьерный №420,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC19,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
33164,100000065973,Самосвал карьерный 785C №421,11-RUD-CGTR-SEBT-CC20,1113011620.0,E01_01,Самосвалы карьерные,100000065973,Самосвал карьерный 785C №421,E01_01,Самосвалы карьерные,Самосвал карьерный №421,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC20,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
33171,100000065974,Самосвал карьерный 785C №422,11-RUD-CGTR-SEBT-CC21,1113011620.0,E01_01,Самосвалы карьерные,100000065974,Самосвал карьерный 785C №422,E01_01,Самосвалы карьерные,Самосвал карьерный №422,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC21,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
33210,100000065975,Самосвал карьерный 785C №425,11-RUD-CGTR-SEBT-CC24,1113011620.0,E01_01,Самосвалы карьерные,100000065975,Самосвал карьерный 785C №425,E01_01,Самосвалы карьерные,Самосвал карьерный №425,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC24,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
33219,100000065622,Самосвал карьерный 785C №516,11-RUD-CGTR-SEBT-CC64,1113011620.0,E01_01,Самосвалы карьерные,100000065622,Самосвал карьерный 785C №516,E01_01,Самосвалы карьерные,Самосвал карьерный №516,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC64,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
33308,100000065976,Самосвал карьерный 785C №426,11-RUD-CGTR-SEBT-CC25,1113011620.0,E01_01,Самосвалы карьерные,100000065976,Самосвал карьерный 785C №426,E01_01,Самосвалы карьерные,Самосвал карьерный №426,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC25,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
33317,100000062381,Самосвал карьерный 785C №427,11-RUD-CGTR-SEBT-CC26,1113011620.0,E01_01,Самосвалы карьерные,100000062381,Самосвал карьерный 785C №427,E01_01,Самосвалы карьерные,Самосвал карьерный №427,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC26,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
33326,100000062382,Самосвал карьерный 785C №428,11-RUD-CGTR-SEBT-CC27,1113011620.0,E01_01,Самосвалы карьерные,100000062382,Самосвал карьерный 785C №428,E01_01,Самосвалы карьерные,Самосвал карьерный №428,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC27,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
33336,100000062383,Самосвал карьерный 785C №429,11-RUD-CGTR-SEBT-CC28,1113011620.0,E01_01,Самосвалы карьерные,100000062383,Самосвал карьерный 785C №429,E01_01,Самосвалы карьерные,Самосвал карьерный №429,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC28,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
33626,100000062384,Самосвал карьерный 785C №430,11-RUD-CGTR-SEBT-CC29,1113011620.0,E01_01,Самосвалы карьерные,100000062384,Самосвал карьерный 785C №430,E01_01,Самосвалы карьерные,Самосвал карьерный №430,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC29,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
35949,100000062385,Самосвал карьерный 785C №445,11-RUD-CGTR-SEBT-CC44,1113011620.0,E01_01,Самосвалы карьерные,100000062385,Самосвал карьерный 785C №445,E01_01,Самосвалы карьерные,Самосвал карьерный №445,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC44,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
35958,100000062386,Самосвал карьерный 785C №441,11-RUD-CGTR-SEBT-CC40,1113011620.0,E01_01,Самосвалы карьерные,100000062386,Самосвал карьерный 785C №441,E01_01,Самосвалы карьерные,Самосвал карьерный №441,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC40,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
35967,100000062387,Самосвал карьерный 785C №444,11-RUD-CGTR-SEBT-CC43,1113011620.0,E01_01,Самосвалы карьерные,100000062387,Самосвал карьерный 785C №444,E01_01,Самосвалы карьерные,Самосвал карьерный №444,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC43,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
35977,100000062388,Самосвал карьерный 785C №443,11-RUD-CGTR-SEBT-CC42,1113011620.0,E01_01,Самосвалы карьерные,100000062388,Самосвал карьерный 785C №443,E01_01,Самосвалы карьерные,Самосвал карьерный №443,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC42,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
35986,100000062389,Самосвал карьерный 785C №442,11-RUD-CGTR-SEBT-CC41,1113011620.0,E01_01,Самосвалы карьерные,100000062389,Самосвал карьерный 785C №442,E01_01,Самосвалы карьерные,Самосвал карьерный №442,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC41,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
36639,100000062390,Самосвал карьерный 785C №435,11-RUD-CGTR-SEBT-CC34,1113011620.0,E01_01,Самосвалы карьерные,100000062390,Самосвал карьерный 785C №435,E01_01,Самосвалы карьерные,Самосвал карьерный №435,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC34,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
36648,100000062391,Самосвал карьерный 785C №431,11-RUD-CGTR-SEBT-CC30,1113011620.0,E01_01,Самосвалы карьерные,100000062391,Самосвал карьерный 785C №431,E01_01,Самосвалы карьерные,Самосвал карьерный №431,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC30,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
36655,100000062392,Самосвал карьерный 785C №434,11-RUD-CGTR-SEBT-CC33,1113011620.0,E01_01,Самосвалы карьерные,100000062392,Самосвал карьерный 785C №434,E01_01,Самосвалы карьерные,Самосвал карьерный №434,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC33,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
36664,100000062393,Самосвал карьерный 785C №432,11-RUD-CGTR-SEBT-CC31,1113011620.0,E01_01,Самосвалы карьерные,100000062393,Самосвал карьерный 785C №432,E01_01,Самосвалы карьерные,Самосвал карьерный №432,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC31,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
36673,100000062394,Самосвал карьерный 785C №433,11-RUD-CGTR-SEBT-CC32,1113011620.0,E01_01,Самосвалы карьерные,100000062394,Самосвал карьерный 785C №433,E01_01,Самосвалы карьерные,Самосвал карьерный №433,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC32,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
37019,100000062395,Самосвал карьерный 785C №436,11-RUD-CGTR-SEBT-CC35,1113011620.0,E01_01,Самосвалы карьерные,100000062395,Самосвал карьерный 785C №436,E01_01,Самосвалы карьерные,Самосвал карьерный №436,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC35,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
37028,100000062396,Самосвал карьерный 785C №437,11-RUD-CGTR-SEBT-CC36,1113011620.0,E01_01,Самосвалы карьерные,100000062396,Самосвал карьерный 785C №437,E01_01,Самосвалы карьерные,Самосвал карьерный №437,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC36,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
37037,100000062397,Самосвал карьерный 785C №438,11-RUD-CGTR-SEBT-CC37,1113011620.0,E01_01,Самосвалы карьерные,100000062397,Самосвал карьерный 785C №438,E01_01,Самосвалы карьерные,Самосвал карьерный №438,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC37,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
37046,100000062398,Самосвал карьерный 785C №439,11-RUD-CGTR-SEBT-CC38,1113011620.0,E01_01,Самосвалы карьерные,100000062398,Самосвал карьерный 785C №439,E01_01,Самосвалы карьерные,Самосвал карьерный №439,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC38,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
37055,100000062399,Самосвал карьерный 785C №440,11-RUD-CGTR-SEBT-CC39,1113011620.0,E01_01,Самосвалы карьерные,100000062399,Самосвал карьерный 785C №440,E01_01,Самосвалы карьерные,Самосвал карьерный №440,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC39,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
37067,100000065623,Самосвал карьерный 785C №525,11-RUD-CGTR-SEBT-CC73,1113011620.0,E01_01,Самосвалы карьерные,100000065623,Самосвал карьерный 785C №525,E01_01,Самосвалы карьерные,Самосвал карьерный №525,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC73,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
37079,100000065624,Самосвал карьерный 785C №524,11-RUD-CGTR-SEBT-CC72,1113011620.0,E01_01,Самосвалы карьерные,100000065624,Самосвал карьерный 785C №524,E01_01,Самосвалы карьерные,Самосвал карьерный №524,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC72,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
37088,100000065625,Самосвал карьерный 785C №526,11-RUD-CGTR-SEBT-CC74,1113011620.0,E01_01,Самосвалы карьерные,100000065625,Самосвал карьерный 785C №526,E01_01,Самосвалы карьерные,Самосвал карьерный №526,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC74,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
37097,100000065626,Самосвал карьерный 785C №523,11-RUD-CGTR-SEBT-CC71,1113011620.0,E01_01,Самосвалы карьерные,100000065626,Самосвал карьерный 785C №523,E01_01,Самосвалы карьерные,Самосвал карьерный №523,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC71,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
37106,100000065627,Самосвал карьерный 785C №527,11-RUD-CGTR-SEBT-CC75,1113011620.0,E01_01,Самосвалы карьерные,100000065627,Самосвал карьерный 785C №527,E01_01,Самосвалы карьерные,Самосвал карьерный №527,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC75,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
38763,100000065628,Самосвал карьерный 785C №528,11-RUD-CGTR-SEBT-CC76,1113011620.0,E01_01,Самосвалы карьерные,100000065628,Самосвал карьерный 785C №528,E01_01,Самосвалы карьерные,Самосвал карьерный №528,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC76,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
38773,100000065629,Самосвал карьерный 785C №531,11-RUD-CGTR-SEBT-CC79,1113011620.0,E01_01,Самосвалы карьерные,100000065629,Самосвал карьерный 785C №531,E01_01,Самосвалы карьерные,Самосвал карьерный №531,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC79,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
38782,100000065630,Самосвал карьерный 785C №529,11-RUD-CGTR-SEBT-CC77,1113011620.0,E01_01,Самосвалы карьерные,100000065630,Самосвал карьерный 785C №529,E01_01,Самосвалы карьерные,Самосвал карьерный №529,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC77,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
38791,100000065631,Самосвал карьерный 785C №532,11-RUD-CGTR-SEBT-CC80,1113011620.0,E01_01,Самосвалы карьерные,100000065631,Самосвал карьерный 785C №532,E01_01,Самосвалы карьерные,Самосвал карьерный №532,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC80,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
38800,100000065632,Самосвал карьерный 785C №530,11-RUD-CGTR-SEBT-CC78,1113011620.0,E01_01,Самосвалы карьерные,100000065632,Самосвал карьерный 785C №530,E01_01,Самосвалы карьерные,Самосвал карьерный №530,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC78,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
38809,100000065633,Самосвал карьерный 785C №533,11-RUD-CGTR-SEBT-CC81,1113011620.0,E01_01,Самосвалы карьерные,100000065633,Самосвал карьерный 785C №533,E01_01,Самосвалы карьерные,Самосвал карьерный №533,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC81,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
38818,100000065634,Самосвал карьерный 785C №534,11-RUD-CGTR-SEBT-CC82,1113011620.0,E01_01,Самосвалы карьерные,100000065634,Самосвал карьерный 785C №534,E01_01,Самосвалы карьерные,Самосвал карьерный №534,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC82,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
38826,100000065635,Самосвал карьерный 785C №536,11-RUD-CGTR-SEBT-CC84,1113011620.0,E01_01,Самосвалы карьерные,100000065635,Самосвал карьерный 785C №536,E01_01,Самосвалы карьерные,Самосвал карьерный №536,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC84,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
38833,100000065636,Самосвал карьерный 785C №535,11-RUD-CGTR-SEBT-CC83,1113011620.0,E01_01,Самосвалы карьерные,100000065636,Самосвал карьерный 785C №535,E01_01,Самосвалы карьерные,Самосвал карьерный №535,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC83,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
43661,100000065603,Самосвал карьерный 777F №146,11-RUD-CGTR-SEBT-CF11,1113011120.0,E01_01,Самосвалы карьерные,100000065603,Самосвал карьерный 777F №146,E01_01,Самосвалы карьерные,Самосвал карьерный №146,11-RUD-CGTR-SEBT-C77F,first11-RUD-CGTR-SEBT-CF11,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
43671,100000065604,Самосвал карьерный 777F №147,11-RUD-CGTR-SEBT-CF12,1113011120.0,E01_01,Самосвалы карьерные,100000065604,Самосвал карьерный 777F №147,E01_01,Самосвалы карьерные,Самосвал карьерный №147,11-RUD-CGTR-SEBT-C77F,first11-RUD-CGTR-SEBT-CF12,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
43678,100000065605,Самосвал карьерный 777F №148,11-RUD-CGTR-SEBT-CF13,1113011120.0,E01_01,Самосвалы карьерные,100000065605,Самосвал карьерный 777F №148,E01_01,Самосвалы карьерные,Самосвал карьерный №148,11-RUD-CGTR-SEBT-C77F,first11-RUD-CGTR-SEBT-CF13,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
43688,100000065893,Самосвал карьерный 777F №149,11-RUD-CGTR-SEBT-CF14,1113011120.0,E01_01,Самосвалы карьерные,100000065893,Самосвал карьерный 777F №149,E01_01,Самосвалы карьерные,Самосвал карьерный №149,11-RUD-CGTR-SEBT-C77F,first11-RUD-CGTR-SEBT-CF14,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
43710,100000065637,Самосвал карьерный 785C №518,11-RUD-CGTR-SEBT-CC66,1113011620.0,E01_01,Самосвалы карьерные,100000065637,Самосвал карьерный 785C №518,E01_01,Самосвалы карьерные,Самосвал карьерный №518,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC66,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
43718,100000065638,Самосвал карьерный 785C №520,11-RUD-CGTR-SEBT-CC68,1113011620.0,E01_01,Самосвалы карьерные,100000065638,Самосвал карьерный 785C №520,E01_01,Самосвалы карьерные,Самосвал карьерный №520,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC68,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
43725,100000065639,Самосвал карьерный 785C №519,11-RUD-CGTR-SEBT-CC67,1113011620.0,E01_01,Самосвалы карьерные,100000065639,Самосвал карьерный 785C №519,E01_01,Самосвалы карьерные,Самосвал карьерный №519,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC67,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
43734,100000065640,Самосвал карьерный 785C №517,11-RUD-CGTR-SEBT-CC65,1113011620.0,E01_01,Самосвалы карьерные,100000065640,Самосвал карьерный 785C №517,E01_01,Самосвалы карьерные,Самосвал карьерный №517,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC65,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
44015,100000065641,Самосвал карьерный 785C №521,11-RUD-CGTR-SEBT-CC69,1113011620.0,E01_01,Самосвалы карьерные,100000065641,Самосвал карьерный 785C №521,E01_01,Самосвалы карьерные,Самосвал карьерный №521,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC69,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
44024,100000065643,Самосвал карьерный 785C №522,11-RUD-CGTR-SEBT-CC70,1113011620.0,E01_01,Самосвалы карьерные,100000065643,Самосвал карьерный 785C №522,E01_01,Самосвалы карьерные,Самосвал карьерный №522,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC70,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
51486,100000065585,Самосвал карьерный БЕЛАЗ-7540К №55,11-RUD-CGTR-SEBT-BE10,1113011520.0,E01_01,Самосвалы карьерные,100000065585,Самосвал карьерный БЕЛАЗ-7540К №55,E01_01,Самосвалы карьерные,Самосвал карьерный №55,11-RUD-CGTR-SEBT-BELZ,first11-RUD-CGTR-SEBT-BE10,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
51500,100000065586,Самосвал карьерный БЕЛАЗ-7540К №56,11-RUD-CGTR-SEBT-BE11,1113011520.0,E01_01,Самосвалы карьерные,100000065586,Самосвал карьерный БЕЛАЗ-7540К №56,E01_01,Самосвалы карьерные,Самосвал карьерный №56,11-RUD-CGTR-SEBT-BELZ,first11-RUD-CGTR-SEBT-BE11,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
51514,100000065587,Самосвал карьерный БЕЛАЗ-7540К №57,11-RUD-CGTR-SEBT-BE12,1113011520.0,E01_01,Самосвалы карьерные,100000065587,Самосвал карьерный БЕЛАЗ-7540К №57,E01_01,Самосвалы карьерные,Самосвал карьерный №57,11-RUD-CGTR-SEBT-BELZ,first11-RUD-CGTR-SEBT-BE12,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
51528,100000065588,Самосвал карьерный БЕЛАЗ-7540К №58,11-RUD-CGTR-SEBT-BE13,1113011520.0,E01_01,Самосвалы карьерные,100000065588,Самосвал карьерный БЕЛАЗ-7540К №58,E01_01,Самосвалы карьерные,Самосвал карьерный №58,11-RUD-CGTR-SEBT-BELZ,first11-RUD-CGTR-SEBT-BE13,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
51539,100000065589,Самосвал карьерный БЕЛАЗ-7540К №59,11-RUD-CGTR-SEBT-BE14,1113011520.0,E01_01,Самосвалы карьерные,100000065589,Самосвал карьерный БЕЛАЗ-7540К №59,E01_01,Самосвалы карьерные,Самосвал карьерный №59,11-RUD-CGTR-SEBT-BELZ,first11-RUD-CGTR-SEBT-BE14,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
51598,100000065977,Самосвал карьерный 785C №446,11-RUD-CGTR-SEBT-CC45,1113011620.0,E01_01,Самосвалы карьерные,100000065977,Самосвал карьерный 785C №446,E01_01,Самосвалы карьерные,Самосвал карьерный №446,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC45,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
51605,100000065978,Самосвал карьерный 785C №447,11-RUD-CGTR-SEBT-CC46,1113011620.0,E01_01,Самосвалы карьерные,100000065978,Самосвал карьерный 785C №447,E01_01,Самосвалы карьерные,Самосвал карьерный №447,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC46,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
51615,100000065979,Самосвал карьерный 785C №448,11-RUD-CGTR-SEBT-CC47,1113011620.0,E01_01,Самосвалы карьерные,100000065979,Самосвал карьерный 785C №448,E01_01,Самосвалы карьерные,Самосвал карьерный №448,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC47,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
51624,100000065980,Самосвал карьерный 785C №449,11-RUD-CGTR-SEBT-CC48,1113011620.0,E01_01,Самосвалы карьерные,100000065980,Самосвал карьерный 785C №449,E01_01,Самосвалы карьерные,Самосвал карьерный №449,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC48,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
51633,100000065981,Самосвал карьерный 785C №450,11-RUD-CGTR-SEBT-CC49,1113011620.0,E01_01,Самосвалы карьерные,100000065981,Самосвал карьерный 785C №450,E01_01,Самосвалы карьерные,Самосвал карьерный №450,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC49,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
52359,100000065514,Самосвал карьерный 793D №701,11-RUD-CGTR-SEBT-CD01,1113011920.0,E01_01,Самосвалы карьерные,100000065514,Самосвал карьерный 793D №701,E01_01,Самосвалы карьерные,Самосвал карьерный №701,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD01,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
52370,100000065515,Самосвал карьерный 793D №702,11-RUD-CGTR-SEBT-CD02,1113011920.0,E01_01,Самосвалы карьерные,100000065515,Самосвал карьерный 793D №702,E01_01,Самосвалы карьерные,Самосвал карьерный №702,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD02,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
52382,100000065516,Самосвал карьерный 793D №703,11-RUD-CGTR-SEBT-CD03,1113011920.0,E01_01,Самосвалы карьерные,100000065516,Самосвал карьерный 793D №703,E01_01,Самосвалы карьерные,Самосвал карьерный №703,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD03,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
52741,100000065517,Самосвал карьерный 793D №704,11-RUD-CGTR-SEBT-CD04,1113011920.0,E01_01,Самосвалы карьерные,100000065517,Самосвал карьерный 793D №704,E01_01,Самосвалы карьерные,Самосвал карьерный №704,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD04,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
52754,100000065518,Самосвал карьерный 793D №705,11-RUD-CGTR-SEBT-CD05,1113011920.0,E01_01,Самосвалы карьерные,100000065518,Самосвал карьерный 793D №705,E01_01,Самосвалы карьерные,Самосвал карьерный №705,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD05,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
52812,100000065519,Самосвал карьерный 793D №714,11-RUD-CGTR-SEBT-CD13,1113011920.0,E01_01,Самосвалы карьерные,100000065519,Самосвал карьерный 793D №714,E01_01,Самосвалы карьерные,Самосвал карьерный №714,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD13,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
54004,100000065520,Самосвал карьерный 793D №706,11-RUD-CGTR-SEBT-CD06,1113011920.0,E01_01,Самосвалы карьерные,100000065520,Самосвал карьерный 793D №706,E01_01,Самосвалы карьерные,Самосвал карьерный №706,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD06,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
54043,100000065521,Самосвал карьерный 793D №707,11-RUD-CGTR-SEBT-CD07,1113011920.0,E01_01,Самосвалы карьерные,100000065521,Самосвал карьерный 793D №707,E01_01,Самосвалы карьерные,Самосвал карьерный №707,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD07,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
54056,100000065523,Самосвал карьерный 793D №708,11-RUD-CGTR-SEBT-CD08,1113011920.0,E01_01,Самосвалы карьерные,100000065523,Самосвал карьерный 793D №708,E01_01,Самосвалы карьерные,Самосвал карьерный №708,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD08,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
54218,100000065524,Самосвал карьерный 793D №710,11-RUD-CGTR-SEBT-CD10,1113011920.0,E01_01,Самосвалы карьерные,100000065524,Самосвал карьерный 793D №710,E01_01,Самосвалы карьерные,Самосвал карьерный №710,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD10,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
54249,100000065525,Самосвал карьерный 793D №709,11-RUD-CGTR-SEBT-CD09,1113011920.0,E01_01,Самосвалы карьерные,100000065525,Самосвал карьерный 793D №709,E01_01,Самосвалы карьерные,Самосвал карьерный №709,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD09,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
54262,100000065526,Самосвал карьерный 793D №711,11-RUD-CGTR-SEBT-CD11,1113011920.0,E01_01,Самосвалы карьерные,100000065526,Самосвал карьерный 793D №711,E01_01,Самосвалы карьерные,Самосвал карьерный №711,11-RUD-CGTR-SEBT-C793,first11-RUD-CGTR-SEBT-CD11,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data
