maintanance_job_code,eo_code,maintanance_category_id,maintanance_name,maint_interval,downtime,man_hours,tr_service_interval
100000084396_30,100000084396,to250,ТО1-250,68250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,68250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,68250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,68250.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,68250.0,24.78676470588236,31.110294117647044,68250.0
100000084396_43,100000084396,tr4,ТР,68250.0,24.78676470588236,31.110294117647044,68250.0
sl_730_1_61,sl_730_1,tr4,ТР,68250.0,24.78676470588236,31.110294117647044,68250.0
100000008673_2,100000008673,to500,ТО-500,68500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,68500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,68500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,68500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,68500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,68500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,68500.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,68500.0,24.985294117647065,31.45588235294116,68500.0
100000084396_43,100000084396,tr4,ТР,68500.0,24.985294117647065,31.45588235294116,68500.0
sl_730_1_61,sl_730_1,tr4,ТР,68500.0,24.985294117647065,31.45588235294116,68500.0
100000084396_30,100000084396,to250,ТО1-250,68750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,68750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,68750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,68750.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,68750.0,25.18382352941177,31.801470588235276,68750.0
100000084396_43,100000084396,tr4,ТР,68750.0,25.18382352941177,31.801470588235276,68750.0
sl_730_1_61,sl_730_1,tr4,ТР,68750.0,25.18382352941177,31.801470588235276,68750.0
100000008673_3,100000008673,to1000,ТО-1000,69000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,69000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,69000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,69000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,69000.0,12.0,18.0,
100000084396_33,100000084396,to1500,ТО4-1500,69000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,69000.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,69000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,69000.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,69000.0,25.382352941176478,32.14705882352939,69000.0
100000084396_43,100000084396,tr4,ТР,69000.0,25.382352941176478,32.14705882352939,69000.0
sl_730_1_61,sl_730_1,tr4,ТР,69000.0,25.382352941176478,32.14705882352939,69000.0
100000084396_30,100000084396,to250,ТО1-250,69250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,69250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,69250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,69250.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,69250.0,25.580882352941185,32.49264705882351,69250.0
100000084396_43,100000084396,tr4,ТР,69250.0,25.580882352941185,32.49264705882351,69250.0
sl_730_1_61,sl_730_1,tr4,ТР,69250.0,25.580882352941185,32.49264705882351,69250.0
100000008673_2,100000008673,to500,ТО-500,69500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,69500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,69500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,69500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,69500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,69500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,69500.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,69500.0,25.77941176470589,32.838235294117624,69500.0
100000084396_43,100000084396,tr4,ТР,69500.0,25.77941176470589,32.838235294117624,69500.0
sl_730_1_61,sl_730_1,tr4,ТР,69500.0,25.77941176470589,32.838235294117624,69500.0
100000084396_30,100000084396,to250,ТО1-250,69750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,69750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,69750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,69750.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,69750.0,25.977941176470598,33.18382352941174,69750.0
100000084396_43,100000084396,tr4,ТР,69750.0,25.977941176470598,33.18382352941174,69750.0
sl_730_1_61,sl_730_1,tr4,ТР,69750.0,25.977941176470598,33.18382352941174,69750.0
100000065514_22,100000065514,to2000,ТО-2000,70000.0,9.4,14.1,
100000008673_9,100000008673,tr,ТР,70000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,70000.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,70000.0,26.176470588235304,33.529411764705856,70000.0
100000084396_43,100000084396,tr4,ТР,70000.0,26.176470588235304,33.529411764705856,70000.0
sl_730_1_61,sl_730_1,tr4,ТР,70000.0,26.176470588235304,33.529411764705856,70000.0
100000084396_45,100000084396,lining_full,СВп (полная футеровка),70000.0,48.0,72.0,
sl_730_1_63,sl_730_1,lining_full,СВп (полная футеровка),70000.0,48.0,72.0,
100000008673_11,100000008673,tr_middle,Трсред,70000.0,282.0,423.0,
100000062379_11,100000062379,tr_middle,Трсред,70000.0,282.0,423.0,
100000065514_26,100000065514,tr_middle,Трсред,70000.0,283.0,424.5,
100000084396_30,100000084396,to250,ТО1-250,70250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,70250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,70250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,70250.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,70250.0,26.37500000000001,33.87499999999997,70250.0
100000084396_43,100000084396,tr4,ТР,70250.0,26.37500000000001,33.87499999999997,70250.0
sl_730_1_61,sl_730_1,tr4,ТР,70250.0,26.37500000000001,33.87499999999997,70250.0
100000008673_2,100000008673,to500,ТО-500,70500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,70500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,70500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,70500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,70500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,70500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,70500.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,70500.0,26.573529411764717,34.22058823529409,70500.0
100000084396_43,100000084396,tr4,ТР,70500.0,26.573529411764717,34.22058823529409,70500.0
sl_730_1_61,sl_730_1,tr4,ТР,70500.0,26.573529411764717,34.22058823529409,70500.0
100000084396_30,100000084396,to250,ТО1-250,70750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,70750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,70750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,70750.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,70750.0,26.772058823529424,34.5661764705882,70750.0
100000084396_43,100000084396,tr4,ТР,70750.0,26.772058823529424,34.5661764705882,70750.0
sl_730_1_61,sl_730_1,tr4,ТР,70750.0,26.772058823529424,34.5661764705882,70750.0
100000008673_3,100000008673,to1000,ТО-1000,71000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,71000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,71000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,71000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,71000.0,12.0,18.0,
100000008673_9,100000008673,tr,ТР,71000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,71000.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,71000.0,26.97058823529413,34.91176470588232,71000.0
100000084396_43,100000084396,tr4,ТР,71000.0,26.97058823529413,34.91176470588232,71000.0
sl_730_1_61,sl_730_1,tr4,ТР,71000.0,26.97058823529413,34.91176470588232,71000.0
100000084396_30,100000084396,to250,ТО1-250,71250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,71250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,71250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,71250.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,71250.0,27.169117647058837,35.257352941176435,71250.0
100000084396_43,100000084396,tr4,ТР,71250.0,27.169117647058837,35.257352941176435,71250.0
sl_730_1_61,sl_730_1,tr4,ТР,71250.0,27.169117647058837,35.257352941176435,71250.0
100000008673_2,100000008673,to500,ТО-500,71500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,71500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,71500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,71500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,71500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,71500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,71500.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,71500.0,27.367647058823543,35.60294117647055,71500.0
100000084396_43,100000084396,tr4,ТР,71500.0,27.367647058823543,35.60294117647055,71500.0
sl_730_1_61,sl_730_1,tr4,ТР,71500.0,27.367647058823543,35.60294117647055,71500.0
100000084396_30,100000084396,to250,ТО1-250,71750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,71750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,71750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,71750.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,71750.0,27.56617647058825,35.94852941176467,71750.0
100000084396_43,100000084396,tr4,ТР,71750.0,27.56617647058825,35.94852941176467,71750.0
sl_730_1_61,sl_730_1,tr4,ТР,71750.0,27.56617647058825,35.94852941176467,71750.0
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,72000.0,10.0,15.0,
100000008673_10,100000008673,tr_suppl_systems,Трдоп.сист.,72000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,72000.0,10.0,15.0,
100000062379_10,100000062379,tr_suppl_systems,Трдоп.сист.,72000.0,10.0,15.0,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),72000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),72000.0,12.0,18.0,
100000084396_33,100000084396,to1500,ТО4-1500,72000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,72000.0,13.0,19.5,
100000008673_7,100000008673,to12000,ТО-12000,72000.0,13.9,20.85,
100000062379_7,100000062379,to12000,ТО-12000,72000.0,13.9,20.85,
100000065514_25,100000065514,to12000,ТО-12000,72000.0,17.8,26.7,
100000008673_9,100000008673,tr,ТР,72000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,72000.0,20.0,30.0,
100000084396_38,100000084396,to8000,ТО9-8000,72000.0,23.0,34.5,
sl_730_1_56,sl_730_1,to8000,ТО9-8000,72000.0,23.0,34.5,
100000065514_19,100000065514,tr5,ТР,72000.0,27.764705882352956,36.29411764705878,72000.0
100000084396_43,100000084396,tr4,ТР,72000.0,27.764705882352956,36.29411764705878,72000.0
sl_730_1_61,sl_730_1,tr4,ТР,72000.0,27.764705882352956,36.29411764705878,72000.0
100000084396_30,100000084396,to250,ТО1-250,72250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,72250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,72250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,72250.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,72250.0,27.963235294117663,36.6397058823529,72250.0
100000084396_43,100000084396,tr4,ТР,72250.0,27.963235294117663,36.6397058823529,72250.0
sl_730_1_61,sl_730_1,tr4,ТР,72250.0,27.963235294117663,36.6397058823529,72250.0
100000008673_2,100000008673,to500,ТО-500,72500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,72500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,72500.0,5.0,7.5,
100000084396_35,100000084396,to2500,ТО6-2500,72500.0,19.0,28.5,
sl_730_1_53,sl_730_1,to2500,ТО6-2500,72500.0,19.0,28.5,
100000008673_9,100000008673,tr,ТР,72500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,72500.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,72500.0,28.16176470588237,36.985294117647015,72500.0
100000084396_43,100000084396,tr4,ТР,72500.0,28.16176470588237,36.985294117647015,72500.0
sl_730_1_61,sl_730_1,tr4,ТР,72500.0,28.16176470588237,36.985294117647015,72500.0
100000084396_30,100000084396,to250,ТО1-250,72750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,72750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,72750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,72750.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,72750.0,28.360294117647076,37.33088235294113,72750.0
100000084396_43,100000084396,tr4,ТР,72750.0,28.360294117647076,37.33088235294113,72750.0
sl_730_1_61,sl_730_1,tr4,ТР,72750.0,28.360294117647076,37.33088235294113,72750.0
100000008673_3,100000008673,to1000,ТО-1000,73000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,73000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,73000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,73000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,73000.0,12.0,18.0,
100000008673_9,100000008673,tr,ТР,73000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,73000.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,73000.0,28.558823529411782,37.67647058823525,73000.0
100000084396_43,100000084396,tr4,ТР,73000.0,28.558823529411782,37.67647058823525,73000.0
sl_730_1_61,sl_730_1,tr4,ТР,73000.0,28.558823529411782,37.67647058823525,73000.0
100000084396_30,100000084396,to250,ТО1-250,73250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,73250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,73250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,73250.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,73250.0,28.75735294117649,38.02205882352936,73250.0
100000084396_43,100000084396,tr4,ТР,73250.0,28.75735294117649,38.02205882352936,73250.0
sl_730_1_61,sl_730_1,tr4,ТР,73250.0,28.75735294117649,38.02205882352936,73250.0
100000008673_2,100000008673,to500,ТО-500,73500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,73500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,73500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,73500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,73500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,73500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,73500.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,73500.0,28.955882352941195,38.36764705882348,73500.0
100000084396_43,100000084396,tr4,ТР,73500.0,28.955882352941195,38.36764705882348,73500.0
sl_730_1_61,sl_730_1,tr4,ТР,73500.0,28.955882352941195,38.36764705882348,73500.0
100000084396_30,100000084396,to250,ТО1-250,73750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,73750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,73750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,73750.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,73750.0,29.154411764705902,38.713235294117595,73750.0
100000084396_43,100000084396,tr4,ТР,73750.0,29.154411764705902,38.713235294117595,73750.0
sl_730_1_61,sl_730_1,tr4,ТР,73750.0,29.154411764705902,38.713235294117595,73750.0
100000008673_4,100000008673,to2000,ТО-2000,74000.0,7.7,11.55,
100000062379_4,100000062379,to2000,ТО-2000,74000.0,7.7,11.55,
100000065514_22,100000065514,to2000,ТО-2000,74000.0,9.4,14.1,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),74000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),74000.0,12.0,18.0,
100000084396_34,100000084396,to2000,ТО5-2000,74000.0,14.0,21.0,
sl_730_1_52,sl_730_1,to2000,ТО5-2000,74000.0,14.0,21.0,
100000008673_9,100000008673,tr,ТР,74000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,74000.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,74000.0,29.35294117647061,39.05882352941171,74000.0
100000084396_43,100000084396,tr4,ТР,74000.0,29.35294117647061,39.05882352941171,74000.0
sl_730_1_61,sl_730_1,tr4,ТР,74000.0,29.35294117647061,39.05882352941171,74000.0
100000084396_30,100000084396,to250,ТО1-250,74250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,74250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,74250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,74250.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,74250.0,29.551470588235315,39.40441176470583,74250.0
100000084396_43,100000084396,tr4,ТР,74250.0,29.551470588235315,39.40441176470583,74250.0
sl_730_1_61,sl_730_1,tr4,ТР,74250.0,29.551470588235315,39.40441176470583,74250.0
100000008673_2,100000008673,to500,ТО-500,74500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,74500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,74500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,74500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,74500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,74500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,74500.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,74500.0,29.75000000000002,39.74999999999994,74500.0
100000084396_43,100000084396,tr4,ТР,74500.0,29.75000000000002,39.74999999999994,74500.0
sl_730_1_61,sl_730_1,tr4,ТР,74500.0,29.75000000000002,39.74999999999994,74500.0
100000084396_30,100000084396,to250,ТО1-250,74750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,74750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,74750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,74750.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,74750.0,29.948529411764728,40.09558823529406,74750.0
100000084396_43,100000084396,tr4,ТР,74750.0,29.948529411764728,40.09558823529406,74750.0
sl_730_1_61,sl_730_1,tr4,ТР,74750.0,29.948529411764728,40.09558823529406,74750.0
100000008673_3,100000008673,to1000,ТО-1000,75000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,75000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,75000.0,6.6,9.9,
100000084396_33,100000084396,to1500,ТО4-1500,75000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,75000.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,75000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,75000.0,20.0,30.0,
100000084396_37,100000084396,to5000,ТО8-5000,75000.0,20.0,30.0,
sl_730_1_55,sl_730_1,to5000,ТО8-5000,75000.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,75000.0,30.147058823529434,40.441176470588175,75000.0
100000084396_43,100000084396,tr4,ТР,75000.0,30.147058823529434,40.441176470588175,75000.0
sl_730_1_61,sl_730_1,tr4,ТР,75000.0,30.147058823529434,40.441176470588175,75000.0
100000084396_30,100000084396,to250,ТО1-250,75250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,75250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,75250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,75250.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,75250.0,30.34558823529414,40.78676470588229,75250.0
100000084396_43,100000084396,tr4,ТР,75250.0,30.34558823529414,40.78676470588229,75250.0
sl_730_1_61,sl_730_1,tr4,ТР,75250.0,30.34558823529414,40.78676470588229,75250.0
100000008673_2,100000008673,to500,ТО-500,75500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,75500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,75500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,75500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,75500.0,11.0,16.5,
100000008673_9,100000008673,tr,ТР,75500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,75500.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,75500.0,30.544117647058847,41.13235294117641,75500.0
100000084396_43,100000084396,tr4,ТР,75500.0,30.544117647058847,41.13235294117641,75500.0
sl_730_1_61,sl_730_1,tr4,ТР,75500.0,30.544117647058847,41.13235294117641,75500.0
100000084396_30,100000084396,to250,ТО1-250,75750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,75750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,75750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,75750.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,75750.0,30.742647058823554,41.47794117647052,75750.0
100000084396_43,100000084396,tr4,ТР,75750.0,30.742647058823554,41.47794117647052,75750.0
sl_730_1_61,sl_730_1,tr4,ТР,75750.0,30.742647058823554,41.47794117647052,75750.0
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,76000.0,10.0,15.0,
100000008673_10,100000008673,tr_suppl_systems,Трдоп.сист.,76000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,76000.0,10.0,15.0,
100000062379_10,100000062379,tr_suppl_systems,Трдоп.сист.,76000.0,10.0,15.0,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),76000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),76000.0,12.0,18.0,
100000008673_5,100000008673,to4000,ТО-4000,76000.0,12.9,19.35,
100000062379_5,100000062379,to4000,ТО-4000,76000.0,12.9,19.35,
100000065514_23,100000065514,to4000,ТО-4000,76000.0,16.8,25.2,
100000084396_36,100000084396,to4000,ТО7-4000,76000.0,19.5,29.25,
sl_730_1_54,sl_730_1,to4000,ТО7-4000,76000.0,19.5,29.25,
100000008673_9,100000008673,tr,ТР,76000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,76000.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,76000.0,30.94117647058826,41.82352941176464,76000.0
100000084396_43,100000084396,tr4,ТР,76000.0,30.94117647058826,41.82352941176464,76000.0
sl_730_1_61,sl_730_1,tr4,ТР,76000.0,30.94117647058826,41.82352941176464,76000.0
100000084396_30,100000084396,to250,ТО1-250,76250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,76250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,76250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,76250.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,76250.0,31.139705882352967,42.169117647058755,76250.0
100000084396_43,100000084396,tr4,ТР,76250.0,31.139705882352967,42.169117647058755,76250.0
sl_730_1_61,sl_730_1,tr4,ТР,76250.0,31.139705882352967,42.169117647058755,76250.0
100000008673_2,100000008673,to500,ТО-500,76500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,76500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,76500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,76500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,76500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,76500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,76500.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,76500.0,31.338235294117673,42.51470588235287,76500.0
100000084396_43,100000084396,tr4,ТР,76500.0,31.338235294117673,42.51470588235287,76500.0
sl_730_1_61,sl_730_1,tr4,ТР,76500.0,31.338235294117673,42.51470588235287,76500.0
100000084396_30,100000084396,to250,ТО1-250,76750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,76750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,76750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,76750.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,76750.0,31.53676470588238,42.86029411764699,76750.0
100000084396_43,100000084396,tr4,ТР,76750.0,31.53676470588238,42.86029411764699,76750.0
sl_730_1_61,sl_730_1,tr4,ТР,76750.0,31.53676470588238,42.86029411764699,76750.0
100000008673_3,100000008673,to1000,ТО-1000,77000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,77000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,77000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,77000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,77000.0,12.0,18.0,
100000008673_9,100000008673,tr,ТР,77000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,77000.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,77000.0,31.735294117647086,43.2058823529411,77000.0
100000084396_43,100000084396,tr4,ТР,77000.0,31.735294117647086,43.2058823529411,77000.0
sl_730_1_61,sl_730_1,tr4,ТР,77000.0,31.735294117647086,43.2058823529411,77000.0
100000084396_30,100000084396,to250,ТО1-250,77250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,77250.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,77250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,77250.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,77250.0,31.933823529411793,43.55147058823522,77250.0
100000084396_43,100000084396,tr4,ТР,77250.0,31.933823529411793,43.55147058823522,77250.0
sl_730_1_61,sl_730_1,tr4,ТР,77250.0,31.933823529411793,43.55147058823522,77250.0
100000008673_2,100000008673,to500,ТО-500,77500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,77500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,77500.0,5.0,7.5,
100000084396_35,100000084396,to2500,ТО6-2500,77500.0,19.0,28.5,
sl_730_1_53,sl_730_1,to2500,ТО6-2500,77500.0,19.0,28.5,
100000008673_9,100000008673,tr,ТР,77500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,77500.0,20.0,30.0,
100000065514_19,100000065514,tr5,ТР,77500.0,32.1323529411765,43.897058823529335,77500.0
100000084396_43,100000084396,tr4,ТР,77500.0,32.1323529411765,43.897058823529335,77500.0
sl_730_1_61,sl_730_1,tr4,ТР,77500.0,32.1323529411765,43.897058823529335,77500.0
100000084396_30,100000084396,to250,ТО1-250,77750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,77750.0,1.2,1.8,
100000008673_9,100000008673,tr,ТР,77750.0,20.0,30.0,
