maintanance_job_code,eo_code,maintanance_category_id,maintanance_name,maint_interval,downtime,man_hours,tr_service_interval
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),24000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),24000.0,12.0,18.0,
100000084396_33,100000084396,to1500,ТО4-1500,24000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,24000.0,13.0,19.5,
100000008673_7,100000008673,to12000,ТО-12000,24000.0,13.9,20.85,
100000062379_7,100000062379,to12000,ТО-12000,24000.0,13.9,20.85,
100000065514_17,100000065514,tr3,ТР,24000.0,15.0,18.0,24000.0
100000084396_41,100000084396,tr3,ТР,24000.0,15.0,18.0,24000.0
sl_730_1_59,sl_730_1,tr3,ТР,24000.0,15.0,18.0,24000.0
100000065514_25,100000065514,to12000,ТО-12000,24000.0,17.8,26.7,
100000008673_9,100000008673,tr,ТР,24000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,24000.0,20.0,30.0,
100000084396_38,100000084396,to8000,ТО9-8000,24000.0,23.0,34.5,
sl_730_1_56,sl_730_1,to8000,ТО9-8000,24000.0,23.0,34.5,
100000084396_30,100000084396,to250,ТО1-250,24250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,24250.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,24250.0,15.0,18.0,24250.0
100000084396_41,100000084396,tr3,ТР,24250.0,15.0,18.0,24250.0
sl_730_1_59,sl_730_1,tr3,ТР,24250.0,15.0,18.0,24250.0
100000008673_9,100000008673,tr,ТР,24250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,24250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,24500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,24500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,24500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,24500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,24500.0,11.0,16.5,
100000065514_17,100000065514,tr3,ТР,24500.0,15.0,18.0,24500.0
100000084396_41,100000084396,tr3,ТР,24500.0,15.0,18.0,24500.0
sl_730_1_59,sl_730_1,tr3,ТР,24500.0,15.0,18.0,24500.0
100000008673_9,100000008673,tr,ТР,24500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,24500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,24750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,24750.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,24750.0,15.0,18.0,24750.0
100000084396_41,100000084396,tr3,ТР,24750.0,15.0,18.0,24750.0
sl_730_1_59,sl_730_1,tr3,ТР,24750.0,15.0,18.0,24750.0
100000008673_9,100000008673,tr,ТР,24750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,24750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,25000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,25000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,25000.0,6.6,9.9,
100000065514_17,100000065514,tr3,ТР,25000.0,15.0,18.0,25000.0
100000084396_41,100000084396,tr3,ТР,25000.0,15.0,18.0,25000.0
sl_730_1_59,sl_730_1,tr3,ТР,25000.0,15.0,18.0,25000.0
100000008673_9,100000008673,tr,ТР,25000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,25000.0,20.0,30.0,
100000084396_37,100000084396,to5000,ТО8-5000,25000.0,20.0,30.0,
sl_730_1_55,sl_730_1,to5000,ТО8-5000,25000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,25250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,25250.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,25250.0,15.0,18.0,25250.0
100000084396_41,100000084396,tr3,ТР,25250.0,15.0,18.0,25250.0
sl_730_1_59,sl_730_1,tr3,ТР,25250.0,15.0,18.0,25250.0
100000008673_9,100000008673,tr,ТР,25250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,25250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,25500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,25500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,25500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,25500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,25500.0,13.0,19.5,
100000065514_17,100000065514,tr3,ТР,25500.0,15.0,18.0,25500.0
100000084396_41,100000084396,tr3,ТР,25500.0,15.0,18.0,25500.0
sl_730_1_59,sl_730_1,tr3,ТР,25500.0,15.0,18.0,25500.0
100000008673_9,100000008673,tr,ТР,25500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,25500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,25750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,25750.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,25750.0,15.0,18.0,25750.0
100000084396_41,100000084396,tr3,ТР,25750.0,15.0,18.0,25750.0
sl_730_1_59,sl_730_1,tr3,ТР,25750.0,15.0,18.0,25750.0
100000008673_9,100000008673,tr,ТР,25750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,25750.0,20.0,30.0,
100000008673_4,100000008673,to2000,ТО-2000,26000.0,7.7,11.55,
100000062379_4,100000062379,to2000,ТО-2000,26000.0,7.7,11.55,
100000065514_22,100000065514,to2000,ТО-2000,26000.0,9.4,14.1,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),26000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),26000.0,12.0,18.0,
100000084396_34,100000084396,to2000,ТО5-2000,26000.0,14.0,21.0,
sl_730_1_52,sl_730_1,to2000,ТО5-2000,26000.0,14.0,21.0,
100000065514_17,100000065514,tr3,ТР,26000.0,15.0,18.0,26000.0
100000084396_41,100000084396,tr3,ТР,26000.0,15.0,18.0,26000.0
sl_730_1_59,sl_730_1,tr3,ТР,26000.0,15.0,18.0,26000.0
100000008673_9,100000008673,tr,ТР,26000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,26000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,26250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,26250.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,26250.0,15.0,18.0,26250.0
100000084396_41,100000084396,tr3,ТР,26250.0,15.0,18.0,26250.0
sl_730_1_59,sl_730_1,tr3,ТР,26250.0,15.0,18.0,26250.0
100000008673_9,100000008673,tr,ТР,26250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,26250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,26500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,26500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,26500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,26500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,26500.0,11.0,16.5,
100000065514_17,100000065514,tr3,ТР,26500.0,15.0,18.0,26500.0
100000084396_41,100000084396,tr3,ТР,26500.0,15.0,18.0,26500.0
sl_730_1_59,sl_730_1,tr3,ТР,26500.0,15.0,18.0,26500.0
100000008673_9,100000008673,tr,ТР,26500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,26500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,26750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,26750.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,26750.0,15.0,18.0,26750.0
100000084396_41,100000084396,tr3,ТР,26750.0,15.0,18.0,26750.0
sl_730_1_59,sl_730_1,tr3,ТР,26750.0,15.0,18.0,26750.0
100000008673_9,100000008673,tr,ТР,26750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,26750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,27000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,27000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,27000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,27000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,27000.0,12.0,18.0,
100000084396_33,100000084396,to1500,ТО4-1500,27000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,27000.0,13.0,19.5,
100000065514_17,100000065514,tr3,ТР,27000.0,15.0,18.0,27000.0
100000084396_41,100000084396,tr3,ТР,27000.0,15.0,18.0,27000.0
sl_730_1_59,sl_730_1,tr3,ТР,27000.0,15.0,18.0,27000.0
100000008673_9,100000008673,tr,ТР,27000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,27000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,27250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,27250.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,27250.0,15.0,18.0,27250.0
100000084396_41,100000084396,tr3,ТР,27250.0,15.0,18.0,27250.0
sl_730_1_59,sl_730_1,tr3,ТР,27250.0,15.0,18.0,27250.0
100000008673_9,100000008673,tr,ТР,27250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,27250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,27500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,27500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,27500.0,5.0,7.5,
100000065514_17,100000065514,tr3,ТР,27500.0,15.0,18.0,27500.0
100000084396_41,100000084396,tr3,ТР,27500.0,15.0,18.0,27500.0
sl_730_1_59,sl_730_1,tr3,ТР,27500.0,15.0,18.0,27500.0
100000084396_35,100000084396,to2500,ТО6-2500,27500.0,19.0,28.5,
sl_730_1_53,sl_730_1,to2500,ТО6-2500,27500.0,19.0,28.5,
100000008673_9,100000008673,tr,ТР,27500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,27500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,27750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,27750.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,27750.0,15.0,18.0,27750.0
100000084396_41,100000084396,tr3,ТР,27750.0,15.0,18.0,27750.0
sl_730_1_59,sl_730_1,tr3,ТР,27750.0,15.0,18.0,27750.0
100000008673_9,100000008673,tr,ТР,27750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,27750.0,20.0,30.0,
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,28000.0,10.0,15.0,
100000008673_10,100000008673,tr_suppl_systems,Трдоп.сист.,28000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,28000.0,10.0,15.0,
100000062379_10,100000062379,tr_suppl_systems,Трдоп.сист.,28000.0,10.0,15.0,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),28000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),28000.0,12.0,18.0,
100000008673_5,100000008673,to4000,ТО-4000,28000.0,12.9,19.35,
100000062379_5,100000062379,to4000,ТО-4000,28000.0,12.9,19.35,
100000065514_17,100000065514,tr3,ТР,28000.0,15.0,18.0,28000.0
100000084396_41,100000084396,tr3,ТР,28000.0,15.0,18.0,28000.0
sl_730_1_59,sl_730_1,tr3,ТР,28000.0,15.0,18.0,28000.0
100000065514_23,100000065514,to4000,ТО-4000,28000.0,16.8,25.2,
100000084396_36,100000084396,to4000,ТО7-4000,28000.0,19.5,29.25,
sl_730_1_54,sl_730_1,to4000,ТО7-4000,28000.0,19.5,29.25,
100000008673_9,100000008673,tr,ТР,28000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,28000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,28250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,28250.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,28250.0,15.0,18.0,28250.0
100000084396_41,100000084396,tr3,ТР,28250.0,15.0,18.0,28250.0
sl_730_1_59,sl_730_1,tr3,ТР,28250.0,15.0,18.0,28250.0
100000008673_9,100000008673,tr,ТР,28250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,28250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,28500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,28500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,28500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,28500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,28500.0,13.0,19.5,
100000065514_17,100000065514,tr3,ТР,28500.0,15.0,18.0,28500.0
100000084396_41,100000084396,tr3,ТР,28500.0,15.0,18.0,28500.0
sl_730_1_59,sl_730_1,tr3,ТР,28500.0,15.0,18.0,28500.0
100000008673_9,100000008673,tr,ТР,28500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,28500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,28750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,28750.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,28750.0,15.0,18.0,28750.0
100000084396_41,100000084396,tr3,ТР,28750.0,15.0,18.0,28750.0
sl_730_1_59,sl_730_1,tr3,ТР,28750.0,15.0,18.0,28750.0
100000008673_9,100000008673,tr,ТР,28750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,28750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,29000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,29000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,29000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,29000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,29000.0,12.0,18.0,
100000065514_17,100000065514,tr3,ТР,29000.0,15.0,18.0,29000.0
100000084396_41,100000084396,tr3,ТР,29000.0,15.0,18.0,29000.0
sl_730_1_59,sl_730_1,tr3,ТР,29000.0,15.0,18.0,29000.0
100000008673_9,100000008673,tr,ТР,29000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,29000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,29250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,29250.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,29250.0,15.0,18.0,29250.0
100000084396_41,100000084396,tr3,ТР,29250.0,15.0,18.0,29250.0
sl_730_1_59,sl_730_1,tr3,ТР,29250.0,15.0,18.0,29250.0
100000008673_9,100000008673,tr,ТР,29250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,29250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,29500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,29500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,29500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,29500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,29500.0,11.0,16.5,
100000065514_17,100000065514,tr3,ТР,29500.0,15.0,18.0,29500.0
100000084396_41,100000084396,tr3,ТР,29500.0,15.0,18.0,29500.0
sl_730_1_59,sl_730_1,tr3,ТР,29500.0,15.0,18.0,29500.0
100000008673_9,100000008673,tr,ТР,29500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,29500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,29750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,29750.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,29750.0,15.0,18.0,29750.0
100000084396_41,100000084396,tr3,ТР,29750.0,15.0,18.0,29750.0
sl_730_1_59,sl_730_1,tr3,ТР,29750.0,15.0,18.0,29750.0
100000008673_9,100000008673,tr,ТР,29750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,29750.0,20.0,30.0,
100000008673_6,100000008673,to6000,ТО-6000,30000.0,8.8,13.2,
100000062379_6,100000062379,to6000,ТО-6000,30000.0,8.8,13.2,
100000065514_24,100000065514,to6000,ТО-6000,30000.0,10.9,16.35,
100000084396_33,100000084396,to1500,ТО4-1500,30000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,30000.0,13.0,19.5,
100000065514_17,100000065514,tr3,ТР,30000.0,15.0,18.0,30000.0
100000084396_41,100000084396,tr3,ТР,30000.0,15.0,18.0,30000.0
sl_730_1_59,sl_730_1,tr3,ТР,30000.0,15.0,18.0,30000.0
100000008673_9,100000008673,tr,ТР,30000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,30000.0,20.0,30.0,
100000084396_45,100000084396,lining_full,СВп (полная футеровка),30000.0,48.0,72.0,
sl_730_1_63,sl_730_1,lining_full,СВп (полная футеровка),30000.0,48.0,72.0,
100000008673_11,100000008673,tr_middle,Трсред,30000.0,282.0,423.0,
100000062379_11,100000062379,tr_middle,Трсред,30000.0,282.0,423.0,
100000065514_26,100000065514,tr_middle,Трсред,30000.0,283.0,424.5,
100000084396_30,100000084396,to250,ТО1-250,30250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,30250.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,30250.0,15.0,18.0,30250.0
100000084396_41,100000084396,tr3,ТР,30250.0,15.0,18.0,30250.0
sl_730_1_59,sl_730_1,tr3,ТР,30250.0,15.0,18.0,30250.0
100000008673_9,100000008673,tr,ТР,30250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,30250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,30500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,30500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,30500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,30500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,30500.0,11.0,16.5,
100000065514_17,100000065514,tr3,ТР,30500.0,15.0,18.0,30500.0
100000084396_41,100000084396,tr3,ТР,30500.0,15.0,18.0,30500.0
sl_730_1_59,sl_730_1,tr3,ТР,30500.0,15.0,18.0,30500.0
100000008673_9,100000008673,tr,ТР,30500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,30500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,30750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,30750.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,30750.0,15.0,18.0,30750.0
100000084396_41,100000084396,tr3,ТР,30750.0,15.0,18.0,30750.0
sl_730_1_59,sl_730_1,tr3,ТР,30750.0,15.0,18.0,30750.0
100000008673_9,100000008673,tr,ТР,30750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,30750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,31000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,31000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,31000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,31000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,31000.0,12.0,18.0,
100000065514_17,100000065514,tr3,ТР,31000.0,15.0,18.0,31000.0
100000084396_41,100000084396,tr3,ТР,31000.0,15.0,18.0,31000.0
sl_730_1_59,sl_730_1,tr3,ТР,31000.0,15.0,18.0,31000.0
100000008673_9,100000008673,tr,ТР,31000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,31000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,31250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,31250.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,31250.0,15.0,18.0,31250.0
100000084396_41,100000084396,tr3,ТР,31250.0,15.0,18.0,31250.0
sl_730_1_59,sl_730_1,tr3,ТР,31250.0,15.0,18.0,31250.0
100000008673_9,100000008673,tr,ТР,31250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,31250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,31500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,31500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,31500.0,5.0,7.5,
100000084396_33,100000084396,to1500,ТО4-1500,31500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,31500.0,13.0,19.5,
100000065514_17,100000065514,tr3,ТР,31500.0,15.0,18.0,31500.0
100000084396_41,100000084396,tr3,ТР,31500.0,15.0,18.0,31500.0
sl_730_1_59,sl_730_1,tr3,ТР,31500.0,15.0,18.0,31500.0
100000008673_9,100000008673,tr,ТР,31500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,31500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,31750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,31750.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,31750.0,15.0,18.0,31750.0
100000084396_41,100000084396,tr3,ТР,31750.0,15.0,18.0,31750.0
sl_730_1_59,sl_730_1,tr3,ТР,31750.0,15.0,18.0,31750.0
100000008673_9,100000008673,tr,ТР,31750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,31750.0,20.0,30.0,
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,32000.0,10.0,15.0,
100000008673_10,100000008673,tr_suppl_systems,Трдоп.сист.,32000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,32000.0,10.0,15.0,
100000062379_10,100000062379,tr_suppl_systems,Трдоп.сист.,32000.0,10.0,15.0,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),32000.0,12.0,18.0,
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),32000.0,12.0,18.0,
100000008673_5,100000008673,to4000,ТО-4000,32000.0,12.9,19.35,
100000062379_5,100000062379,to4000,ТО-4000,32000.0,12.9,19.35,
100000065514_17,100000065514,tr3,ТР,32000.0,15.0,18.0,32000.0
100000084396_41,100000084396,tr3,ТР,32000.0,15.0,18.0,32000.0
sl_730_1_59,sl_730_1,tr3,ТР,32000.0,15.0,18.0,32000.0
100000065514_23,100000065514,to4000,ТО-4000,32000.0,16.8,25.2,
100000008673_9,100000008673,tr,ТР,32000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,32000.0,20.0,30.0,
100000084396_38,100000084396,to8000,ТО9-8000,32000.0,23.0,34.5,
sl_730_1_56,sl_730_1,to8000,ТО9-8000,32000.0,23.0,34.5,
100000084396_30,100000084396,to250,ТО1-250,32250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,32250.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,32250.0,15.0,18.0,32250.0
100000084396_41,100000084396,tr3,ТР,32250.0,15.0,18.0,32250.0
sl_730_1_59,sl_730_1,tr3,ТР,32250.0,15.0,18.0,32250.0
100000008673_9,100000008673,tr,ТР,32250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,32250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,32500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,32500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,32500.0,5.0,7.5,
100000065514_17,100000065514,tr3,ТР,32500.0,15.0,18.0,32500.0
100000084396_41,100000084396,tr3,ТР,32500.0,15.0,18.0,32500.0
sl_730_1_59,sl_730_1,tr3,ТР,32500.0,15.0,18.0,32500.0
100000084396_35,100000084396,to2500,ТО6-2500,32500.0,19.0,28.5,
sl_730_1_53,sl_730_1,to2500,ТО6-2500,32500.0,19.0,28.5,
100000008673_9,100000008673,tr,ТР,32500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,32500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,32750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,32750.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,32750.0,15.0,18.0,32750.0
100000084396_41,100000084396,tr3,ТР,32750.0,15.0,18.0,32750.0
sl_730_1_59,sl_730_1,tr3,ТР,32750.0,15.0,18.0,32750.0
100000008673_9,100000008673,tr,ТР,32750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,32750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,33000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,33000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,33000.0,6.6,9.9,
100000084396_32,100000084396,to1000,ТО3-1000,33000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,33000.0,12.0,18.0,
100000084396_33,100000084396,to1500,ТО4-1500,33000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,33000.0,13.0,19.5,
100000065514_17,100000065514,tr3,ТР,33000.0,15.0,18.0,33000.0
100000084396_41,100000084396,tr3,ТР,33000.0,15.0,18.0,33000.0
sl_730_1_59,sl_730_1,tr3,ТР,33000.0,15.0,18.0,33000.0
100000008673_9,100000008673,tr,ТР,33000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,33000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,33250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,33250.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,33250.0,15.0,18.0,33250.0
100000084396_41,100000084396,tr3,ТР,33250.0,15.0,18.0,33250.0
sl_730_1_59,sl_730_1,tr3,ТР,33250.0,15.0,18.0,33250.0
100000008673_9,100000008673,tr,ТР,33250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,33250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,33500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,33500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,33500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,33500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,33500.0,11.0,16.5,
100000065514_17,100000065514,tr3,ТР,33500.0,15.0,18.0,33500.0
100000084396_41,100000084396,tr3,ТР,33500.0,15.0,18.0,33500.0
sl_730_1_59,sl_730_1,tr3,ТР,33500.0,15.0,18.0,33500.0
100000008673_9,100000008673,tr,ТР,33500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,33500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,33750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,33750.0,1.2,1.8,
100000065514_17,100000065514,tr3,ТР,33750.0,15.0,18.0,33750.0
100000084396_41,100000084396,tr3,ТР,33750.0,15.0,18.0,33750.0
sl_730_1_59,sl_730_1,tr3,ТР,33750.0,15.0,18.0,33750.0
100000008673_9,100000008673,tr,ТР,33750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,33750.0,20.0,30.0,
100000008673_4,100000008673,to2000,ТО-2000,34000.0,7.7,11.55,
100000062379_4,100000062379,to2000,ТО-2000,34000.0,7.7,11.55,
100000065514_22,100000065514,to2000,ТО-2000,34000.0,9.4,14.1,
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),34000.0,12.0,18.0,
