Подсчёт,Операция,Позиция ОК,ТехнМесто,Название ТехнМеста,УрИерархЕО,ВышестЕО,НазваниеВышестЕО,КлассВышестЕО,НаимКлассВышестЕО,ЕО,Название ЕО,ПланПредупрТОРО,ТекстПланаПредупрТОРО,ПозПредупрТОРО,ПозицияПредупредительного ТОРО (описание,№ отзыва,ВидРаботТОРО,Название ВРТ,СтратегияОбсл,ТипТК,ГруппаТК,СГрТК,ОписаниеТК,Приоритет,ТипЗаказа,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,ПланДатаНачала (Время),ПланДатаОкончания,ПланДатаОкончания (Время),НовДатаНачала,НовДатаНачала (Время),НовДатаОкончания,НоваяДатаОкончания (Время),ФактНачало,ФактНачало (время),ФактОкончание,ФактОкончание (время),ПредлСистСтат,Создал,ДатаСозд,Изменил,ДатаИзм,ПрогнознНаработка,Трудоёмкость,Продолжительность,Фактическая трудоёмкость,ПлСтоимость,ФктСтоимость,Кол-во пересогласований заказа,Индикатор планирования,СостПрУст,Время ремонтного простоя,Время технологического простоя,Общее время простоя (Зкз) - План,Общее время простоя (Зкз) - Факт,СПП-элемент,СПП-элемент(КрТекст),НеСоглТК,НеКорТК,Срок<ВвВЭкспл,Срок>ВывИзЭкспл,Срок=ТПиР,Консервация,Срочная потребность
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000014356,Самосвал HD1500-8 №1621,24438,ТР гидросистемы,2,ТР,Текущий ремонт,2-0266,A,N0000002,69,,,30,APP1,1100360706,ТР гидросистемы,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,3/27/2022,9:00:00 AM,3/28/2022,11:00:00 AM,,12:00:00 AM,,12:00:00 AM,8/19/2021,2:39:42 PM,,12:00:00 AM,,AZAROVAV,2/1/2021,LITMANDA,12/24/2021,22 832,"67,0","26,0","0,0","187 529,10","0,00",1,1,,"26,00","0,00","26,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000014358,Самосвал HD1500-8 №1621,24440,Замена кузова,4,ЗМН,Замена,2-0259,A,N0000002,ЗЗ,,,30,APP1,1100360236,Замена кузова,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,4/14/2022,9:00:00 AM,4/15/2022,12:00:00 PM,4/28/2022,9:00:00 AM,4/29/2022,12:00:00 PM,2/3/2021,11:47:31 AM,,12:00:00 AM,,AZAROVAV,1/31/2021,LITMANDA,12/24/2021,23 226,"66,8","27,3","0,0","227 762,62","0,00",1,1,,"27,00","0,00","27,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000014358,Самосвал HD1500-8 №1621,24440,Замена кузова,4,ЗМН,Замена,2-0259,A,N0000002,ЗЗ,,,30,APP1,1100360236,Замена кузова,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,4/28/2022,9:00:00 AM,4/29/2022,12:00:00 PM,,12:00:00 AM,,12:00:00 AM,2/3/2021,11:47:31 AM,,12:00:00 AM,,AZAROVAV,1/31/2021,LITMANDA,12/24/2021,23 532,"66,8","27,3","0,0","227 762,62","0,00",1,1,,"27,00","0,00","27,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000014362,Самосвал HD1500-8 №1621,24444,ТР рулевого управления,2,ТР,Текущий ремонт,2-0262,A,N0000002,ТУ,,,30,APP1,1100360707,ТР кузова,ОТКР ПКАЛ ДМНП,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ СРОЧ МТРЦ ПЗТГ СГГС,4/14/2022,9:00:00 AM,4/16/2022,4:00:00 PM,2/17/2022,9:00:00 AM,2/23/2022,9:00:00 AM,2/5/2021,4:16:13 PM,,12:00:00 AM,,AZAROVAV,2/1/2021,BOKOVIKOVVO,1/23/2022,23 226,"288,0","144,0","0,0","1 012 345,76","0,00",1,1,,"144,00","0,00","55,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000014362,Самосвал HD1500-8 №1621,24444,ТР рулевого управления,2,ТР,Текущий ремонт,2-0262,A,N0000002,ТУ,,,30,APP1,1100360707,ТР кузова,ОТКР ПКАЛ ДМНП,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ СРОЧ МТРЦ ПЗТГ СГГС,2/17/2022,9:00:00 AM,2/23/2022,9:00:00 AM,,12:00:00 AM,,12:00:00 AM,2/5/2021,4:16:13 PM,,12:00:00 AM,,AZAROVAV,2/1/2021,BOKOVIKOVVO,1/23/2022,21 999,"288,0","144,0","0,0","1 012 345,76","0,00",1,1,,"144,00","0,00","144,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34975,Техническое обслуживание 1,15,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360305,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ СГГС,1/4/2022,9:00:00 AM,1/4/2022,3:00:00 PM,2/11/2022,9:00:00 AM,2/11/2022,3:00:00 PM,2/1/2021,9:10:35 AM,,12:00:00 AM,,AZAROVAV,1/31/2021,BOKOVIKOVVO,1/23/2022,21 023,"11,3","10,8","0,0","202 029,19","0,00",1,1,,"6,00","0,00","6,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34977,Техническое обслуживание 3,20,ТО3,Техническое обслуживание ТО №3,2-0175,A,O0000002,О3,,3-средний,30,APP1,1100360317,Техническое обслуживание 3,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,1/16/2022,9:00:00 AM,1/16/2022,11:00:00 PM,1/22/2022,9:00:00 AM,1/22/2022,11:00:00 PM,1/22/2022,7:16:13 AM,1/22/2022,7:16:19 AM,,AZAROVAV,1/31/2021,TSYDENOVSL,1/26/2022,21 302,"21,6","20,4","19,267","794 598,27","593 381,54",1,1,,"14,00","0,00","14,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34977,Техническое обслуживание 3,20,ТО3,Техническое обслуживание ТО №3,2-0175,A,O0000002,О3,,3-средний,30,APP1,1100360317,Техническое обслуживание 3,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,1/16/2022,9:00:00 AM,1/16/2022,11:00:00 PM,1/22/2022,9:00:00 AM,1/22/2022,11:00:00 PM,1/22/2022,7:16:41 AM,1/22/2022,6:55:46 PM,,AZAROVAV,1/31/2021,TSYDENOVSL,1/26/2022,21 302,"21,6","20,4","19,267","794 598,27","593 381,54",1,1,,"14,00","0,00","14,00","11,65",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34975,Техническое обслуживание 1,21,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360308,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2/6/2022,9:00:00 AM,2/6/2022,3:00:00 PM,3/20/2022,9:00:00 AM,3/20/2022,3:00:00 PM,8/19/2021,11:56:33 AM,,12:00:00 AM,,AZAROVAV,1/31/2021,TINNIKOVSL,1/18/2022,21 759,"11,3","10,8","0,0","202 029,19","0,00",1,1,,"6,00","0,00","6,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34976,Техническое обслуживание 2,22,ТО2,Техническое обслуживание ТО №2,2-0175,A,O0000002,О2,,3-средний,30,APP1,1100360314,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,3/1/2022,9:00:00 AM,3/1/2022,7:00:00 PM,3/15/2022,9:00:00 AM,3/15/2022,7:00:00 PM,,12:00:00 AM,,12:00:00 AM,,AZAROVAV,1/31/2021,LITMANDA,12/24/2021,22 262,"15,2","14,2","0,0","346 185,42","0,00",1,1,,"10,00","0,00","10,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34975,Техническое обслуживание 1,17,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360306,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,3/23/2022,9:00:00 AM,3/23/2022,3:00:00 PM,4/6/2022,9:00:00 AM,4/6/2022,3:00:00 PM,8/19/2021,11:55:28 AM,,12:00:00 AM,,AZAROVAV,1/31/2021,LITMANDA,12/24/2021,22 744,"11,3","10,8","0,0","202 029,19","0,00",1,1,,"6,00","0,00","6,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34979,Техническое обслуживание 5,24,ТО4,Техническое обслуживание ТО №4,2-0175,A,O0000002,О5,,3-средний,30,APP1,1100360320,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,4/14/2022,9:00:00 AM,4/15/2022,9:00:00 PM,4/28/2022,9:00:00 AM,4/29/2022,9:00:00 PM,8/19/2021,1:03:02 PM,,12:00:00 AM,,AZAROVAV,1/31/2021,LITMANDA,12/24/2021,23 226,"119,5","74,3","0,0","1 179 718,80","0,00",1,1,,"36,00","0,00","36,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34975,Техническое обслуживание 1,27,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360311,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,5/8/2022,9:00:00 AM,5/8/2022,3:00:00 PM,5/22/2022,9:00:00 AM,5/22/2022,3:00:00 PM,8/19/2021,11:58:22 AM,,12:00:00 AM,,AZAROVAV,1/31/2021,BOKOVIKOVVO,1/11/2022,23 751,"11,3","10,8","0,0","199 901,99","0,00",1,1,,"6,00","0,00","6,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34976,Техническое обслуживание 2,18,ТО2,Техническое обслуживание ТО №2,2-0175,A,O0000002,О2,,3-средний,30,APP1,1100360313,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,6/7/2022,9:00:00 AM,6/7/2022,7:00:00 PM,6/21/2022,9:00:00 AM,6/21/2022,7:00:00 PM,8/19/2021,1:06:10 PM,,12:00:00 AM,,AZAROVAV,1/31/2021,LITMANDA,12/24/2021,24 408,"15,2","14,2","0,0","346 185,42","0,00",1,1,,"10,00","0,00","10,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34975,Техническое обслуживание 1,29,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360312,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,6/29/2022,9:00:00 AM,6/29/2022,3:00:00 PM,7/13/2022,9:00:00 AM,7/13/2022,3:00:00 PM,8/19/2021,11:58:47 AM,,12:00:00 AM,,AZAROVAV,1/31/2021,BOKOVIKOVVO,1/11/2022,24 890,"11,3","10,8","0,0","199 901,99","0,00",1,1,,"6,00","0,00","6,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34977,Техническое обслуживание 3,28,ТО3,Техническое обслуживание ТО №3,2-0175,A,O0000002,О3,,3-средний,30,APP1,1100360318,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  ТРКБ МТРЦ ТКБЕ ПЛАН,7/21/2022,9:00:00 AM,7/21/2022,11:00:00 PM,8/4/2022,9:00:00 AM,8/4/2022,11:00:00 PM,8/19/2021,1:27:42 PM,,12:00:00 AM,,AZAROVAV,1/31/2021,BOKOVIKOVVO,1/11/2022,25 372,"21,6","20,4","0,0","791 990,75","0,00",1,1,,"14,00","0,00","14,00","0,00",,,,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34975,Техническое обслуживание 1,19,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360307,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,8/9/2022,9:00:00 AM,8/9/2022,3:00:00 PM,8/23/2022,9:00:00 AM,8/23/2022,3:00:00 PM,8/19/2021,11:56:05 AM,,12:00:00 AM,,AZAROVAV,1/31/2021,BOKOVIKOVVO,1/11/2022,25 788,"11,3","10,8","0,0","199 901,99","0,00",1,1,,"6,00","0,00","6,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
1,,Нет,03-CTT-KM01,Самосвал №1621,1,100000006408,,,,100000006408,Самосвал карьерный HD1500-8 №1621,100000019735,Самосвал HD1500-8 №1621 МТЧ,34976,Техническое обслуживание 2,30,ТО2,Техническое обслуживание ТО №2,2-0175,A,O0000002,О2,,3-средний,30,APP1,1100360316,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,8/29/2022,9:00:00 AM,8/29/2022,7:00:00 PM,9/12/2022,9:00:00 AM,9/12/2022,7:00:00 PM,8/19/2021,1:37:47 PM,,12:00:00 AM,,AZAROVAV,1/31/2021,LITMANDA,12/24/2021,26 226,"15,2","14,2","0,0","346 185,42","0,00",1,1,,"10,00","0,00","10,00","0,00",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX),,,,,,,
