Подсчёт,Операция,Позиция ОК,ТехнМесто,Название ТехнМеста,УрИерархЕО,ВышестЕО,НазваниеВышестЕО,КлассВышестЕО,НаимКлассВышестЕО,ЕО,Название ЕО,ПланПредупрТОРО,ТекстПланаПредупрТОРО,ПозПредупрТОРО,ПозицияПредупредительного ТОРО (описание,№ отзыва,ВидРаботТОРО,Название ВРТ,СтратегияОбсл,ТипТК,ГруппаТК,СГрТК,ОписаниеТК,Приоритет,ТипЗаказа,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,ПланДатаНачала (Время),ПланДатаОкончания,ПланДатаОкончания (Время),НовДатаНачала,НовДатаНачала (Время),НовДатаОкончания,НоваяДатаОкончания (Время),ФактНачало,ФактНачало (время),ФактОкончание,ФактОкончание (время),ПредлСистСтат,Создал,ДатаСозд,Изменил,ДатаИзм,ПрогнознНаработка,Трудоёмкость,Продолжительность,Фактическая трудоёмкость,ПлСтоимость,ФктСтоимость,Кол-во пересогласований заказа,Индикатор планирования,СостПрУст,Время ремонтного простоя,Время технологического простоя,Общее время простоя (Зкз) - План,Общее время простоя (Зкз) - Факт,СПП-элемент,СПП-элемент(КрТекст)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,25,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359763,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,29.08.2022,9:00:00,29.08.2022,15:00:00,19.08.2022,9:00:00,19.08.2022,15:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,74 269,"20,3","20,3",0,"162 651,12",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35288,Техническое обслуживание 2,26,ТО2,Техническое обслуживание ТО №2,2-0164,A,O0000004,О2,,3-средний,30,APP1,1100359768,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,21.09.2022,9:00:00,21.09.2022,19:00:00,11.09.2022,9:00:00,11.09.2022,19:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,74 767,"28,4","28,4",0,"361 719,10",0,1,1,,10,0,10,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,27,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359764,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,14.10.2022,9:00:00,14.10.2022,15:00:00,04.10.2022,9:00:00,04.10.2022,15:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,BOKOVIKOVVO,11.01.2022,75 265,"20,3","20,3",0,"161 997,72",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35289,Техническое обслуживание 3,28,ТО3,Техническое обслуживание ТО №3,2-0164,A,O0000004,О3,,3-средний,30,APP1,1100359771,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,06.11.2022,9:00:00,06.11.2022,23:00:00,06.11.2022,9:00:00,06.11.2022,23:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,AZAROVAV,09.12.2021,75 763,"54,9","42,9",0,"502 160,09",0,1,1,,14,0,14,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,29,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359765,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,29.11.2022,9:00:00,29.11.2022,15:00:00,29.11.2022,9:00:00,29.11.2022,15:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,AZAROVAV,09.12.2021,76 261,"20,3","20,3",0,"164 124,92",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35288,Техническое обслуживание 2,30,ТО2,Техническое обслуживание ТО №2,2-0164,A,O0000004,О2,,3-средний,30,APP1,1100359769,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,23.12.2022,9:00:00,23.12.2022,19:00:00,23.12.2022,9:00:00,23.12.2022,19:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,AZAROVAV,09.12.2021,76 781,"28,4","28,4",0,"363 192,90",0,1,1,,10,0,10,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35289,Техническое обслуживание 3,20,ТО3,Техническое обслуживание ТО №3,2-0164,A,O0000004,О3,,3-средний,30,APP1,1100359770,Техническое обслуживание 3,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,08.01.2022,9:00:00,08.01.2022,23:00:00,,0:00:00,,0:00:00,08.01.2022,7:04:48,08.01.2022,18:57:57,,AZAROVAV,30.01.2021,ZHARKOVMM,11.01.2022,69 188,"54,9","42,9","52,783","502 160,09","359 871,68",1,1,,14,0,14,"11,89",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,15,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359578,Техническое обслуживание 1,ДЕБЛ ПКАЛ ПРВВ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ СРОЧ МТРЦ ТКБЕ СГГС,30.01.2022,9:00:00,30.01.2022,15:00:00,,0:00:00,,0:00:00,23.12.2021,15:19:29,,0:00:00,,AZAROVAV,30.01.2021,TSYDENOVSL,26.01.2022,69 699,"20,3","20,3",0,"164 365,08",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35290,Техническое обслуживание 4,16,ТО4,Техническое обслуживание ТО №4,2-0164,A,O0000004,О4,,3-средний,30,APP1,1100359772,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ СГГС,21.02.2022,9:00:00,22.02.2022,21:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,BOKOVIKOVVO,23.01.2022,70 175,"97,4","63,4",0,"649 280,92",0,1,1,,36,0,36,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,17,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359579,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,14.03.2022,9:00:00,14.03.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,70 630,"20,3","20,3",0,"164 124,92",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35288,Техническое обслуживание 2,18,ТО2,Техническое обслуживание ТО №2,2-0164,A,O0000004,О2,,3-средний,30,APP1,1100359766,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,03.04.2022,9:00:00,03.04.2022,19:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,71 063,"28,4","28,4",0,"363 192,90",0,1,1,,10,0,10,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,19,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359760,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,26.04.2022,9:00:00,26.04.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,BOKOVIKOVVO,11.01.2022,71 561,"20,3","20,3",0,"161 997,72",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,21,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359761,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,19.05.2022,9:00:00,19.05.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,72 060,"20,3","20,3",0,"162 651,12",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35288,Техническое обслуживание 2,22,ТО2,Техническое обслуживание ТО №2,2-0164,A,O0000004,О2,,3-средний,30,APP1,1100359767,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,11.06.2022,9:00:00,11.06.2022,19:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,72 558,"28,4","28,4",0,"361 719,10",0,1,1,,10,0,10,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,23,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359762,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,04.07.2022,9:00:00,04.07.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,73 056,"20,3","20,3",0,"162 651,12",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35290,Техническое обслуживание 4,24,ТО4,Техническое обслуживание ТО №4,2-0164,A,O0000004,О4,,3-средний,30,APP1,1100359773,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,27.07.2022,9:00:00,28.07.2022,21:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,73 554,"97,4","63,4",0,"743 819,70",0,1,1,,36,0,36,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,25,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359763,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,19.08.2022,9:00:00,19.08.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,74 052,"20,3","20,3",0,"162 651,12",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35288,Техническое обслуживание 2,26,ТО2,Техническое обслуживание ТО №2,2-0164,A,O0000004,О2,,3-средний,30,APP1,1100359768,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,11.09.2022,9:00:00,11.09.2022,19:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,74 550,"28,4","28,4",0,"361 719,10",0,1,1,,10,0,10,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,27,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359764,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,04.10.2022,9:00:00,04.10.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,BOKOVIKOVVO,11.01.2022,75 048,"20,3","20,3",0,"161 997,72",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35289,Техническое обслуживание 3,28,ТО3,Техническое обслуживание ТО №3,2-0164,A,O0000004,О3,,3-средний,30,APP1,1100359771,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,06.11.2022,9:00:00,06.11.2022,23:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,AZAROVAV,09.12.2021,75 763,"54,9","42,9",0,"502 160,09",0,1,1,,14,0,14,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35287,Техническое обслуживание 1,29,ТО1,Техническое обслуживание ТО №1,2-0164,A,O0000004,О1,(ТО1) HD785-7,3-средний,30,APP1,1100359765,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,29.11.2022,9:00:00,29.11.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,AZAROVAV,09.12.2021,76 261,"20,3","20,3",0,"164 124,92",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019928,Самосвал HD785-7 №1613 МТЧ,35288,Техническое обслуживание 2,30,ТО2,Техническое обслуживание ТО №2,2-0164,A,O0000004,О2,,3-средний,30,APP1,1100359769,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,23.12.2022,9:00:00,23.12.2022,19:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,30.01.2021,AZAROVAV,09.12.2021,76 781,"28,4","28,4",0,"363 192,90",0,1,1,,10,0,10,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019937,Самосвал HD785-7 №1613 МТЧ,35300,ТР трансмиссии,1,ТР,Текущий ремонт,2-0335,A,O0000004,82,,3-средний,30,APP1,1100359593,ТР трансмиссии,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,14.10.2022,9:00:00,19.10.2022,9:00:00,04.10.2022,9:00:00,09.10.2022,9:00:00,30.01.2021,11:04:18,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,75 265,"53,5","22,5",0,"182 414,67",0,1,1,,120,0,120,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000019937,Самосвал HD785-7 №1613 МТЧ,35300,ТР трансмиссии,1,ТР,Текущий ремонт,2-0335,A,O0000004,82,,3-средний,30,APP1,1100359593,ТР трансмиссии,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,04.10.2022,9:00:00,09.10.2022,9:00:00,,0:00:00,,0:00:00,30.01.2021,11:04:18,,0:00:00,,AZAROVAV,30.01.2021,LITMANDA,24.12.2021,75 048,"53,5","22,5",0,"182 414,67",0,1,1,,120,0,120,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000061176,ТР Самосвал HD785-7 №1613,163677,ТР Самосвал HD785-7 №1613,1,ТР,Текущий ремонт,1-2029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100380637,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ ПЗТГ СГГС,14.01.2022,15:00:00,15.01.2022,11:00:00,22.02.2022,15:00:00,23.02.2022,11:00:00,31.03.2021,13:31:05,,0:00:00,,STEPANOVAV3,31.03.2021,BOKOVIKOVVO,23.01.2022,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000061176,ТР Самосвал HD785-7 №1613,163677,ТР Самосвал HD785-7 №1613,2,ТР,Текущий ремонт,1-2029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100380638,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,26.02.2022,15:00:00,27.02.2022,11:00:00,14.03.2022,15:00:00,15.03.2022,11:00:00,31.03.2021,13:31:13,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000061176,ТР Самосвал HD785-7 №1613,163677,ТР Самосвал HD785-7 №1613,3,ТР,Текущий ремонт,1-2029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100380639,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,18.03.2022,19:00:00,19.03.2022,15:00:00,03.04.2022,19:00:00,04.04.2022,15:00:00,31.03.2021,13:31:18,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000061176,ТР Самосвал HD785-7 №1613,163677,ТР Самосвал HD785-7 №1613,4,ТР,Текущий ремонт,1-2029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381680,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,10.04.2022,15:00:00,11.04.2022,11:00:00,26.04.2022,15:00:00,27.04.2022,11:00:00,31.03.2021,13:31:24,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000061176,ТР Самосвал HD785-7 №1613,163677,ТР Самосвал HD785-7 №1613,5,ТР,Текущий ремонт,1-2029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381681,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,29.05.2022,15:00:00,30.05.2022,11:00:00,19.05.2022,15:00:00,20.05.2022,11:00:00,31.03.2021,13:31:30,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000061176,ТР Самосвал HD785-7 №1613,163677,ТР Самосвал HD785-7 №1613,6,ТР,Текущий ремонт,1-2029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381682,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,21.06.2022,19:00:00,22.06.2022,15:00:00,11.06.2022,19:00:00,12.06.2022,15:00:00,31.03.2021,13:31:35,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000061176,ТР Самосвал HD785-7 №1613,163677,ТР Самосвал HD785-7 №1613,7,ТР,Текущий ремонт,1-2029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381683,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,14.07.2022,15:00:00,15.07.2022,11:00:00,04.07.2022,15:00:00,05.07.2022,11:00:00,31.03.2021,13:31:41,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000061176,ТР Самосвал HD785-7 №1613,163677,ТР Самосвал HD785-7 №1613,8,ТР,Текущий ремонт,1-2029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381684,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,29.08.2022,15:00:00,30.08.2022,11:00:00,19.08.2022,15:00:00,20.08.2022,11:00:00,31.03.2021,13:31:47,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000061176,ТР Самосвал HD785-7 №1613,163677,ТР Самосвал HD785-7 №1613,9,ТР,Текущий ремонт,1-2029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381685,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,21.09.2022,19:00:00,22.09.2022,15:00:00,11.09.2022,19:00:00,12.09.2022,15:00:00,31.03.2021,13:31:52,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KD05,Самосвал №1613,1,100000008670,,,,100000008670,Самосвал карьерный HD785-7 №1613,100000061176,ТР Самосвал HD785-7 №1613,163677,ТР Самосвал HD785-7 №1613,10,ТР,Текущий ремонт,1-2029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381686,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,14.10.2022,15:00:00,15.10.2022,11:00:00,04.10.2022,15:00:00,05.10.2022,11:00:00,31.03.2021,13:31:58,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
