Подсчёт,Операция,Позиция ОК,ТехнМесто,Название ТехнМеста,УрИерархЕО,ВышестЕО,НазваниеВышестЕО,КлассВышестЕО,НаимКлассВышестЕО,ЕО,Название ЕО,ПланПредупрТОРО,ТекстПланаПредупрТОРО,ПозПредупрТОРО,ПозицияПредупредительного ТОРО (описание,№ отзыва,ВидРаботТОРО,Название ВРТ,СтратегияОбсл,ТипТК,ГруппаТК,СГрТК,ОписаниеТК,Приоритет,ТипЗаказа,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,ПланДатаНачала (Время),ПланДатаОкончания,ПланДатаОкончания (Время),НовДатаНачала,НовДатаНачала (Время),НовДатаОкончания,НоваяДатаОкончания (Время),ФактНачало,ФактНачало (время),ФактОкончание,ФактОкончание (время),ПредлСистСтат,Создал,ДатаСозд,Изменил,ДатаИзм,ПрогнознНаработка,Трудоёмкость,Продолжительность,Фактическая трудоёмкость,ПлСтоимость,ФктСтоимость,Кол-во пересогласований заказа,Индикатор планирования,СостПрУст,Время ремонтного простоя,Время технологического простоя,Общее время простоя (Зкз) - План,Общее время простоя (Зкз) - Факт,СПП-элемент,СПП-элемент(КрТекст)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34995,Техническое обслуживание 4,16,ТО4,Техническое обслуживание ТО №4,2-0175,A,O0000002,О4,,3-средний,30,APP1,1100360793,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,26.03.2022,9:00:00,27.03.2022,9:00:00,,0:00:00,,0:00:00,22.08.2021,16:01:33,,0:00:00,,AZAROVAV,01.02.2021,LITMANDA,24.12.2021,23 715,"35,9","29,2",0,"918 120,12",0,1,1,,24,0,24,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34992,Техническое обслуживание 1,19,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360781,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,18.04.2022,9:00:00,18.04.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,BOKOVIKOVVO,11.01.2022,24 219,"11,3","10,8",0,"199 901,99",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34994,Техническое обслуживание 3,20,ТО3,Техническое обслуживание ТО №3,2-0175,A,O0000002,О3,,3-средний,30,APP1,1100360791,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,10.05.2022,9:00:00,10.05.2022,23:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,BOKOVIKOVVO,11.01.2022,24 700,"21,6","20,4",0,"759 124,33",0,1,1,,14,0,14,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34992,Техническое обслуживание 1,21,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360782,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,01.06.2022,9:00:00,01.06.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,BOKOVIKOVVO,11.01.2022,25 182,"11,3","10,8",0,"199 901,99",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34993,Техническое обслуживание 2,22,ТО2,Техническое обслуживание ТО №2,2-0175,A,O0000002,О2,,3-средний,30,APP1,1100360788,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,22.06.2022,9:00:00,22.06.2022,19:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,LITMANDA,24.12.2021,25 642,"15,2","14,2",0,"346 185,42",0,1,1,,10,0,10,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34992,Техническое обслуживание 1,23,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360783,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,15.07.2022,9:00:00,15.07.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,BOKOVIKOVVO,11.01.2022,26 146,"11,3","10,8",0,"199 901,99",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34996,Техническое обслуживание 5,24,ТО4,Техническое обслуживание ТО №4,2-0175,A,O0000002,О5,,3-средний,30,APP1,1100360794,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,08.08.2022,9:00:00,09.08.2022,21:00:00,,0:00:00,,0:00:00,22.08.2021,16:00:08,,0:00:00,,AZAROVAV,01.02.2021,LITMANDA,24.12.2021,26 671,"119,5","74,3",0,"1 111 765,73",0,1,1,,36,0,36,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34992,Техническое обслуживание 1,25,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360784,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,31.08.2022,9:00:00,31.08.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,BOKOVIKOVVO,11.01.2022,27 175,"11,3","10,8",0,"199 901,99",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34993,Техническое обслуживание 2,26,ТО2,Техническое обслуживание ТО №2,2-0175,A,O0000002,О2,,3-средний,30,APP1,1100360789,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,24.09.2022,9:00:00,24.09.2022,19:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,LITMANDA,24.12.2021,27 700,"15,2","14,2",0,"346 185,42",0,1,1,,10,0,10,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34992,Техническое обслуживание 1,27,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360785,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,15.10.2022,9:00:00,15.10.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,LITMANDA,24.12.2021,28 160,"11,3","10,8",0,"202 029,19",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34994,Техническое обслуживание 3,28,ТО3,Техническое обслуживание ТО №3,2-0175,A,O0000002,О3,,3-средний,30,APP1,1100360792,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,02.11.2022,9:00:00,02.11.2022,23:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,AZAROVAV,09.12.2021,28 555,"21,6","20,4",0,"761 251,53",0,1,1,,14,0,14,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34992,Техническое обслуживание 1,29,ТО1,Техническое обслуживание ТО №1,2-0175,A,O0000002,О1,(ТО1) HD1500-8,3-средний,30,APP1,1100360786,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,25.11.2022,9:00:00,25.11.2022,15:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,AZAROVAV,09.12.2021,29 058,"11,3","10,8",0,"202 029,19",0,1,1,,6,0,6,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019747,Самосвал HD1500-8 №1622 МТЧ,34993,Техническое обслуживание 2,30,ТО2,Техническое обслуживание ТО №2,2-0175,A,O0000002,О2,,3-средний,30,APP1,1100360790,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,17.12.2022,9:00:00,17.12.2022,19:00:00,,0:00:00,,0:00:00,,0:00:00,,0:00:00,,AZAROVAV,01.02.2021,AZAROVAV,09.12.2021,29 540,"15,2","14,2",0,"346 185,42",0,1,1,,10,0,10,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019749,Самосвал HD1500-8 №1622 МТЧ,34998,КР подвески передней,1,КР,Капитальный ремонт,2-0228,A,O0000002,29,,3-средний,30,APP1,1100360726,КР ходовой части,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ КРМТ СГГС,03.08.2022,9:00:00,05.08.2022,9:00:00,08.08.2022,9:00:00,10.08.2022,9:00:00,02.02.2021,17:45:10,,0:00:00,,AZAROVAV,01.02.2021,GABIDULINRR,27.01.2022,26 562,144,48,0,"4 283 360,87",0,1,1,,48,0,48,0,LT-1200-2022-2-014-01-01,ЦЗ Транспортировка (Мех КР)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000019749,Самосвал HD1500-8 №1622 МТЧ,34998,КР подвески передней,1,КР,Капитальный ремонт,2-0228,A,O0000002,29,,3-средний,30,APP1,1100360726,КР ходовой части,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ КРМТ СГГС,08.08.2022,9:00:00,10.08.2022,9:00:00,,0:00:00,,0:00:00,02.02.2021,17:45:10,,0:00:00,,AZAROVAV,01.02.2021,GABIDULINRR,27.01.2022,26 671,144,48,0,"4 283 360,87",0,1,1,,48,0,48,0,LT-1200-2022-2-014-01-01,ЦЗ Транспортировка (Мех КР)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,1,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381243,ТР Самосвал HD1500-8 №1622,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР KKMP JBFI,ГОД  УТВГ МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СГГС,06.01.2022,15:00:00,07.01.2022,11:00:00,04.01.2022,15:00:00,05.01.2022,11:00:00,04.01.2022,8:48:31,04.01.2022,11:13:15,,STEPANOVAV3,31.03.2021,ZHARKOVMM,11.01.2022,0,40,20,"4,5",0,0,1,1,,20,0,20,"2,41",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,2,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381244,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ ПЗТГ СГГС,23.02.2022,15:00:00,24.02.2022,11:00:00,07.02.2022,15:00:00,08.02.2022,11:00:00,31.03.2021,8:42:49,,0:00:00,,STEPANOVAV3,31.03.2021,BOKOVIKOVVO,23.01.2022,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,3,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381245,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ ПЗТГ СГГС,17.03.2022,19:00:00,18.03.2022,15:00:00,27.02.2022,19:00:00,28.02.2022,15:00:00,31.03.2021,8:42:56,,0:00:00,,STEPANOVAV3,31.03.2021,BOKOVIKOVVO,23.01.2022,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,4,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381246,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,13.04.2022,15:00:00,14.04.2022,11:00:00,18.04.2022,15:00:00,19.04.2022,11:00:00,31.03.2021,8:43:04,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,5,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381247,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,27.05.2022,15:00:00,28.05.2022,11:00:00,01.06.2022,15:00:00,02.06.2022,11:00:00,31.03.2021,8:44:50,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,6,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381248,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,17.06.2022,19:00:00,18.06.2022,15:00:00,22.06.2022,19:00:00,23.06.2022,15:00:00,31.03.2021,8:44:58,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,7,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381249,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,10.07.2022,15:00:00,11.07.2022,11:00:00,15.07.2022,15:00:00,16.07.2022,11:00:00,31.03.2021,8:45:04,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,8,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381250,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,26.08.2022,15:00:00,27.08.2022,11:00:00,31.08.2022,15:00:00,01.09.2022,11:00:00,31.03.2021,8:45:15,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,9,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381251,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,19.09.2022,19:00:00,20.09.2022,15:00:00,24.09.2022,19:00:00,25.09.2022,15:00:00,31.03.2021,8:45:21,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,10,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381252,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,10.10.2022,15:00:00,11.10.2022,11:00:00,15.10.2022,15:00:00,16.10.2022,11:00:00,31.03.2021,8:45:26,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,11,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381253,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,25.11.2022,15:00:00,26.11.2022,11:00:00,25.11.2022,15:00:00,26.11.2022,11:00:00,31.03.2021,8:45:32,,0:00:00,,STEPANOVAV3,31.03.2021,AZAROVAV,09.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,12,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381254,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,17.12.2022,19:00:00,18.12.2022,15:00:00,17.12.2022,19:00:00,18.12.2022,15:00:00,31.03.2021,8:45:38,,0:00:00,,STEPANOVAV3,31.03.2021,AZAROVAV,09.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,1,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381243,ТР Самосвал HD1500-8 №1622,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР KKMP JBFI,ГОД  УТВГ МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СГГС,04.01.2022,15:00:00,05.01.2022,11:00:00,,0:00:00,,0:00:00,04.01.2022,8:48:31,04.01.2022,11:13:15,,STEPANOVAV3,31.03.2021,ZHARKOVMM,11.01.2022,0,40,20,"4,5",0,0,1,1,,20,0,20,"2,41",LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,2,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381244,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ ПЗТГ СГГС,07.02.2022,15:00:00,08.02.2022,11:00:00,,0:00:00,,0:00:00,31.03.2021,8:42:49,,0:00:00,,STEPANOVAV3,31.03.2021,BOKOVIKOVVO,23.01.2022,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,3,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381245,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ ПЗТГ СГГС,27.02.2022,19:00:00,28.02.2022,15:00:00,,0:00:00,,0:00:00,31.03.2021,8:42:56,,0:00:00,,STEPANOVAV3,31.03.2021,BOKOVIKOVVO,23.01.2022,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,4,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381246,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,18.04.2022,15:00:00,19.04.2022,11:00:00,,0:00:00,,0:00:00,31.03.2021,8:43:04,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,5,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381247,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,01.06.2022,15:00:00,02.06.2022,11:00:00,,0:00:00,,0:00:00,31.03.2021,8:44:50,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
1,,Нет,03-CTT-KM02,Самосвал №1622,1,100000006409,,,,100000006409,Самосвал карьерный HD1500-8 №1622,100000061153,ТР Самосвал HD1500-8 №1622,163664,ТР Самосвал HD1500-8 №1622,6,ТР,Текущий ремонт,1-0029,A,O0000143,ТР,Текущий ремонт,3-средний,30,APP1,1100381248,ТР Самосвал HD1500-8 №1622,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,22.06.2022,19:00:00,23.06.2022,15:00:00,,0:00:00,,0:00:00,31.03.2021,8:44:58,,0:00:00,,STEPANOVAV3,31.03.2021,LITMANDA,24.12.2021,0,40,20,0,0,0,1,1,,20,0,20,0,LT-1200-2022-2-014-02,ЦЗ Транспортировка (Мех OPEX)
