,Заказ,Базисный срок начала,Базисный срок конца,БЕ,Группа плановиков,Сообщение,Вид заказа,Вид работы ТОРО,Время ремонтного простоя (Зкз),Общее время простоя (Зкз),Метка удаления,СистСтатус,ПользСтатус,Системный статус сообщения ТОРО,Наименование класса ЕО,Краткий текст,Единица оборудования,Техническое место,Название технического места,СПП - заголовок заказа,basis_start_year,basis_start_month,basis_start_month_name,basis_start_date,basis_start_month_year,basis_start_monthname_year,order_system_status,ТЗКР; Технически закрыто,ПДТВ; Подтверждено,ПКАЛ; ПредвКалькуляция проведена,ПРВВ; Правило расчета введено,ДМНП; ДоступностьМтрл не проверена,KKMP; Без компонентов материала,JBFI; Задача завершена,ЗАКР; Закрыто,МТКУ; Метка удаления,НЕВЫ; Не выполнено,ДВМА; Движение материала произошло,ПЕЧТ; Напечатано,MOBI; Данные на мобильном устройстве,ЧПДТ; Частично подтверждено,ЧПЕЧ; Частично напечатано,ОШОЗ; Ошибка при определении затрат,ОТКР; Открыто,ДЕБЛ; Деблокировано,СРНА; Сроки не актуальны,iw39,Вид заказа Описание,Вид_заказа,count
1487,1100368818,2022-05-20,5/20/2022,1200,100,7100370943,APP1,ТО2,"8,00","8,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Самосвалы карьерные,ТО-2 БелАЗ 7451 СЛ №6,100000068232,03-KON-OBSL-OB07, БелАЗ-7547 №2446,LT-1200-2022-4-024-02,2022,5,май,2022-05-20,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1488,1100381312,2022-05-20,5/21/2022,1200,100,7100382312,APP1,ТР,"20,00","20,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Самосвалы карьерные,ТР Самосвал HD1500-8 №1626,100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,2022,5,май,2022-05-20,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1489,1100360985,2022-05-20,5/20/2022,1200,100,7100363134,APP1,ТО1,"6,00","6,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Экскаваторы гидравлические,Техническое обслуживание 1,100000022894,03-RUD-EKSK-VOBR-EX07,Экскаватор №1209,LT-1200-2022-4-024-02,2022,5,май,2022-05-20,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1490,1100358704,2022-05-20,5/20/2022,1200,200,7100361053,APP1,ТО,"5,00","5,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,ТО Хода №2;  YJ13L3 К 047,100000025392,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-20,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1491,1100354095,2022-05-20,5/20/2022,1200,100,7100356820,APP1,ТО2,"12,00","12,00",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП,ПЛАН МТРН,СОЗА ЗКПР МТКУ,Экскаваторы электрические,Техническое обслуживание 2,100000007087,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-010-02,2022,5,май,2022-05-20,5_2022,май_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП']",0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1492,1100363039,2022-05-20,5/20/2022,1200,100,7100365237,APP1,ТО1,"6,00","6,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Самосвалы карьерные,Техническое обслуживание 1,100000022783,03-CTT-KM09,Самосвал №1629,LT-1200-2022-2-014-02,2022,5,май,2022-05-20,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1493,1100381359,2022-05-21,5/22/2022,1200,100,7100382367,APP1,ТР,"20,00","20,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Самосвалы карьерные,ТР Самосвал HD785-7 №1615,100000008672,03-CTT-KD07,Самосвал №1615,LT-1200-2022-2-014-02,2022,5,май,2022-05-21,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1494,1100359719,2022-05-21,5/21/2022,1200,100,7100361975,APP1,ТО1,"6,00","6,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Самосвалы карьерные,Техническое обслуживание 1,100000008672,03-CTT-KD07,Самосвал №1615,LT-1200-2022-2-014-02,2022,5,май,2022-05-21,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1495,1100353549,2022-05-21,5/21/2022,1200,600,7100356124,APP1,ТО,"0,00","0,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД ГИП,СОРА ЗКПР,Компьютеры промышленные бортовые,ТО1 Компьютер Trax10LP 1629,100000021385,03-CTT-KM09,Самосвал №1629,LT-1200-2022-2-027-02,2022,5,май,2022-05-21,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1496,1100353376,2022-05-21,5/21/2022,1200,600,7100355976,APP1,ТО,"0,00","0,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД ГИП,СОРА ЗКПР,Компьютеры промышленные бортовые,ТО1 Компьютер Trax10LP 1626,100000024394,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-027-02,2022,5,май,2022-05-21,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1497,1100353432,2022-05-21,5/21/2022,1200,600,7100356026,APP1,ТО,"0,00","0,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД ГИП,СОРА ЗКПР,Компьютеры промышленные бортовые,ТО1 Компьютер Trax10LP 1627,100000069160,03-CTT-KM07,Самосвал №1627,LT-1200-2022-2-027-02,2022,5,май,2022-05-21,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1498,1100353496,2022-05-21,5/21/2022,1200,600,7100356076,APP1,ТО,"0,00","0,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД ГИП,СОРА ЗКПР,Компьютеры промышленные бортовые,ТО1 Компьютер Trax10LP 1628,100000069161,03-CTT-KM08,Самосвал №1628,LT-1200-2022-2-027-02,2022,5,май,2022-05-21,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1499,1100360913,2022-05-21,5/22/2022,1200,100,7100363148,APP1,ТР1,"24,00","24,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП СРОЧ МТРЦ ТКБЕ,СОРА ЗКПР,Экскаваторы гидравлические,ТР1 рабочего оборудования,100000006414,03-RUD-EKSK-VOBR-EX03,Экскаватор №1210,LT-1200-2022-4-024-02,2022,5,май,2022-05-21,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1500,1100353321,2022-05-21,5/21/2022,1200,600,7100355926,APP1,ТО,"0,00","0,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД ГИП,СОРА ЗКПР,Компьютеры промышленные бортовые,ТО1 Компьютер Trax10LP 1625,100000024393,03-CTT-KM05,Самосвал №1625,LT-1200-2022-2-027-02,2022,5,май,2022-05-21,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1501,1100360311,2022-05-22,5/22/2022,1200,100,7100362457,APP1,ТО1,"6,00","6,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Самосвалы карьерные,Техническое обслуживание 1,100000006408,03-CTT-KM01,Самосвал №1621,LT-1200-2022-2-014-02,2022,5,май,2022-05-22,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1502,1100354803,2022-05-22,5/24/2022,1200,100,7100357188,APP1,ТО1,"48,00","48,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Экскаваторы электрические,Техническое обслуживание 1,100000009136,03-RUD-EKSK-OOBR-EX02,Экскаватор №1207,LT-1200-2022-2-010-02,2022,5,май,2022-05-22,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1503,1100368920,2022-05-22,5/22/2022,1200,100,7100371045,APP1,ТО1,"6,00","6,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Самосвалы карьерные,ТО-1 БелАЗ 7451 СЛ №4,100000068230,03-KON-OBSL-OB05, БелАЗ-7547 №2444,LT-1200-2022-4-024-02,2022,5,май,2022-05-22,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1504,1100368903,2022-05-23,5/23/2022,1200,100,7100371028,APP1,ТО2,"8,00","8,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Самосвалы карьерные,ТО-2 БелАЗ 7451 СЛ №3,100000068229,03-KON-OBSL-OB04, БелАЗ-7547 №2443,LT-1200-2022-4-024-02,2022,5,май,2022-05-23,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1505,1100358743,2022-05-23,5/23/2022,1200,100,7100361122,APP1,ТО2,"12,00","12,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Самосвалы карьерные,Техническое обслуживание 2,100000008674,03-CTT-CC02,Самосвал №1620,LT-1200-2022-2-014-02,2022,5,май,2022-05-23,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1506,1100381235,2022-05-23,5/24/2022,1200,100,7100382225,APP1,ТР,"20,00","20,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Самосвалы карьерные,ТР Самосвал 785C №1620,100000008674,03-CTT-CC02,Самосвал №1620,LT-1200-2022-2-014-02,2022,5,май,2022-05-23,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1507,1100359597,2022-05-24,5/24/2022,1200,200,7100361943,APP1,ТО,"1,00","1,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО) YE2-132S-4,100000025394,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1508,1100359359,2022-05-24,5/24/2022,1200,200,7100361809,APP1,ТО,"8,30","8,30",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО) YJ13L4,100000025393,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1509,1100359805,2022-05-24,5/24/2022,1200,100,7100361957,APP1,ТО2,"10,00","10,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Самосвалы карьерные,Техническое обслуживание 2,100000008671,03-CTT-KD06,Самосвал №1614,LT-1200-2022-2-014-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1510,1100359732,2022-05-24,5/24/2022,1200,200,7100361891,APP1,ТО,"1,00","1,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО)YE2-90S-4,100000025395,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1511,1100359396,2022-05-24,5/24/2022,1200,200,7100361615,APP1,ТО,"1,00","1,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО) M2BAX 100L К 052,100000025396,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1512,1100359583,2022-05-24,5/24/2022,1200,200,7100361760,APP1,ТО,"7,00","7,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО)YJ80A1,100000025407,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1513,1100363590,2022-05-24,5/24/2022,1200,100,7100366375,APP1,ТО2,"12,00","12,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Экскаваторы гидравлические,ТО-2 Экскаватор РС1250-8 СЛ,100000068233,03-RUD-OBSL-OB03,Экскаватор РС1250,LT-1200-2022-4-024-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1514,1100359563,2022-05-24,5/24/2022,1200,200,7100361737,APP1,ТО,"7,00","7,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО)YJ80A1,100000025406,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1515,1100359901,2022-05-24,5/24/2022,1200,200,7100362057,APP1,ТО,"1,00","1,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО)1LE0002-1BC,100000025405,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1516,1100359865,2022-05-24,5/24/2022,1200,200,7100362019,APP1,ТО,"1,00","1,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО) DYP-132S-4G,100000025399,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1517,1100359882,2022-05-24,5/24/2022,1200,200,7100362036,APP1,ТО,"2,10","2,10",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО)YX3-121M-4,100000025398,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1518,1100359318,2022-05-24,5/24/2022,1200,200,7100362012,APP1,ТО,"1,00","1,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО)HM2-100L-8,100000025400,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1519,1100359854,2022-05-24,5/24/2022,1200,200,7100362050,APP1,ТО,"1,00","1,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО)1LE0002-1BC,100000025404,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1520,1100359530,2022-05-24,5/24/2022,1200,200,7100361704,APP1,ТО,"8,30","8,30",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО)YJ56E,100000025401,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1521,1100359620,2022-05-24,5/24/2022,1200,200,7100361789,APP1,ТО,"2,50","2,50",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО) YJ142A,100000025403,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1522,1100359542,2022-05-24,5/24/2022,1200,200,7100361716,APP1,ТО,"8,30","8,30",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО)YJ56E,100000025402,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1523,1100359603,2022-05-24,5/24/2022,1200,200,7100361772,APP1,ТО,"1,00","1,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ ГИП,СОРА ЗКПР,Двигатели асинхронные,(ТО) M2BAX 100L К 052,100000025397,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,LT-1200-2022-2-009-02,2022,5,май,2022-05-24,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1524,1100358846,2022-05-25,5/25/2022,1200,200,7100361175,APP1,ТО,"8,00","8,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Двигатели синхронные,(ТО) ДСЭ-750-6,100000009354,03-RUD-EKSK-OOBR-EX02,Экскаватор №1207,LT-1200-2022-2-009-02,2022,5,май,2022-05-25,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1525,1100358920,2022-05-25,5/25/2022,1200,200,7100361261,APP1,ТО,"8,00","8,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Двигатели постоянного тока,(ТО) 4ГПЭ 300-1/2,100000009353,03-RUD-EKSK-OOBR-EX02,Экскаватор №1207,LT-1200-2022-2-009-02,2022,5,май,2022-05-25,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1526,1100358946,2022-05-25,5/25/2022,1200,200,7100361276,APP1,ТО,"8,00","8,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Двигатели постоянного тока,(ТО) 4ГПЭМ 600-1/1,100000009355,03-RUD-EKSK-OOBR-EX02,Экскаватор №1207,LT-1200-2022-2-009-02,2022,5,май,2022-05-25,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1527,1100358935,2022-05-25,5/25/2022,1200,200,7100361303,APP1,ТО,"8,00","8,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Двигатели постоянного тока,(ТО) 4ГПЭМ 170-1/1,100000009352,03-RUD-EKSK-OOBR-EX02,Экскаватор №1207,LT-1200-2022-2-009-02,2022,5,май,2022-05-25,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1528,1100368450,2022-05-25,5/25/2022,1200,100,7100370568,APP1,ТО2,"8,00","8,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Самосвалы карьерные,ТО-2 БелАЗ 7547 №5 СЛ,100000068231,03-KON-OBSL-OB06, БелАЗ-7547 №2445,LT-1200-2022-4-024-02,2022,5,май,2022-05-25,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1529,1100359046,2022-05-26,5/26/2022,1200,200,7100361355,APP1,ТО,"8,30","8,30",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Двигатели постоянного тока,(ТО) ДЭ-818 К 005,100000009351,03-RUD-EKSK-OOBR-EX02,Экскаватор №1207,LT-1200-2022-2-009-02,2022,5,май,2022-05-26,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
1530,1100359186,2022-05-26,5/26/2022,1200,200,7100361465,APP1,ТО,"7,00","7,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,СОРА ЗКПР,Двигатели постоянного тока,(ТО) ДЭВ-814 К 004,100000009350,03-RUD-EKSK-OOBR-EX02,Экскаватор №1207,LT-1200-2022-2-009-02,2022,5,май,2022-05-26,5_2022,май_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
