Планир. завод,ГрупПлановик,Сообщение,Вид заказа,Вид работы ТОРО,ВремяРемПростояЗкз,БазисСрокНачала,БазисСрокКонца,Заказ,Ссылочная дата,Ссылочное время,Дата изменения,Рабочее место,Резерв./заявка,Тип заказа,ПроизвУчасток,БЕ,Дата ввода,ПоказанСчетчика,Факт. деблокир.,ФактичСрокКонца,Факт.окончание,Общий расчет,ОбщЗатраты/факт,ОбщЗатраты/план,ЗапланКонец,БазисВремяКонца,Конец: время,Бизнес-сфера,ФактСрокНачала,ЗапланНачало,ФактНчл/Врем,Время начала,Время начала,История с,СхемаКальк,ТоргДокумент,Позиция,КЕ,Ответств. МВЗ,Ведущий заказ,Метка удаления,ДатаЗаверш,ЕстьПодробТекст,ВышестоящЗаказ,Базисная ЕИ,Количество,Помещение,Имя списка,Плановая дата,Номер объекта,СписОбъект,ГрПлан/Техкарта,ИндПланирЗаказа,СчтГрупТехкарт,Группа,Почтовый индекс,МВП,Приоритет,СПП-элемент,Регион,Ревизия,Серийный номер,Материал,НазвСервПродукт,СервиснПродукт,Сектор,Сектор - Сбыт,Местоположение,Улица,ЗаводРасплТехОб,ПредварЗатраты,ПользовСтатус,Группа сбыта,СбытовОрганизац,СбытовОрганизац - Сб,ВышестОперация,Канал сбыта,Канал сбыта - Сбыт,Валюта,ПозПредупрТОРО,ПланПредупрТОРО,Завод,Код надбавки,Ид. причины,Причина корр-ки,ИндНаличПрикрДокум,ИмеютсяНеСоглЗапросы,ПериодРемCAPEX(мес),Класс ЕО,ПрочиеФакт,ПрочиеПлан,БюджетФактИтог,БюджетПланИтог,МТР ФактИтог,МТР ПланИтог,Стоимость новой ЕО,ТЗРФакт,ТЗРПлан,ОбщееВремяПростояЗкз,ОборудованиеНаГарант,Инд. статуса «ФИКС»,Отв. сотрудн. таб. №,НаименованиеКлассаЕО,МТРподр,НеобходимНарядДопуск,СтатВыдачиРазрешений,СистСтатСообщТОРО,КапитализирРемонт,Исходная стоимость,Дефицит,Требуемая стоимость,СППДефицит,%СтоимРемФСтоимНовЕО,%СтоимРемПСтоимНовЕО,СистСтатус,ВремяРемПростояТК,ОбщееВремяПростояТК,ВремяТехнПростояТК,Заказано УСО,Описание,Краткий текст,СистемнСтатус,Отв. сотрудник ФИО,ПользСтатус,ОбщСумма (План),ОбщаяСумма(Фкт),ФОТПлан,ФОТФакт,МатериалыПлан,МатериалыФакт,ЗапчастиПлан,ЗапчастиФакт,УСОПоРемонтуПлан,УСОПоРемонтуФакт,Ед. оборудов.,Техместо,Описание,СПП-ЗаголЗаказа,Отв. раб.место,МВЗ,ВремяТехнПростояЗкз,Фактический простой,Принято УСО,ПредвЗарегистрирУСО
1200,100,7100382284,APP1,ТР,"20,00",10/11/2022,10/12/2022,1100381286,10/11/2022,15:00:00,12/9/2021,11411623,2,30,,1200,3/31/2021,,,,00:00:00,"0,00","0,00","0,00",10/12/2022,11:00:00,11:00:00,1200,,10/11/2022,00:00:00,15:00:00,15:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,10/27/2022,OR001100381286,499 738,100,1,ТР,O0000143,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,163665,100000061154,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 063 827,15","0,00","0,00","20,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"24,00","24,00","0,00","0,00",Самосвал карьерный HD1500-8 №1623,ТР Самосвал HD1500-8 №1623,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000006410,03-CTT-KM03,Самосвал №1623,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100362953,APP1,ТО1,"6,00",10/11/2022,10/11/2022,1100360757,10/11/2022,09:00:00,1/11/2022,11411623,2,30,,1200,2/1/2021,,,,00:00:00,"0,00","0,00","199 901,99",10/11/2022,15:00:00,15:00:00,,,10/11/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,10/9/2022,OR001100360757,458 376,100,1,О1,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,35009,100000019759,1200,,,,,,0,E01_01,"0,00","0,00","0,00","163 078,11","0,00","163 078,11","44 063 827,15","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный HD1500-8 №1623,Техническое обслуживание 1,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"199 901,99","0,00","36 823,88","0,00","75 981,58","0,00","87 096,53","0,00","0,00","0,00",100000006410,03-CTT-KM03,Самосвал №1623,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100362960,APP1,ТО3,"14,00",11/3/2022,11/3/2022,1100360804,11/3/2022,09:00:00,12/9/2021,11411623,2,30,,1200,2/1/2021,,,,00:00:00,"0,00","0,00","759 777,73",11/3/2022,23:00:00,23:00:00,,,11/3/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,11/1/2022,OR001100360804,458 383,100,1,О3,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,35011,100000019759,1200,,,,,,0,E01_01,"0,00","0,00","0,00","687 834,75","0,00","687 834,75","44 063 827,15","0,00","0,00","14,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,2,ОТКР ПКАЛ ДМНП,"14,00","14,00","0,00","0,00",Самосвал карьерный HD1500-8 №1623,Техническое обслуживание 3,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"759 777,73","0,00","71 942,98","0,00","377 731,28","0,00","310 103,47","0,00","0,00","0,00",100000006410,03-CTT-KM03,Самосвал №1623,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100382285,APP1,ТР,"20,00",11/26/2022,11/27/2022,1100381287,11/26/2022,15:00:00,12/9/2021,11411623,2,30,,1200,3/31/2021,,,,00:00:00,"0,00","0,00","0,00",11/27/2022,11:00:00,11:00:00,1200,,11/26/2022,00:00:00,15:00:00,15:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,11/26/2022,OR001100381287,499 739,100,1,ТР,O0000143,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,163665,100000061154,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 063 827,15","0,00","0,00","20,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"24,00","24,00","0,00","0,00",Самосвал карьерный HD1500-8 №1623,ТР Самосвал HD1500-8 №1623,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000006410,03-CTT-KM03,Самосвал №1623,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100362954,APP1,ТО1,"6,00",11/26/2022,11/26/2022,1100360758,11/26/2022,09:00:00,12/9/2021,11411623,2,30,,1200,2/1/2021,,,,00:00:00,"0,00","0,00","202 029,19",11/26/2022,15:00:00,15:00:00,,,11/26/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,11/24/2022,OR001100360758,458 377,100,1,О1,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,35009,100000019759,1200,,,,,,0,E01_01,"0,00","0,00","0,00","165 205,31","0,00","165 205,31","44 063 827,15","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный HD1500-8 №1623,Техническое обслуживание 1,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"202 029,19","0,00","36 823,88","0,00","78 108,78","0,00","87 096,53","0,00","0,00","0,00",100000006410,03-CTT-KM03,Самосвал №1623,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100382286,APP1,ТР,"20,00",12/19/2022,12/20/2022,1100381288,12/19/2022,19:00:00,12/9/2021,11411623,2,30,,1200,3/31/2021,,,,00:00:00,"0,00","0,00","0,00",12/20/2022,15:00:00,15:00:00,1200,,12/19/2022,00:00:00,19:00:00,19:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,12/26/2022,OR001100381288,499 740,100,1,ТР,O0000143,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,163665,100000061154,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 063 827,15","0,00","0,00","20,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"24,00","24,00","0,00","0,00",Самосвал карьерный HD1500-8 №1623,ТР Самосвал HD1500-8 №1623,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000006410,03-CTT-KM03,Самосвал №1623,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100362958,APP1,ТО2,"10,00",12/19/2022,12/19/2022,1100360802,12/19/2022,09:00:00,12/9/2021,11411623,2,30,,1200,2/1/2021,,,,00:00:00,"0,00","0,00","347 659,22",12/19/2022,19:00:00,19:00:00,,,12/19/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,12/17/2022,OR001100360802,458 381,100,1,О2,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,35010,100000019759,1200,,,,,,0,E01_01,"0,00","0,00","0,00","297 537,82","0,00","297 537,82","44 063 827,15","0,00","0,00","10,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,1,ОТКР ПКАЛ ДМНП,"10,00","10,00","0,00","0,00",Самосвал карьерный HD1500-8 №1623,Техническое обслуживание 2,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"347 659,22","0,00","50 121,40","0,00","120 759,78","0,00","176 778,04","0,00","0,00","0,00",100000006410,03-CTT-KM03,Самосвал №1623,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7900000045,APB1,ЭПБ,"12,00",3/23/2022,3/23/2022,1350000055,3/23/2022,23:59:59,12/9/2021,11201603,2,30,,1200,8/7/2020,,,,00:00:00,"0,00","0,00","0,00",3/23/2022,12:00:00,07:00:00,,,3/23/2022,00:00:00,00:00:00,07:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,,OR001350000055,181 548,,1,,,,,,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,,,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","35 047 302,93","0,00","0,00","12,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"0,00","0,00","0,00","0,00",Самосвал карьерный HD785-5 №1603,Мероприятия ЭПБ,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000008662,03-CTT-KH02,Самосвал №1603,LT-1200-2022-2-032-01,C-VEROGM,1213011220,"0,00","0,00","0,00","0,00"
1200,100,7200149342,AVS1,ТР,"0,01",1/21/2022,1/21/2022,1200082298,1/21/2022,10:14:00,1/23/2022,11201606,3,30,,1200,1/22/2022,,1/23/2022,,00:00:00,"0,00","0,00","8 565,18",1/21/2022,10:14:36,10:14:36,,,1/21/2022,00:00:00,10:14:00,10:14:01,,PP-PC1,,000000,1000,1213011220,,,,,,,"0,000",,,,OR001200082298,905 331,,,,,,ZZ00005000,,,,,,,,,,,,,1202,"0,00",СГГС МТРЦ,,,,,,,RUB,,,1200,,,,,,0,E01_01,"0,00","0,00","0,00","1 064,02","0,00","1 064,02","36 757 223,34","0,00","0,00","0,01",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР ВСМИ,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ ДМНП,"0,00","0,00","0,00","0,00",Самосвал карьерный HD785-5 №1606,Замена масляного фильтра,ДЕБЛ ДМНП ПКАЛ ПРВВ,,СГГС МТРЦ,"8 565,18","0,00","7 501,16","0,00","0,00","0,00","1 064,02","0,00","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-014-02,C-CTTROO,1213011220,"0,00","5,22","0,00","0,00"
1200,100,7100523874,APP1,ТО3,"14,00",1/23/2022,1/23/2022,1100532607,1/23/2022,09:00:00,1/25/2022,11201606,3,30,,1200,9/20/2021,,1/21/2022,1/23/2022,23:00:00,"0,00","103 100,45","403 217,53",1/25/2022,23:00:00,17:15:40,,1/23/2022,1/23/2022,09:00:00,09:00:00,14:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,4/22/2022,OR001100532607,727 741,100,1,О3,O0000003,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ПРНТ СРОЧ ТКБЕ УТВГ*,,,,,,,RUB,35171,100000019846,1200,,,,,,0,E01_01,"0,00","0,00","103 100,45","403 217,53","103 100,45","403 217,53","36 757 223,34","0,00","0,00","14,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР ВСМИ,,"0,00","0,00","0,00",,0,1,ДЕБЛ ПЕЧТ ПДТВ ПКАЛ ПРВВ ДВМА ДМНП JBFI,"14,00","14,00","0,00","0,00",Самосвал карьерный HD785-5 №1606,Техническое обслуживание 3,ДЕБЛ ПДТВ ПЕЧТ JBFI ДВМА ДМНП ПКАЛ ПРВВ,,СГГС ГОД УТВГ УТВП ГИП ПРНТ СРОЧ МТРЦ ТКБЕ,"403 217,53","103 100,45","0,00","0,00","342 700,07","55 055,20","60 517,46","48 045,25","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-014-02,C-VEROGM,1213011220,"0,00","8,35","0,00","0,00"
1200,100,7940393636,AETG,ЕТО,"0,33",1/27/2022,1/27/2022,1600129310,1/27/2022,18:30:00,1/26/2022,11201606,3,30,,1200,1/22/2022,,1/26/2022,,00:00:00,"0,00","0,00","0,00",1/27/2022,18:49:48,18:49:48,,,1/27/2022,00:00:00,18:30:00,18:30:00,,PP-PC1,,000000,1000,,,,1/27/2022,,,,"0,000",,,1/27/2022,OR001600129310,905 386,100,1,ЕО,2125,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,21592,300000001684,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","36 757 223,34","0,00","0,00","0,33",,,12002285,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ СРНА ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD785-5 №1606,ЕТО 2 смена Komatsu HD785-5 №1606,ДЕБЛ KKMP ДМНП ПКАЛ ПРВВ СРНА,Ходарев Вячеслав Анатольевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-014-02,C-VEROGM,1213011220,"0,00","0,32","0,00","0,00"
1200,100,7940393615,AETG,ЕТО,"0,33",1/28/2022,1/28/2022,1600129279,1/28/2022,06:30:00,1/27/2022,11201606,3,30,,1200,1/22/2022,,1/27/2022,,00:00:00,"0,00","0,00","0,00",1/28/2022,06:49:48,06:49:48,,,1/28/2022,00:00:00,06:30:00,06:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/28/2022,OR001600129279,905 375,100,1,ЕО,2125,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,21591,300000001684,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","36 757 223,34","0,00","0,00","0,33",,,12000846,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ СРНА ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD785-5 №1606,ЕТО 1 смена Komatsu HD785-5 №1606,ДЕБЛ KKMP ДМНП ПКАЛ ПРВВ СРНА,Кель Олег Владимирович,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-014-02,C-VEROGM,1213011220,"0,00","0,00","0,00","0,00"
1200,100,7940393638,AETG,ЕТО,"0,33",1/28/2022,1/28/2022,1600129312,1/28/2022,18:30:00,1/27/2022,11201606,3,30,,1200,1/22/2022,,1/27/2022,,00:00:00,"0,00","0,00","0,00",1/28/2022,18:49:48,18:49:48,,,1/28/2022,00:00:00,18:30:00,18:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/28/2022,OR001600129312,905 388,100,1,ЕО,2125,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,21592,300000001684,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","36 757 223,34","0,00","0,00","0,33",,,12002285,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ СРНА ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD785-5 №1606,ЕТО 2 смена Komatsu HD785-5 №1606,ДЕБЛ KKMP ДМНП ПКАЛ ПРВВ СРНА,Ходарев Вячеслав Анатольевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-014-02,C-VEROGM,1213011220,"0,00","0,00","0,00","0,00"
1200,100,7940393617,AETG,ЕТО,"0,33",1/29/2022,1/29/2022,1600129300,1/29/2022,06:30:00,1/22/2022,11201606,2,30,,1200,1/22/2022,,,,00:00:00,"0,00","0,00","0,00",1/29/2022,06:49:48,06:49:48,,,1/29/2022,00:00:00,06:30:00,06:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/29/2022,OR001600129300,905 377,100,1,ЕО,2125,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,21591,300000001684,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","36 757 223,34","0,00","0,00","0,33",,,12000846,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD785-5 №1606,ЕТО 1 смена Komatsu HD785-5 №1606,ОТКР KKMP ДМНП ПКАЛ,Кель Олег Владимирович,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-014-02,C-VEROGM,1213011220,"0,00","0,00","0,00","0,00"
1200,100,7940393640,AETG,ЕТО,"0,33",1/29/2022,1/29/2022,1600129314,1/29/2022,18:30:00,1/22/2022,11201606,2,30,,1200,1/22/2022,,,,00:00:00,"0,00","0,00","0,00",1/29/2022,18:49:48,18:49:48,,,1/29/2022,00:00:00,18:30:00,18:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/29/2022,OR001600129314,905 390,100,1,ЕО,2125,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,21592,300000001684,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","36 757 223,34","0,00","0,00","0,33",,,12002285,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD785-5 №1606,ЕТО 2 смена Komatsu HD785-5 №1606,ОТКР KKMP ДМНП ПКАЛ,Ходарев Вячеслав Анатольевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-014-02,C-VEROGM,1213011220,"0,00","0,00","0,00","0,00"
1200,100,7940393619,AETG,ЕТО,"0,33",1/30/2022,1/30/2022,1600129303,1/30/2022,06:30:00,1/22/2022,11201606,2,30,,1200,1/22/2022,,,,00:00:00,"0,00","0,00","0,00",1/30/2022,06:49:48,06:49:48,,,1/30/2022,00:00:00,06:30:00,06:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/30/2022,OR001600129303,905 379,100,1,ЕО,2125,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,21591,300000001684,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","36 757 223,34","0,00","0,00","0,33",,,12000846,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD785-5 №1606,ЕТО 1 смена Komatsu HD785-5 №1606,ОТКР KKMP ДМНП ПКАЛ,Кель Олег Владимирович,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-014-02,C-VEROGM,1213011220,"0,00","0,00","0,00","0,00"
1200,100,7940393642,AETG,ЕТО,"0,33",1/30/2022,1/30/2022,1600129316,1/30/2022,18:30:00,1/22/2022,11201606,2,30,,1200,1/22/2022,,,,00:00:00,"0,00","0,00","0,00",1/30/2022,18:49:48,18:49:48,,,1/30/2022,00:00:00,18:30:00,18:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/30/2022,OR001600129316,905 392,100,1,ЕО,2125,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,21592,300000001684,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","36 757 223,34","0,00","0,00","0,33",,,12002285,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD785-5 №1606,ЕТО 2 смена Komatsu HD785-5 №1606,ОТКР KKMP ДМНП ПКАЛ,Ходарев Вячеслав Анатольевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-014-02,C-VEROGM,1213011220,"0,00","0,00","0,00","0,00"
1200,100,7100522243,APP1,ТО1,"6,00",2/10/2022,2/10/2022,1100532596,2/10/2022,09:00:00,1/27/2022,11201606,2,30,,1200,9/20/2021,,,,00:00:00,"0,00","0,00","77 044,65",2/10/2022,15:00:00,15:00:00,,,2/4/2022,00:00:00,09:00:00,15:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,2/11/2022,OR001100532596,727 730,100,1,О1,O0000003,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МЕС  МТРЦ ПЗТГ ПТОМ ТКБЕ*,,,,,,,RUB,35169,100000019846,1200,,,,,,0,E01_01,"0,00","0,00","0,00","77 044,65","0,00","77 044,65","36 757 223,34","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный HD785-5 №1606,Техническое обслуживание 1,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ МТРЦ ТКБЕ ПЗТГ,"77 044,65","0,00","0,00","0,00","59 294,45","0,00","17 750,20","0,00","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-014-02,C-VEROGM,1213011220,"0,00","0,00","0,00","0,00"
1200,,7900000146,APB1,ЭПБ,"1,00",3/1/2022,3/1/2022,1350000206,3/1/2022,23:59:59,5/12/2021,11201606,2,30,,1200,4/22/2021,,,,00:00:00,"0,00","0,00","45 000,00",3/1/2022,01:00:00,00:00:00,,,3/1/2022,00:00:00,00:00:00,00:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,,OR001350000206,517 520,,1,,,,,,,,,,,,,,,,,1202,"0,00",ПЛАН МТРЦ,,,,,,,RUB,,,1200,,,,,,0,E01_01,"0,00","45 000,00","0,00","45 000,00","0,00","0,00","36 757 223,34","0,00","0,00","1,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"0,00","0,00","0,00","0,00",Самосвал карьерный HD785-5 №1606,Мероприятия ЭПБ,ОТКР ДМНП ПКАЛ,,ПЛАН МТРЦ,"45 000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000008664,03-CTT-KH04,Самосвал №1606,LT-1200-2022-2-032-01,C-VEROGM,1213011220,"0,00","0,00","0,00","0,00"
