Планир. завод,ГрупПлановик,Сообщение,Вид заказа,Вид работы ТОРО,ВремяРемПростояЗкз,БазисСрокНачала,БазисСрокКонца,Заказ,Ссылочная дата,Ссылочное время,Дата изменения,Рабочее место,Резерв./заявка,Тип заказа,ПроизвУчасток,БЕ,Дата ввода,ПоказанСчетчика,Факт. деблокир.,ФактичСрокКонца,Факт.окончание,Общий расчет,ОбщЗатраты/факт,ОбщЗатраты/план,ЗапланКонец,БазисВремяКонца,Конец: время,Бизнес-сфера,ФактСрокНачала,ЗапланНачало,ФактНчл/Врем,Время начала,Время начала,История с,СхемаКальк,ТоргДокумент,Позиция,КЕ,Ответств. МВЗ,Ведущий заказ,Метка удаления,ДатаЗаверш,ЕстьПодробТекст,ВышестоящЗаказ,Базисная ЕИ,Количество,Помещение,Имя списка,Плановая дата,Номер объекта,СписОбъект,ГрПлан/Техкарта,ИндПланирЗаказа,СчтГрупТехкарт,Группа,Почтовый индекс,МВП,Приоритет,СПП-элемент,Регион,Ревизия,Серийный номер,Материал,НазвСервПродукт,СервиснПродукт,Сектор,Сектор - Сбыт,Местоположение,Улица,ЗаводРасплТехОб,ПредварЗатраты,ПользовСтатус,Группа сбыта,СбытовОрганизац,СбытовОрганизац - Сб,ВышестОперация,Канал сбыта,Канал сбыта - Сбыт,Валюта,ПозПредупрТОРО,ПланПредупрТОРО,Завод,Код надбавки,Ид. причины,Причина корр-ки,ИндНаличПрикрДокум,ИмеютсяНеСоглЗапросы,ПериодРемCAPEX(мес),Класс ЕО,ПрочиеФакт,ПрочиеПлан,БюджетФактИтог,БюджетПланИтог,МТР ФактИтог,МТР ПланИтог,Стоимость новой ЕО,ТЗРФакт,ТЗРПлан,ОбщееВремяПростояЗкз,ОборудованиеНаГарант,Инд. статуса «ФИКС»,Отв. сотрудн. таб. №,НаименованиеКлассаЕО,МТРподр,НеобходимНарядДопуск,СтатВыдачиРазрешений,СистСтатСообщТОРО,КапитализирРемонт,Исходная стоимость,Дефицит,Требуемая стоимость,СППДефицит,%СтоимРемФСтоимНовЕО,%СтоимРемПСтоимНовЕО,СистСтатус,ВремяРемПростояТК,ОбщееВремяПростояТК,ВремяТехнПростояТК,Заказано УСО,Описание,Краткий текст,СистемнСтатус,Отв. сотрудник ФИО,ПользСтатус,ОбщСумма (План),ОбщаяСумма(Фкт),ФОТПлан,ФОТФакт,МатериалыПлан,МатериалыФакт,ЗапчастиПлан,ЗапчастиФакт,УСОПоРемонтуПлан,УСОПоРемонтуФакт,Ед. оборудов.,Техместо,Описание,СПП-ЗаголЗаказа,Отв. раб.место,МВЗ,ВремяТехнПростояЗкз,Фактический простой,Принято УСО,ПредвЗарегистрирУСО
1200,100,7100363594,APP1,ТО1,"6,00",7/27/2022,7/27/2022,1100361442,7/27/2022,09:00:00,1/11/2022,11411626,2,30,,1200,2/2/2021,,,,00:00:00,"0,00","0,00","199 901,99",7/27/2022,15:00:00,15:00:00,,,7/27/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,7/25/2022,OR001100361442,459 418,100,1,О1,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,36538,100000020556,1200,,,,,,0,E01_01,"0,00","0,00","0,00","163 078,11","0,00","163 078,11","44 082 874,46","0,00","0,00","6,00",X,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,Техническое обслуживание 1,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"199 901,99","0,00","36 823,88","0,00","75 981,58","0,00","87 096,53","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100382315,APP1,ТР,"20,00",8/17/2022,8/18/2022,1100381315,8/17/2022,23:00:00,12/9/2021,11411626,2,30,,1200,3/31/2021,,,,00:00:00,"0,00","0,00","0,00",8/18/2022,19:00:00,19:00:00,1200,,8/17/2022,00:00:00,23:00:00,23:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,8/28/2022,OR001100381315,499 851,100,1,ТР,O0000143,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,163668,100000061157,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","20,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"24,00","24,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,ТР Самосвал HD1500-8 №1626,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100363603,APP1,ТО3,"14,00",8/17/2022,8/17/2022,1100361451,8/17/2022,09:00:00,12/9/2021,11411626,2,30,,1200,2/2/2021,,,,00:00:00,"0,00","0,00","759 777,73",8/17/2022,23:00:00,23:00:00,,,8/17/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,8/17/2022,OR001100361451,459 427,100,1,О3,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,36540,100000020556,1200,,,,,,0,E01_01,"0,00","0,00","0,00","687 834,75","0,00","687 834,75","44 082 874,46","0,00","0,00","14,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,2,ОТКР ПКАЛ ДМНП,"14,00","14,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,Техническое обслуживание 3,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"759 777,73","0,00","71 942,98","0,00","377 731,28","0,00","310 103,47","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100382316,APP1,ТР,"20,00",9/9/2022,9/10/2022,1100381316,9/9/2022,15:00:00,12/9/2021,11411626,2,30,,1200,3/31/2021,,,,00:00:00,"0,00","0,00","0,00",9/10/2022,11:00:00,11:00:00,1200,,9/9/2022,00:00:00,15:00:00,15:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,9/27/2022,OR001100381316,499 852,100,1,ТР,O0000143,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,163668,100000061157,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","20,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"24,00","24,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,ТР Самосвал HD1500-8 №1626,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100363508,APP1,ТР,"55,00",9/9/2022,9/11/2022,1100361276,9/9/2022,09:00:00,12/9/2021,11411626,2,30,,1200,2/2/2021,,,,00:00:00,"0,00","0,00","446 319,26",9/11/2022,16:00:00,16:00:00,,,9/9/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,2/5/2022,OR001100361276,459 412,100,1,ТУ,N0000002,,,,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,24477,100000014394,1200,,,,,,18,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","55,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,1,ОТКР ПКАЛ ДМНП KKMP,"55,00","55,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,ТР рулевого управления,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"446 319,26","0,00","446 319,26","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100363509,APP1,ЗМН,"10,00",9/9/2022,9/9/2022,1100361277,9/9/2022,09:00:00,12/9/2021,11411626,2,30,,1200,2/2/2021,,,,00:00:00,"0,00","0,00","67 169,52",9/9/2022,19:00:00,19:00:00,,,9/9/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,7/30/2022,OR001100361277,459 413,100,1,ЗС,N0000002,,,,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,24496,100000014413,1200,,,,,,13,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","10,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"10,00","10,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,Замена колес,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"67 169,52","0,00","67 169,52","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100363595,APP1,ТО1,"6,00",9/9/2022,9/9/2022,1100361443,9/9/2022,09:00:00,1/11/2022,11411626,2,30,,1200,2/2/2021,,,,00:00:00,"0,00","0,00","199 901,99",9/9/2022,15:00:00,15:00:00,,,9/9/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,9/9/2022,OR001100361443,459 419,100,1,О1,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,36538,100000020556,1200,,,,,,0,E01_01,"0,00","0,00","0,00","163 078,11","0,00","163 078,11","44 082 874,46","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,Техническое обслуживание 1,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"199 901,99","0,00","36 823,88","0,00","75 981,58","0,00","87 096,53","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100365108,APP1,ТР1,"48,00",9/9/2022,9/11/2022,1100362964,9/9/2022,09:00:00,12/9/2021,11411626,2,30,,1200,2/2/2021,,,,00:00:00,"0,00","0,00","490 985,28",9/11/2022,09:00:00,09:00:00,,,9/9/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,5/18/2022,OR001100362964,460 993,100,1,29,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,36544,100000020558,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","48,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,1,ОТКР ПКАЛ ДМНП KKMP,"48,00","48,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,ТР1 ходовой части,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"490 985,28","0,00","490 985,28","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100363601,APP1,ТО2,"10,00",10/1/2022,10/1/2022,1100361449,10/1/2022,09:00:00,1/11/2022,11411626,2,30,,1200,2/2/2021,,,,00:00:00,"0,00","0,00","345 532,02",10/1/2022,19:00:00,19:00:00,,,10/1/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,10/2/2022,OR001100361449,459 425,100,1,О2,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,36539,100000020556,1200,,,,,,0,E01_01,"0,00","0,00","0,00","295 410,62","0,00","295 410,62","44 082 874,46","0,00","0,00","10,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,1,ОТКР ПКАЛ ДМНП,"10,00","10,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,Техническое обслуживание 2,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"345 532,02","0,00","50 121,40","0,00","118 632,58","0,00","176 778,04","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100382317,APP1,ТР,"20,00",10/24/2022,10/25/2022,1100381317,10/24/2022,15:00:00,12/9/2021,11411626,2,30,,1200,3/31/2021,,,,00:00:00,"0,00","0,00","0,00",10/25/2022,11:00:00,11:00:00,1200,,10/24/2022,00:00:00,15:00:00,15:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,10/27/2022,OR001100381317,499 853,100,1,ТР,O0000143,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,163668,100000061157,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","20,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"24,00","24,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,ТР Самосвал HD1500-8 №1626,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100363596,APP1,ТО1,"6,00",10/24/2022,10/24/2022,1100361444,10/24/2022,09:00:00,12/9/2021,11411626,2,30,,1200,2/2/2021,,,,00:00:00,"0,00","0,00","202 029,19",10/24/2022,15:00:00,15:00:00,,,10/24/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,10/25/2022,OR001100361444,459 420,100,1,О1,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,36538,100000020556,1200,,,,,,0,E01_01,"0,00","0,00","0,00","165 205,31","0,00","165 205,31","44 082 874,46","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,Техническое обслуживание 1,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"202 029,19","0,00","36 823,88","0,00","78 108,78","0,00","87 096,53","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100363604,APP1,ТО4,"24,00",11/12/2022,11/13/2022,1100361452,11/12/2022,09:00:00,12/9/2021,11411626,2,30,,1200,2/2/2021,,,,00:00:00,"0,00","0,00","826 721,49",11/13/2022,09:00:00,09:00:00,,,11/12/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,11/17/2022,OR001100361452,459 428,100,1,О4,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,36541,100000020556,1200,,,,,,0,E01_01,"0,00","0,00","0,00","706 020,93","0,00","706 020,93","44 082 874,46","0,00","0,00","24,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,2,ОТКР ПКАЛ ДМНП,"24,00","24,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,Техническое обслуживание 4,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"826 721,49","0,00","120 700,56","0,00","478 265,78","0,00","227 755,15","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100382318,APP1,ТР,"20,00",11/13/2022,11/14/2022,1100381318,11/13/2022,09:00:00,12/9/2021,11411626,2,30,,1200,3/31/2021,,,,00:00:00,"0,00","0,00","0,00",11/14/2022,05:00:00,05:00:00,1200,,11/13/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,11/26/2022,OR001100381318,499 854,100,1,ТР,O0000143,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,163668,100000061157,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","20,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"24,00","24,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,ТР Самосвал HD1500-8 №1626,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100382319,APP1,ТР,"20,00",12/10/2022,12/11/2022,1100381319,12/10/2022,15:00:00,12/9/2021,11411626,2,30,,1200,3/31/2021,,,,00:00:00,"0,00","0,00","0,00",12/11/2022,11:00:00,11:00:00,1200,,12/10/2022,00:00:00,15:00:00,15:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,12/26/2022,OR001100381319,499 855,100,1,ТР,O0000143,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  УТВГ,,,,,,,RUB,163668,100000061157,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","20,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"24,00","24,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,ТР Самосвал HD1500-8 №1626,ОТКР KKMP ДМНП ПКАЛ,,СГГС ГОД УТВГ ГИП,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7100363597,APP1,ТО1,"6,00",12/10/2022,12/10/2022,1100361445,12/10/2022,09:00:00,12/9/2021,11411626,2,30,,1200,2/2/2021,,,,00:00:00,"0,00","0,00","202 029,19",12/10/2022,15:00:00,15:00:00,,,12/10/2022,00:00:00,09:00:00,09:00:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,12/9/2022,OR001100361445,459 421,100,1,О1,O0000002,,,3,,,,,,,,,,,,1202,"0,00",СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВГ УТВП,,,,,,,RUB,36538,100000020556,1200,,,,,,0,E01_01,"0,00","0,00","0,00","165 205,31","0,00","165 205,31","44 082 874,46","0,00","0,00","6,00",,,,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП,"6,00","6,00","0,00","0,00",Самосвал карьерный HD1500-8 №1626,Техническое обслуживание 1,ОТКР ДМНП ПКАЛ,,СГГС ГОД УТВГ УТВП ГИП МТРЦ ТКБЕ,"202 029,19","0,00","36 823,88","0,00","78 108,78","0,00","87 096,53","0,00","0,00","0,00",100000021466,03-CTT-KM06,Самосвал №1626,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7940393635,AETG,ЕТО,"0,33",1/27/2022,1/27/2022,1600129309,1/27/2022,18:30:00,1/26/2022,11411627,3,30,,1200,1/22/2022,,1/26/2022,,00:00:00,"0,00","0,00","0,00",1/27/2022,18:49:48,18:49:48,,,1/27/2022,00:00:00,18:30:00,18:30:00,,PP-PC1,,000000,1000,,,,1/27/2022,,,,"0,000",,,1/27/2022,OR001600129309,905 385,100,1,ЕО,2568,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,23914,300000001861,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","0,33",,,12000428,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ СРНА ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD1500-8 №1627,ЕТО 2 смена HD1500-8 №1627,ДЕБЛ KKMP ДМНП ПКАЛ ПРВВ СРНА,Медведев Валентин Александрович,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000022743,03-CTT-KM07,Самосвал №1627,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,33","0,00","0,00"
1200,100,7940393612,AETG,ЕТО,"0,33",1/28/2022,1/28/2022,1600129276,1/28/2022,06:30:00,1/27/2022,11411627,3,30,,1200,1/22/2022,,1/27/2022,,00:00:00,"0,00","0,00","0,00",1/28/2022,06:49:48,06:49:48,,,1/28/2022,00:00:00,06:30:00,06:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/28/2022,OR001600129276,905 372,100,1,ЕО,2568,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,23913,300000001861,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","0,33",,,12000894,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ СРНА ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD1500-8 №1627,ЕТО 1 смена HD1500-8 №1627,ДЕБЛ KKMP ДМНП ПКАЛ ПРВВ СРНА,Конорюков Андрей Николаевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000022743,03-CTT-KM07,Самосвал №1627,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7940393637,AETG,ЕТО,"0,33",1/28/2022,1/28/2022,1600129311,1/28/2022,18:30:00,1/27/2022,11411627,3,30,,1200,1/22/2022,,1/27/2022,,00:00:00,"0,00","0,00","0,00",1/28/2022,18:49:48,18:49:48,,,1/28/2022,00:00:00,18:30:00,18:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/28/2022,OR001600129311,905 387,100,1,ЕО,2568,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,23914,300000001861,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","0,33",,,12000428,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ДЕБЛ ПКАЛ ПРВВ СРНА ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD1500-8 №1627,ЕТО 2 смена HD1500-8 №1627,ДЕБЛ KKMP ДМНП ПКАЛ ПРВВ СРНА,Медведев Валентин Александрович,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000022743,03-CTT-KM07,Самосвал №1627,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
1200,100,7940393614,AETG,ЕТО,"0,33",1/29/2022,1/29/2022,1600129278,1/29/2022,06:30:00,1/22/2022,11411627,2,30,,1200,1/22/2022,,,,00:00:00,"0,00","0,00","0,00",1/29/2022,06:49:48,06:49:48,,,1/29/2022,00:00:00,06:30:00,06:30:00,,PP-PC1,,000000,1000,,,,,,,,"0,000",,,1/29/2022,OR001600129278,905 374,100,1,ЕО,2568,,,,,,,,,,,,,,,1202,"0,00",ЗАПЛ УТВН,,,,,,,RUB,23913,300000001861,1200,,,,,,0,E01_01,"0,00","0,00","0,00","0,00","0,00","0,00","44 082 874,46","0,00","0,00","0,33",,,12000894,Самосвалы карьерные,,,0. Разрешений нет,СОРА ЗКПР,,"0,00","0,00","0,00",,0,0,ОТКР ПКАЛ ДМНП KKMP,"0,33","0,33","0,00","0,00",Самосвал карьерный HD1500-8 №1627,ЕТО 1 смена HD1500-8 №1627,ОТКР KKMP ДМНП ПКАЛ,Конорюков Андрей Николаевич,УТВН ЗАПЛ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",100000022743,03-CTT-KM07,Самосвал №1627,LT-1200-2022-2-014-02,C-VEROGM,1213011320,"0,00","0,00","0,00","0,00"
