BE_id,ЗаводРасположТехнОб,BE_name,eo_code,eo_subclass_id,eo_subclass_name,eo_model_id,eo_model_name,ТипЕдОборуд,eo_description,Группа плановиков,teh_mesto_id,teh_mesto_name,mvz,Серийный номер изготовителя,constr_type_id,constr_type_descr,Номер модели,operation_start_date,operation_finish_date_sap,expected_operation_finish_date,last_overhaul_date,konserv_start_date,konserv_finish_date,Вышестоящая ЕО,Инвентарный номер,Центр затрат,Название Центра затрат,Название вида оборудования,Название типа оборудования,Наименование МВЗ
1100,1105,"АО ""Полюс Красноярск""",100000099140,E01_01,Самосвалы карьерные,67,Самосвалы CAT 793D,O,Самосвал карьерный 793D №816,100,11-RUD-CGTR-SEBT-CDB6,Самосвал карьерный №816,1113011920,,960003596,793D_E01_01,,01.12.2023,,,,,,,Н/Д,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл220тн
1100,1105,"АО ""Полюс Красноярск""",100000099141,E01_01,Самосвалы карьерные,67,Самосвалы CAT 793D,O,Самосвал карьерный 793D №817,100,11-RUD-CGTR-SEBT-CDB7,Самосвал карьерный №817,1113011920,,960003596,793D_E01_01,,01.12.2023,,,,,,,Н/Д,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл220тн
1100,1105,"АО ""Полюс Красноярск""",100000099142,E01_01,Самосвалы карьерные,67,Самосвалы CAT 793D,O,Самосвал карьерный 793D №818,100,11-RUD-CGTR-SEBT-CDB8,Самосвал карьерный №818,1113011920,,960003596,793D_E01_01,,01.12.2023,,,,,,,Н/Д,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл220тн
1100,1105,"АО ""Полюс Красноярск""",100000099143,E01_01,Самосвалы карьерные,67,Самосвалы CAT 793D,O,Самосвал карьерный 793D №819,100,11-RUD-CGTR-SEBT-CDB9,Самосвал карьерный №819,1113011920,,960003596,793D_E01_01,,01.01.2024,,,,,,,Н/Д,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл220тн
1100,1105,"АО ""Полюс Красноярск""",100000099144,E01_01,Самосвалы карьерные,67,Самосвалы CAT 793D,O,Самосвал карьерный 793D №820,100,11-RUD-CGTR-SEBT-CDB0,Самосвал карьерный №820,1113011920,,960003596,793D_E01_01,,01.01.2024,,,,,,,Н/Д,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл220тн
1100,1105,"АО ""Полюс Красноярск""",100000099145,E01_01,Самосвалы карьерные,67,Самосвалы CAT 793D,O,Самосвал карьерный 793D №821,100,11-RUD-CGTR-SEBT-CDC1,Самосвал карьерный №821,1113011920,,960003596,793D_E01_01,,01.01.2024,,,,,,,Н/Д,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл220тн
1100,1105,"АО ""Полюс Красноярск""",100000099146,E01_01,Самосвалы карьерные,67,Самосвалы CAT 793D,O,Самосвал карьерный 793D №822,100,11-RUD-CGTR-SEBT-CDC2,Самосвал карьерный №822,1113011920,,960003596,793D_E01_01,,01.01.2024,,,,,,,Н/Д,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл220тн
1100,1105,"АО ""Полюс Красноярск""",100000099147,E01_01,Самосвалы карьерные,67,Самосвалы CAT 793D,O,Самосвал карьерный 793D №823,100,11-RUD-CGTR-SEBT-CDC3,Самосвал карьерный №823,1113011920,,960003596,793D_E01_01,,01.01.2024,,,,,,,Н/Д,111301,Парки БА,Транспорт,Основной,СЭБТ-Катерпилл220тн
1400,1402,"АО ""Полюс Магадан""",100000100295,E01_01,Самосвалы карьерные,69,Самосвалы Komatsu 730E-8,O,Самосвал карьерный 730E-8 №52,100,05-KAR-UTTR-K818,Самосвал карьерный №52,1413011320,A40065,960003680,730E-8_E01_01,,01.06.2022,,,,,,,НЕТ,141301,Парки БА,Транспорт,Основной,АТЦПркАвтKomat730E
1400,1402,"АО ""Полюс Магадан""",100000100299,E01_01,Самосвалы карьерные,69,Самосвалы Komatsu 730E-8,O,Самосвал карьерный 730E-8 №53,100,05-KAR-UTTR-K819,Самосвал карьерный №53,1413011320,,960003680,730E-8_E01_01,,01.06.2022,,,,,,,НЕТ,141301,Парки БА,Транспорт,Основной,АТЦПркАвтKomat730E
1400,1402,"АО ""Полюс Магадан""",100000084384,E01_01,Самосвалы карьерные,71,Самосвалы Komatsu HD1500-7,O,Самосвал карьерный HD1500-7 №1,100,05-KAR-UTTR-K701,Самосвал карьерный №1,1413011120,80100,960003681,HD1500-7_E01_01,,01.08.2012,,,,,,,Р00001817,141301,Парки БА,Транспорт,Основной,АТЦПркАвтKomtHD1500
1400,1402,"АО ""Полюс Магадан""",100000084385,E01_01,Самосвалы карьерные,71,Самосвалы Komatsu HD1500-7,O,Самосвал карьерный HD1500-7 №2,100,05-KAR-UTTR-K705,Самосвал карьерный №2,1413011120,80101,960003681,HD1500-7_E01_01,,01.08.2012,,,,,,,Р00001818,141301,Парки БА,Транспорт,Основной,АТЦПркАвтKomtHD1500
1400,1402,"АО ""Полюс Магадан""",100000084386,E01_01,Самосвалы карьерные,71,Самосвалы Komatsu HD1500-7,O,Самосвал карьерный HD1500-7 №3,100,05-KAR-UTTR-K706,Самосвал карьерный №3,1413011120,80102,960003681,HD1500-7_E01_01,,01.08.2012,,,,,,,Р00001819,141301,Парки БА,Транспорт,Основной,АТЦПркАвтKomtHD1500
1400,1402,"АО ""Полюс Магадан""",100000084387,E01_01,Самосвалы карьерные,71,Самосвалы Komatsu HD1500-7,O,Самосвал карьерный HD1500-7 №4,100,05-KAR-UTTR-K707,Самосвал карьерный №4,1413011120,80103,960003681,HD1500-7_E01_01,,01.08.2012,,,,,,,Р00001820,141301,Парки БА,Транспорт,Основной,АТЦПркАвтKomtHD1500
1400,1402,"АО ""Полюс Магадан""",100000084388,E01_01,Самосвалы карьерные,71,Самосвалы Komatsu HD1500-7,O,Самосвал карьерный HD1500-7 №5,100,05-KAR-UTTR-K708,Самосвал карьерный №5,1413011120,80199,960003681,HD1500-7_E01_01,,31.03.2013,,,,,,,Р00002569,141301,Парки БА,Транспорт,Основной,АТЦПркАвтKomtHD1500
