eo_code,Заказ,Сообщение,Вид заказа,Вид работы ТОРО,Время ремонтного простоя (Зкз),Базисный срок начала,Базисный срок конца,БЕ,СчетГруппТехкарт,Группа,Системный статус сообщения ТОРО,СистСтатус,Время ремонтного простоя (ТК),Метка удаления,Фактический простой,Класс ЕО
100000036242,1100816688,7100806109,APP1,ТР,"15,00",3/29/2023,3/30/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816188,7100805691,APP1,ТО1,"3,20",4/4/2023,4/4/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036242,1100633320,7100624637,APP1,ТО3,"17,60",4/9/2023,4/10/2023,1100,О3,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"6,40",,"0,00",E01_01
100000036242,1100816689,7100806120,APP1,ТР,"15,00",4/10/2023,4/11/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816690,7100806121,APP1,ТР,"15,00",4/22/2023,4/23/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816195,7100805698,APP1,ТО2,"5,30",4/28/2023,4/28/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036242,1100633256,7100624633,APP1,ТО1,"8,80",5/3/2023,5/3/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036242,1100816691,7100806122,APP1,ТР,"15,00",5/3/2023,5/4/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816692,7100806123,APP1,ТР,"15,00",5/15/2023,5/16/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816189,7100805692,APP1,ТО1,"3,20",5/21/2023,5/21/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036242,1100633259,7100624636,APP1,ТО2,"14,60",5/26/2023,5/26/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036242,1100816693,7100806124,APP1,ТР,"15,00",5/27/2023,5/28/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816694,7100806125,APP1,ТР,"15,00",6/8/2023,6/9/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816198,7100805701,APP1,ТО3,"6,40",6/14/2023,6/14/2023,1100,О3,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"6,40",,"0,00",E01_01
100000036242,1100816695,7100806126,APP1,ТР,"15,00",6/19/2023,6/20/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816696,7100806127,APP1,ТР,"15,00",7/1/2023,7/2/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816190,7100805693,APP1,ТО1,"3,20",7/7/2023,7/7/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036242,1100816697,7100806128,APP1,ТР,"15,00",7/13/2023,7/14/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816698,7100806129,APP1,ТР,"15,00",7/25/2023,7/26/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816196,7100805699,APP1,ТО2,"5,30",7/31/2023,7/31/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036242,1100816699,7100806130,APP1,ТР,"15,00",8/6/2023,8/7/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816700,7100806131,APP1,ТР,"15,00",8/17/2023,8/18/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816191,7100805694,APP1,ТО1,"3,20",8/23/2023,8/23/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036242,1100816701,7100806132,APP1,ТР,"15,00",8/29/2023,8/30/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816702,7100806133,APP1,ТР,"15,00",9/10/2023,9/11/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816281,7100805704,APP1,ТО6,"10,40",9/16/2023,9/16/2023,1100,О6,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"10,40",,"0,00",E01_01
100000036242,1100816703,7100806134,APP1,ТР,"15,00",9/22/2023,9/23/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816704,7100806135,APP1,ТР,"15,00",10/3/2023,10/4/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816192,7100805695,APP1,ТО1,"3,20",10/9/2023,10/9/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036242,1100816705,7100806136,APP1,ТР,"15,00",10/15/2023,10/16/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816706,7100806137,APP1,ТР,"15,00",10/27/2023,10/28/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816197,7100805700,APP1,ТО2,"5,30",11/2/2023,11/2/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036242,1100816707,7100806138,APP1,ТР,"15,00",11/8/2023,11/9/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816708,7100806139,APP1,ТР,"15,00",11/19/2023,11/20/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816193,7100805696,APP1,ТО1,"3,20",11/26/2023,11/26/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036242,1100816709,7100806140,APP1,ТР,"15,00",12/1/2023,12/2/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816710,7100806141,APP1,ТР,"15,00",12/13/2023,12/14/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242,1100816199,7100805702,APP1,ТО3,"6,40",12/19/2023,12/19/2023,1100,О3,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"6,40",,"0,00",E01_01
100000036242,1100816711,7100806142,APP1,ТР,"15,00",12/25/2023,12/26/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036242 (53),,,,,,,,,,,,,,,,
100000036243,1100816557,7100805988,APP1,ТР,"15,00",1/7/2023,1/8/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816558,7100805989,APP1,ТР,"15,00",1/19/2023,1/20/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816569,7100805992,APP1,ТО4,"7,00",1/24/2023,1/24/2023,1100,О4,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"7,00",,"0,00",E01_01
100000036243,1100816559,7100806000,APP1,ТР,"15,00",1/31/2023,2/1/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816580,7100806001,APP1,ТР,"15,00",2/12/2023,2/13/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816476,7100805899,APP1,ТО1,"3,20",2/16/2023,2/16/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036243,1100816581,7100806002,APP1,ТР,"15,00",2/24/2023,2/25/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816582,7100806003,APP1,ТР,"15,00",3/7/2023,3/8/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816563,7100805976,APP1,ТО2,"5,30",3/12/2023,3/12/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036243,1100816583,7100806004,APP1,ТР,"15,00",3/19/2023,3/20/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816584,7100806005,APP1,ТР,"15,00",3/31/2023,4/1/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816477,7100805970,APP1,ТО1,"3,20",4/4/2023,4/4/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036243,1100816585,7100806006,APP1,ТР,"15,00",4/12/2023,4/13/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816586,7100806007,APP1,ТР,"15,00",4/23/2023,4/24/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816567,7100805990,APP1,ТО3,"6,40",4/28/2023,4/28/2023,1100,О3,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"6,40",,"0,00",E01_01
100000036243,1100816587,7100806008,APP1,ТР,"15,00",5/5/2023,5/6/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816588,7100806009,APP1,ТР,"15,00",5/17/2023,5/18/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816478,7100805971,APP1,ТО1,"3,20",5/21/2023,5/21/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036243,1100816589,7100806010,APP1,ТР,"15,00",5/29/2023,5/30/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816590,7100806011,APP1,ТР,"15,00",6/9/2023,6/10/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816564,7100805977,APP1,ТО2,"5,30",6/14/2023,6/14/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036243,1100816591,7100806012,APP1,ТР,"15,00",6/21/2023,6/22/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816592,7100806013,APP1,ТР,"15,00",7/3/2023,7/4/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816479,7100805972,APP1,ТО1,"3,20",7/8/2023,7/8/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036243,1100816593,7100806014,APP1,ТР,"15,00",7/15/2023,7/16/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816594,7100806015,APP1,ТР,"15,00",7/27/2023,7/28/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816570,7100805993,APP1,ТО6,"10,40",7/31/2023,7/31/2023,1100,О6,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"10,40",,"0,00",E01_01
100000036243,1100816595,7100806016,APP1,ТР,"15,00",8/7/2023,8/8/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816596,7100806017,APP1,ТР,"15,00",8/19/2023,8/20/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816560,7100805973,APP1,ТО1,"3,20",8/24/2023,8/24/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036243,1100816597,7100806018,APP1,ТР,"15,00",8/31/2023,9/1/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816598,7100806019,APP1,ТР,"15,00",9/12/2023,9/13/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816565,7100805978,APP1,ТО2,"5,30",9/16/2023,9/16/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036243,1100816599,7100806020,APP1,ТР,"15,00",9/23/2023,9/24/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816600,7100806021,APP1,ТР,"15,00",10/5/2023,10/6/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816561,7100805974,APP1,ТО1,"3,20",10/10/2023,10/10/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036243,1100816601,7100806022,APP1,ТР,"15,00",10/17/2023,10/18/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816602,7100806023,APP1,ТР,"15,00",10/29/2023,10/30/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816568,7100805991,APP1,ТО3,"6,40",11/2/2023,11/2/2023,1100,О3,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"6,40",,"0,00",E01_01
100000036243,1100816603,7100806024,APP1,ТР,"15,00",11/9/2023,11/10/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816604,7100806025,APP1,ТР,"15,00",11/21/2023,11/22/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816562,7100805975,APP1,ТО1,"3,20",11/26/2023,11/26/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036243,1100816605,7100806026,APP1,ТР,"15,00",12/3/2023,12/4/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816606,7100806027,APP1,ТР,"15,00",12/15/2023,12/16/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243,1100816566,7100805979,APP1,ТО2,"5,30",12/19/2023,12/19/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036243,1100816607,7100806028,APP1,ТР,"15,00",12/26/2023,12/27/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036243 (46),,,,,,,,,,,,,,,,
100000036245,1100816609,7100806070,APP1,ТР,"15,00",1/7/2023,1/8/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816610,7100806071,APP1,ТР,"15,00",1/19/2023,1/20/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816183,7100805596,APP1,ТО3,"6,40",1/24/2023,1/24/2023,1100,О3,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"6,40",,"0,00",E01_01
100000036245,1100816611,7100806072,APP1,ТР,"15,00",1/31/2023,2/1/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816612,7100806073,APP1,ТР,"15,00",2/12/2023,2/13/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100815252,7100804705,APP1,ТО1,"3,20",2/16/2023,2/16/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036245,1100816613,7100806074,APP1,ТР,"15,00",2/24/2023,2/25/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816614,7100806075,APP1,ТР,"15,00",3/7/2023,3/8/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100815259,7100805592,APP1,ТО2,"5,30",3/12/2023,3/12/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036245,1100816615,7100806076,APP1,ТР,"15,00",3/19/2023,3/20/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816616,7100806077,APP1,ТР,"15,00",3/31/2023,4/1/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100815253,7100804706,APP1,ТО1,"3,20",4/4/2023,4/4/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036245,1100816617,7100806078,APP1,ТР,"15,00",4/12/2023,4/13/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816618,7100806079,APP1,ТР,"15,00",4/23/2023,4/24/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816186,7100805599,APP1,ТО6,"10,40",4/28/2023,4/28/2023,1100,О6,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"10,40",,"0,00",E01_01
100000036245,1100816619,7100806080,APP1,ТР,"15,00",5/5/2023,5/6/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816660,7100806081,APP1,ТР,"15,00",5/17/2023,5/18/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100815254,7100804707,APP1,ТО1,"3,20",5/21/2023,5/21/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036245,1100816661,7100806082,APP1,ТР,"15,00",5/29/2023,5/30/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816662,7100806083,APP1,ТР,"15,00",6/9/2023,6/10/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816180,7100805593,APP1,ТО2,"5,30",6/14/2023,6/14/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036245,1100816663,7100806084,APP1,ТР,"15,00",6/21/2023,6/22/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816664,7100806085,APP1,ТР,"15,00",7/3/2023,7/4/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100815255,7100804708,APP1,ТО1,"3,20",7/7/2023,7/7/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036245,1100816665,7100806086,APP1,ТР,"15,00",7/15/2023,7/16/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816666,7100806087,APP1,ТР,"15,00",7/27/2023,7/28/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816184,7100805597,APP1,ТО3,"6,40",7/31/2023,7/31/2023,1100,О3,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"6,40",,"0,00",E01_01
100000036245,1100816667,7100806088,APP1,ТР,"15,00",8/7/2023,8/8/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816668,7100806089,APP1,ТР,"15,00",8/19/2023,8/20/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100815256,7100804709,APP1,ТО1,"3,20",8/23/2023,8/23/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036245,1100816669,7100806090,APP1,ТР,"15,00",8/31/2023,9/1/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816670,7100806091,APP1,ТР,"15,00",9/12/2023,9/13/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816181,7100805594,APP1,ТО2,"5,30",9/16/2023,9/16/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036245,1100816671,7100806092,APP1,ТР,"15,00",9/23/2023,9/24/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816672,7100806093,APP1,ТР,"15,00",10/5/2023,10/6/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100815257,7100805590,APP1,ТО1,"3,20",10/10/2023,10/10/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036245,1100816673,7100806094,APP1,ТР,"15,00",10/17/2023,10/18/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816674,7100806095,APP1,ТР,"15,00",10/29/2023,10/30/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816185,7100805598,APP1,ТО4,"7,00",11/2/2023,11/2/2023,1100,О4,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"7,00",,"0,00",E01_01
100000036245,1100816675,7100806096,APP1,ТР,"15,00",11/9/2023,11/10/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816676,7100806097,APP1,ТР,"15,00",11/21/2023,11/22/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100815258,7100805591,APP1,ТО1,"3,20",11/26/2023,11/26/2023,1100,О1,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"3,20",,"0,00",E01_01
100000036245,1100816677,7100806098,APP1,ТР,"15,00",12/3/2023,12/4/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816678,7100806099,APP1,ТР,"15,00",12/15/2023,12/16/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245,1100816182,7100805595,APP1,ТО2,"5,30",12/19/2023,12/19/2023,1100,О2,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,30",,"0,00",E01_01
100000036245,1100816679,7100806100,APP1,ТР,"15,00",12/26/2023,12/27/2023,1100,ТР,A0003598,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036245 (46),,,,,,,,,,,,,,,,
100000036418,1100808190,7100797632,APP1,ТР,"15,00",1/10/2023,1/11/2023,1100,ТР,A0003596,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000036418,1100812375,7100801838,APP1,КР,"600,00",1/15/2023,2/9/2023,1100,КК,A0003596,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"600,00",,"0,00",E01_01
