eo_code,Заказ,Сообщение,Вид заказа,Вид работы ТОРО,Время ремонтного простоя (Зкз),Базисный срок начала,Базисный срок конца,БЕ,СчетГруппТехкарт,Группа,Системный статус сообщения ТОРО,СистСтатус,Время ремонтного простоя (ТК),Метка удаления,Фактический простой,Класс ЕО
100000065617,1100800752,7100790199,APP1,ТО6,"13,90",5/23/2023,5/23/2023,1100,О6,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"13,90",,"0,00",E01_01
100000065617,1100802768,7100792203,APP1,ТР,"15,00",5/27/2023,5/28/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100802770,7100792204,APP1,ТР,"15,00",6/9/2023,6/10/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100800742,7100790169,APP1,ТО1,"4,50",6/17/2023,6/17/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065617,1100802772,7100792207,APP1,ТР,"15,00",6/21/2023,6/22/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100802774,7100792209,APP1,ТР,"15,00",7/4/2023,7/5/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100800747,7100790194,APP1,ТО2,"5,50",7/12/2023,7/12/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
100000065617,1100802776,7100792211,APP1,ТР,"15,00",7/16/2023,7/17/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100802778,7100792213,APP1,ТР,"15,00",7/29/2023,7/30/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100800743,7100790190,APP1,ТО1,"4,50",8/6/2023,8/6/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065617,1100802780,7100792214,APP1,ТР,"15,00",8/10/2023,8/11/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100802781,7100792217,APP1,ТР,"15,00",8/23/2023,8/24/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100800750,7100790197,APP1,ТО3,"7,70",8/31/2023,8/31/2023,1100,О3,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"7,70",,"0,00",E01_01
100000065617,1100802783,7100792218,APP1,ТР,"15,00",9/4/2023,9/5/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100802786,7100792221,APP1,ТР,"15,00",9/17/2023,9/18/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100800744,7100790191,APP1,ТО1,"4,50",9/25/2023,9/25/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065617,1100802788,7100792223,APP1,ТР,"15,00",9/29/2023,9/30/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100802790,7100792225,APP1,ТР,"15,00",10/12/2023,10/13/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100800748,7100790195,APP1,ТО2,"5,50",10/20/2023,10/20/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
100000065617,1100802792,7100792226,APP1,ТР,"15,00",10/24/2023,10/25/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100802793,7100792229,APP1,ТР,"15,00",11/6/2023,11/7/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100800745,7100790192,APP1,ТО1,"4,50",11/14/2023,11/14/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065617,1100802796,7100792231,APP1,ТР,"15,00",11/18/2023,11/19/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100802798,7100792233,APP1,ТР,"15,00",12/1/2023,12/2/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100800751,7100790198,APP1,ТО4,"12,90",12/9/2023,12/9/2023,1100,О4,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"12,90",,"0,00",E01_01
100000065617,1100802799,7100792234,APP1,ТР,"15,00",12/13/2023,12/14/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617,1100802801,7100792236,APP1,ТР,"15,00",12/26/2023,12/27/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065617 (42),,,,,,,,,,,,,,,,
100000065618,1100800785,7100790222,APP1,ТО4,"12,90",1/22/2023,1/22/2023,1100,О4,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"12,90",,"0,00",E01_01
100000065618,1100802807,7100792272,APP1,ТР,"15,00",2/8/2023,2/9/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800753,7100790210,APP1,ТО1,"4,50",2/16/2023,2/16/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065618,1100802809,7100792274,APP1,ТР,"15,00",2/21/2023,2/22/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802811,7100792276,APP1,ТР,"15,00",3/5/2023,3/6/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800780,7100790217,APP1,ТО2,"5,50",3/12/2023,3/12/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
100000065618,1100802813,7100792278,APP1,ТР,"15,00",3/17/2023,3/18/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802815,7100792280,APP1,ТР,"15,00",3/30/2023,3/31/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800754,7100790211,APP1,ТО1,"4,50",4/6/2023,4/6/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065618,1100802817,7100792282,APP1,ТР,"15,00",4/11/2023,4/12/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802819,7100792284,APP1,ТР,"15,00",4/23/2023,4/24/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800783,7100790220,APP1,ТО3,"7,70",5/1/2023,5/1/2023,1100,О3,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"7,70",,"0,00",E01_01
100000065618,1100802841,7100792286,APP1,ТР,"15,00",5/6/2023,5/7/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802843,7100792288,APP1,ТР,"15,00",5/18/2023,5/19/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800755,7100790212,APP1,ТО1,"4,50",5/25/2023,5/25/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065618,1100802845,7100792290,APP1,ТР,"15,00",5/30/2023,5/31/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802847,7100792291,APP1,ТР,"15,00",6/12/2023,6/13/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800781,7100790218,APP1,ТО2,"5,50",6/19/2023,6/19/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
100000065618,1100802849,7100792293,APP1,ТР,"15,00",6/24/2023,6/25/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802851,7100792295,APP1,ТР,"15,00",7/6/2023,7/7/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800756,7100790213,APP1,ТО1,"4,50",7/14/2023,7/14/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065618,1100802852,7100792297,APP1,ТР,"15,00",7/19/2023,7/20/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802854,7100792299,APP1,ТР,"15,00",7/31/2023,8/1/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800786,7100790223,APP1,ТО6,"13,90",8/7/2023,8/7/2023,1100,О6,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"13,90",,"0,00",E01_01
100000065618,1100802856,7100792301,APP1,ТР,"15,00",8/12/2023,8/13/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802858,7100792303,APP1,ТР,"15,00",8/25/2023,8/26/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800757,7100790214,APP1,ТО1,"4,50",9/1/2023,9/1/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065618,1100802860,7100792305,APP1,ТР,"15,00",9/6/2023,9/7/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802862,7100792307,APP1,ТР,"15,00",9/18/2023,9/19/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800782,7100790219,APP1,ТО2,"5,50",9/26/2023,9/26/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
100000065618,1100802864,7100792309,APP1,ТР,"15,00",10/1/2023,10/2/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802866,7100792311,APP1,ТР,"15,00",10/13/2023,10/14/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800758,7100790215,APP1,ТО1,"4,50",10/20/2023,10/20/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065618,1100802868,7100792313,APP1,ТР,"15,00",10/25/2023,10/26/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802870,7100792315,APP1,ТР,"15,00",11/7/2023,11/8/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800784,7100790221,APP1,ТО3,"7,70",11/14/2023,11/14/2023,1100,О3,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"7,70",,"0,00",E01_01
100000065618,1100802873,7100792317,APP1,ТР,"15,00",11/19/2023,11/20/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802875,7100792320,APP1,ТР,"15,00",12/1/2023,12/2/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100800759,7100790216,APP1,ТО1,"4,50",12/9/2023,12/9/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065618,1100802877,7100792322,APP1,ТР,"15,00",12/14/2023,12/15/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618,1100802879,7100792324,APP1,ТР,"15,00",12/26/2023,12/27/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065618 (41),,,,,,,,,,,,,,,,
100000065619,1100800794,7100790231,APP1,ТО2,"5,50",1/15/2023,1/15/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
100000065619,1100802920,7100792325,APP1,ТР,"15,00",1/23/2023,1/24/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802921,7100792326,APP1,ТР,"15,00",2/4/2023,2/5/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800787,7100790224,APP1,ТО1,"4,50",2/9/2023,2/9/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065619,1100802922,7100792327,APP1,ТР,"15,00",2/17/2023,2/18/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802923,7100792328,APP1,ТР,"15,00",3/1/2023,3/2/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800800,7100790237,APP1,ТО4,"12,90",3/6/2023,3/6/2023,1100,О4,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"12,90",,"0,00",E01_01
100000065619,1100802924,7100792329,APP1,ТР,"15,00",3/14/2023,3/15/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802925,7100792360,APP1,ТР,"15,00",3/26/2023,3/27/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800788,7100790225,APP1,ТО1,"4,50",3/31/2023,3/31/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065619,1100802926,7100792361,APP1,ТР,"15,00",4/8/2023,4/9/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802927,7100792362,APP1,ТР,"15,00",4/20/2023,4/21/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800795,7100790232,APP1,ТО2,"5,50",4/25/2023,4/25/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
100000065619,1100802928,7100792363,APP1,ТР,"15,00",5/3/2023,5/4/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802929,7100792364,APP1,ТР,"15,00",5/15/2023,5/16/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800789,7100790226,APP1,ТО1,"4,50",5/20/2023,5/20/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065619,1100802930,7100792365,APP1,ТР,"15,00",5/28/2023,5/29/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802931,7100792366,APP1,ТР,"15,00",6/9/2023,6/10/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800798,7100790235,APP1,ТО3,"7,70",6/14/2023,6/14/2023,1100,О3,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"7,70",,"0,00",E01_01
100000065619,1100802932,7100792367,APP1,ТР,"15,00",6/22/2023,6/23/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802933,7100792368,APP1,ТР,"15,00",7/4/2023,7/5/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800790,7100790227,APP1,ТО1,"4,50",7/9/2023,7/9/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065619,1100802934,7100792369,APP1,ТР,"15,00",7/17/2023,7/18/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802936,7100792371,APP1,ТР,"15,00",7/29/2023,7/30/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800796,7100790233,APP1,ТО2,"5,50",8/3/2023,8/3/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
100000065619,1100802937,7100792372,APP1,ТР,"15,00",8/11/2023,8/12/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802939,7100792374,APP1,ТР,"15,00",8/23/2023,8/24/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800791,7100790228,APP1,ТО1,"4,50",8/28/2023,8/28/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065619,1100802941,7100792376,APP1,ТР,"15,00",9/5/2023,9/6/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802943,7100792378,APP1,ТР,"15,00",9/17/2023,9/18/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800801,7100790238,APP1,ТО6,"13,90",9/22/2023,9/22/2023,1100,О6,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"13,90",,"0,00",E01_01
100000065619,1100802945,7100792380,APP1,ТР,"15,00",9/30/2023,10/1/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802947,7100792382,APP1,ТР,"15,00",10/12/2023,10/13/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800792,7100790229,APP1,ТО1,"4,50",10/17/2023,10/17/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065619,1100802949,7100792384,APP1,ТР,"15,00",10/25/2023,10/26/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802951,7100792386,APP1,ТР,"15,00",11/6/2023,11/7/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800797,7100790234,APP1,ТО2,"5,50",11/11/2023,11/11/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
100000065619,1100802953,7100792389,APP1,ТР,"15,00",11/19/2023,11/20/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802955,7100792390,APP1,ТР,"15,00",12/1/2023,12/2/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800793,7100790230,APP1,ТО1,"4,50",12/6/2023,12/6/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065619,1100802958,7100792393,APP1,ТР,"15,00",12/14/2023,12/15/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100802960,7100792395,APP1,ТР,"15,00",12/26/2023,12/27/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065619,1100800799,7100790236,APP1,ТО3,"7,70",12/31/2023,12/31/2023,1100,О3,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"7,70",,"0,00",E01_01
100000065619 (43),,,,,,,,,,,,,,,,
100000065620,1100800802,7100790239,APP1,ТО1,"4,50",1/18/2023,1/18/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065620,1100802976,7100792411,APP1,ТР,"15,00",1/24/2023,1/25/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100802977,7100792412,APP1,ТР,"15,00",2/6/2023,2/7/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100800815,7100790302,APP1,ТО4,"12,90",2/11/2023,2/11/2023,1100,О4,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"12,90",,"0,00",E01_01
100000065620,1100802978,7100792413,APP1,ТР,"15,00",2/18/2023,2/19/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100802979,7100792414,APP1,ТР,"15,00",3/2/2023,3/3/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100800803,7100790280,APP1,ТО1,"4,50",3/8/2023,3/8/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065620,1100803020,7100792415,APP1,ТР,"15,00",3/15/2023,3/16/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100803021,7100792416,APP1,ТР,"15,00",3/27/2023,3/28/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100800810,7100790287,APP1,ТО2,"5,50",4/2/2023,4/2/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
100000065620,1100803022,7100792417,APP1,ТР,"15,00",4/8/2023,4/9/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100803023,7100792418,APP1,ТР,"15,00",4/21/2023,4/22/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100800804,7100790281,APP1,ТО1,"4,50",4/26/2023,4/26/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065620,1100803024,7100792419,APP1,ТР,"15,00",5/3/2023,5/4/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100803025,7100792450,APP1,ТР,"15,00",5/15/2023,5/16/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100800813,7100790300,APP1,ТО3,"7,70",5/21/2023,5/21/2023,1100,О3,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"7,70",,"0,00",E01_01
100000065620,1100803026,7100792451,APP1,ТР,"15,00",5/28/2023,5/29/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100803027,7100792452,APP1,ТР,"15,00",6/9/2023,6/10/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100800805,7100790282,APP1,ТО1,"4,50",6/14/2023,6/14/2023,1100,О1,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"4,50",,"0,00",E01_01
100000065620,1100803028,7100792453,APP1,ТР,"15,00",6/21/2023,6/22/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100803029,7100792454,APP1,ТР,"15,00",7/4/2023,7/5/2023,1100,ТР,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"15,00",,"0,00",E01_01
100000065620,1100800811,7100790288,APP1,ТО2,"5,50",7/9/2023,7/9/2023,1100,О2,A0000001,СОРА ЗКПР,ОТКР ПКАЛ ДМНП KKMP,"5,50",,"0,00",E01_01
