month_year,month_year_sort_index,level_1_description,eo_model_name,eo_code,count
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065548,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054857,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054858,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054859,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054860,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054861,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054978,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054979,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054980,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054981,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054982,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054983,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054984,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054985,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054986,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054987,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054988,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054989,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054856,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054990,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054855,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054853,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026804,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026805,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026806,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026807,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026808,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026809,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026810,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036418,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036420,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036421,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054846,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054847,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054848,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054849,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054850,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054851,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054852,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054854,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054991,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065547,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054993,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065527,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065528,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065529,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065530,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065531,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065532,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065536,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065537,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065538,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065539,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065540,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065541,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065542,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065543,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065544,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065546,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054992,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065526,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065525,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065535,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065523,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065524,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054995,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054996,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054997,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054998,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054999,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065512,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065513,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065511,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065515,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054994,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065516,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065517,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065518,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065519,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065520,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065521,1
1_2023,1,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065514,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065516,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065521,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065520,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065519,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065518,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065517,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065515,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054995,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065513,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065512,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065511,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054999,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054998,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054997,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054996,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065523,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065514,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065524,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065546,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065526,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054994,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065544,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065543,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065542,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065541,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065540,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065539,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065538,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065537,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065536,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065535,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065532,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065531,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065530,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065529,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065528,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065527,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065525,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054993,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054857,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054991,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054852,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054851,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054850,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054849,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054848,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054847,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054846,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036421,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036420,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036418,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026810,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026809,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026808,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026807,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026806,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026805,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065547,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054853,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054992,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054854,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054856,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054990,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054989,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054988,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054987,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054986,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054985,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054984,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054983,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054982,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054981,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054980,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054979,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054978,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054861,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054860,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054859,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054858,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054855,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026804,1
2_2023,2,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065548,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026804,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065521,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065520,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065519,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065518,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065517,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065516,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065515,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065523,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065514,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065512,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065511,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054999,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054998,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054997,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054996,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054995,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065513,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065525,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065526,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065527,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065547,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065546,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065544,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065543,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065542,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065541,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065540,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065539,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065538,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065537,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065536,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065535,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065532,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065531,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065530,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065529,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065528,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054994,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054993,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065524,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054991,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054853,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054852,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054851,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054850,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054849,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054848,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054847,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054846,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054854,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036421,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036418,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026810,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026809,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026808,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026807,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026806,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026805,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054992,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036420,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054855,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065548,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054990,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054856,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054989,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054988,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054987,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054986,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054984,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054983,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054982,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054985,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054980,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054979,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054978,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054857,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054861,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054860,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054859,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054858,1
3_2023,3,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054981,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065516,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065517,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065521,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065519,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065520,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065515,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065518,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065514,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054994,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065512,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065511,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054999,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054998,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054997,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054996,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054995,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065523,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065513,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065524,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065536,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065526,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065547,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065546,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065544,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065543,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065542,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065541,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065540,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065539,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065538,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065537,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065535,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065532,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065531,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065530,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065529,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065528,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065527,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065525,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065548,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054993,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054991,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054852,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054851,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054850,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054849,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054848,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054847,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054992,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036421,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036420,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000036418,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026810,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026809,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026808,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026807,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026806,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026805,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000026804,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054853,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054854,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054846,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054856,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054855,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054989,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054988,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054987,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054986,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054985,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054984,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054983,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054982,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054990,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054980,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054979,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054978,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054861,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054860,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054859,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054858,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054857,1
4_2023,4,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054981,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065517,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065518,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065523,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065520,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065521,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065516,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065519,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065515,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065511,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065513,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065512,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054999,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054998,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054997,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054996,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054995,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065514,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065524,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065547,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000065526,1
5_2023,5,Олимпиадинский ГОК,Самосвалы CAT 793D,100000054994,1
