year,month,calendar_fond,downtime,eto,to250,tr1,to500,to1000,to1500,lining_partitial,to2000,to2500,to4000,to5000,to8000,lining_full,tr2,overhaul_total,tr3,eo_code,level_1,eo_model_name,eo_model_id,eo_description,teh_mesto,mvz,constr_type,avearage_day_operation_hours_updated,operation_start_date,avearage_day_operation_hours,operation_finish_date,eo_main_class_description
2026,9,720,"99,16","19,8","1,0","0,0","0,0","0,0","13,0","0,0","0,0","0,0","0,0","20,0","0,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2026,10,744,"112,16","20,46","1,0","0,0","11,0","0,0","0,0","12,0","0,0","0,0","0,0","0,0","23,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2026,11,720,"79,82000000000001","19,8","1,0","0,0","0,0","0,0","13,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2026,12,744,"93,82000000000001","20,46","2,0","0,0","0,0","12,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","72,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,1,744,"87,48","20,46","2,0","0,0","0,0","0,0","0,0","0,0","0,0","19,0","0,0","0,0","0,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,2,672,"104,18","18,48","1,0","0,0","11,0","0,0","13,0","12,0","14,0","0,0","0,0","0,0","0,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,3,744,"103,82000000000001","20,46","2,0","0,0","0,0","12,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","72,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,4,720,"81,82000000000001","19,8","2,0","0,0","0,0","0,0","13,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","49,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,5,744,"133,16","20,46","1,0","0,0","0,0","0,0","0,0","12,0","0,0","0,0","20,0","0,0","0,0","48,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,6,720,"81,82000000000001","19,8","1,0","0,0","11,0","12,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","51,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,7,744,"111,82000000000001","20,46","1,0","0,0","11,0","0,0","13,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","69,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,8,744,"93,82000000000001","20,46","2,0","0,0","0,0","0,0","0,0","12,0","14,0","0,0","0,0","0,0","0,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,9,720,"478,6","19,8","1,0","0,0","0,0","0,0","13,0","0,0","0,0","19,0","0,0","0,0","0,0","0,0","48,0","429,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,10,744,"293,54","20,46","1,0","0,0","11,0","12,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","72,0","221,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,11,720,"112,5","19,8","1,0","0,0","0,0","0,0","13,0","12,0","0,0","0,0","0,0","0,0","23,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2027,12,744,"80,48","20,46","3,0","0,0","11,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,1,744,"110,82000000000001","20,46","1,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","20,0","0,0","0,0","72,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,2,696,"81,82000000000001","19,14","1,0","0,0","0,0","0,0","13,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,3,744,"103,82000000000001","20,46","1,0","0,0","12,0","0,0","0,0","12,0","12,0","0,0","0,0","0,0","0,0","0,0","49,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,4,720,"110,16","19,8","2,0","0,0","0,0","12,0","13,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","67,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,5,744,"76,48","20,46","1,0","0,0","0,0","0,0","0,0","0,0","0,0","19,0","0,0","0,0","0,0","0,0","53,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,6,720,"97,16","19,8","1,0","0,0","0,0","0,0","0,0","12,0","0,0","0,0","19,0","0,0","0,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,7,744,"96,48","20,46","1,0","0,0","0,0","12,0","13,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","52,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,8,744,"100,48","20,46","3,0","0,0","11,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","68,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,9,720,"127,16","19,8","1,0","0,0","0,0","0,0","13,0","12,0","0,0","0,0","0,0","0,0","0,0","48,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,10,744,"78,14","20,46","2,0","0,0","11,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","48,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
2028,11,720,"95,16","19,8","1,0","0,0","0,0","12,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","72,0","0,0","0,0",sl_730_1,first06,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №1 (для расчета),05-KAR-UTTR-K817,no_data,960003680,"20,37",2024-09-01,"20,37",2034-09-01,Самосвалы карьерные
