Модель ЕО,янв 2023,фев 2023,мар 2023,апр 2023,май 2023,июн 2023,июл 2023,авг 2023,сен 2023,окт 2023,ноя 2023,дек 2023,янв 2024,фев 2024,мар 2024,апр 2024,май 2024,июн 2024,июл 2024,авг 2024,сен 2024,окт 2024,ноя 2024,дек 2024,янв 2025,фев 2025,мар 2025,апр 2025,май 2025,июн 2025,июл 2025,авг 2025,сен 2025,окт 2025,ноя 2025,дек 2025,янв 2026,фев 2026,мар 2026,апр 2026,май 2026,июн 2026,июл 2026,авг 2026,сен 2026,окт 2026,ноя 2026,дек 2026,янв 2027,фев 2027,мар 2027,апр 2027,май 2027,июн 2027,июл 2027,авг 2027,сен 2027,окт 2027,ноя 2027,дек 2027,янв 2028,фев 2028,мар 2028,апр 2028,май 2028,июн 2028,июл 2028,авг 2028,сен 2028,окт 2028,ноя 2028,дек 2028,янв 2029,фев 2029,мар 2029,апр 2029,май 2029,июн 2029,июл 2029,авг 2029,сен 2029,окт 2029,ноя 2029,дек 2029,янв 2030,фев 2030,мар 2030,апр 2030,май 2030,июн 2030,июл 2030,авг 2030,сен 2030,окт 2030,ноя 2030,дек 2030,янв 2031,фев 2031,мар 2031,апр 2031,май 2031,июн 2031,июл 2031,авг 2031,сен 2031,окт 2031,ноя 2031,дек 2031,янв 2032,фев 2032,мар 2032,апр 2032,май 2032,июн 2032,июл 2032,авг 2032,сен 2032,окт 2032,ноя 2032,дек 2032,янв 2033,фев 2033,мар 2033,апр 2033,май 2033,июн 2033,июл 2033,авг 2033,сен 2033,окт 2033,ноя 2033,дек 2033,янв 2034,фев 2034,мар 2034,апр 2034,май 2034,июн 2034,июл 2034,авг 2034,сен 2034,окт 2034,ноя 2034,дек 2034,янв 2035,фев 2035,мар 2035,апр 2035,май 2035,июн 2035,июл 2035,авг 2035,сен 2035,окт 2035,ноя 2035,дек 2035
Самосвалы Komatsu 730E-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.95,0.93,0.96,0.91,0.92,0.95,0.95,0.94,0.9,0.95,0.95,0.87,0.93,0.93,0.93,0.29,0.73,0.9,0.94,0.93,0.92,0.93,0.92,0.93,0.92,0.92,0.94,0.87,0.94,0.94,0.89,0.93,0.92,0.92,0.92,0.92,0.94,0.87,0.93,0.9,0.91,0.92,0.91,0.84,0.92,0.91,0.92,0.87,0.92,0.89,0.9,0.62,0.36,0.9,0.9,0.91,0.88,0.92,0.92,0.86,0.9,0.91,0.89,0.89,0.9,0.91,0.86,0.91,0.93,0.86,0.9,0.89,0.9,0.91,0.89,0.9,0.81,0.9,0.9,0.86,0.9,0.88,0.88,0.87,0.89,0.89,0.89,0.87,0.08,0.88,0.87,0.89,0.84,0.87,0.89,0.83,0.88,0.89,0.87,0.86,0.87,0.86,0.88,0.86,0.86,0.83,0.88,0.88,0.77,0.87,0.86,0.87,0.83,0.85,0.86,0.85,0.86,0.84,0.84,0.87,0.86,0.82,0.84,0.88,0.42,0.5,0.89,0.83,0.84,0.82,0.87,0.87,0.84,0.84,0.8
