ЕО,eo_model_id,Дата начала эксплуатации,Дата завершения эксплуатации,БЕ,Класс ЕО,Модель ЕО,Наименование ЕО,count
100000036783,45,2019-11-01,2027-07-01,Олимпиадинский ГОК,Погрузчики фронтальные,Погрузчик фронтальный HL780-9S,Погрузчик фронтальный HL780-9S №3508,1
100000054867,47,2020-09-30,2028-07-01,Олимпиадинский ГОК,Погрузчики фронтальные,Погрузчик фронтальный WA430-6,Погрузчик фронтальный WA430-6 №3510,1
100000079663,50,2021-10-30,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный WA500-6,Погрузчик фронтальный WA500-6 №1313,1
100000068226,52,2021-01-01,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный WA600-6,Погрузчик WA600-6 №1305,1
100000024139,38,2020-09-01,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Машина многоцел МКСМ,Машина многоцел МКСМ-1200А-1 №2619,1
100000054865,48,2021-02-04,2030-01-01,Олимпиадинский ГОК,Погрузчики фронтальные,Погрузчик фронтальный WA470-6,Погрузчик фронтальный WA470-6А №3512,1
100000055024,52,2021-02-12,2030-01-01,Олимпиадинский ГОК,Погрузчики фронтальные,Погрузчик фронтальный WA600-6,Погрузчик фронтальный WA600-6 №3513,1
100000055023,52,2021-03-10,2030-01-01,Олимпиадинский ГОК,Погрузчики фронтальные,Погрузчик фронтальный WA600-6,Погрузчик фронтальный WA600-6 №3507,1
100000055025,52,2021-10-11,2030-01-01,Олимпиадинский ГОК,Погрузчики фронтальные,Погрузчик фронтальный WA600-6,Погрузчик фронтальный WA600-6 №3514,1
100000008682,40,2009-02-03,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный 980H,Погрузчик фронтальный 980H №1303,1
100000009147,41,2012-07-30,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный 992K,Погрузчик фронтальный 992K №1304,1
100000008680,39,2012-10-31,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный 966H,Погрузчик фронтальный 966H №TAL02169,1
100000008681,39,2013-08-25,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный 966H,Погрузчик фронтальный 966H №TAL02749,1
100000008683,48,2014-04-30,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный WA470-6,Погрузчик фронтальный WA500-3 №1308,1
100000008684,49,2014-04-30,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №1309,1
100000008685,49,2014-05-28,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №1310,1
100000008686,49,2014-07-02,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №1311,1
100000008687,49,2014-09-20,2030-01-01,Полюс Вернинское,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3 №1312,1
100000084435,58,2012-08-31,2022-08-31,Полюс Магадан,Погрузчики фронтальные,Погрузчик фронтальный WA900-3HL,Погрузчик фронтальный WA900-3HL №2,1
100000084473,39,2013-03-31,2030-01-01,Полюс Магадан,Погрузчики фронтальные,Погрузчик фронтальный 966H,Погрузчик фронтальный 966H №1,1
100000084436,58,2013-04-30,2023-04-30,Полюс Магадан,Погрузчики фронтальные,Погрузчик фронтальный WA900-3HL,Погрузчик фронтальный WA900-3HL №5,1
100000084437,58,2013-06-30,2023-06-30,Полюс Магадан,Погрузчики фронтальные,Погрузчик фронтальный WA900-3HL,Погрузчик фронтальный WA900-3HL №6,1
100000084438,58,2013-09-30,2023-09-30,Полюс Магадан,Погрузчики фронтальные,Погрузчик фронтальный WA900-3HL,Погрузчик фронтальный WA900-3HL №7,1
100000084441,46,2017-06-26,2030-01-01,Полюс Магадан,Погрузчики фронтальные,Погрузчик фронтальный WA200-5,Погрузчик фронтальный WA200-5 №1,1
100000084434,42,2017-07-06,2027-07-06,Полюс Магадан,Погрузчики фронтальные,Погрузчик фронтальный 994H,Погрузчик фронтальный 994H №2,1
100000084433,42,2017-07-06,2027-07-06,Полюс Магадан,Погрузчики фронтальные,Погрузчик фронтальный 994H,Погрузчик фронтальный 994H №1,1
100000084439,49,2018-12-31,2030-01-01,Полюс Магадан,Погрузчики фронтальные,Погрузчик фронтальный WA500-3,Погрузчик фронтальный WA500-3A №3,1
100000071921,72,2022-01-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1630,1
100000084492,68,2022-03-01,2034-03-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №37,1
100000084493,68,2022-03-01,2034-03-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №38,1
100000084494,68,2022-03-01,2034-03-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №39,1
100000084495,68,2022-03-01,2034-03-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №40,1
100000084496,68,2022-04-01,2034-04-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №41,1
100000084497,68,2022-04-01,2034-04-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №42,1
100000084498,68,2022-05-01,2034-05-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №43,1
100000084499,68,2022-05-01,2034-05-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №44,1
100000084500,68,2022-06-01,2034-06-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №45,1
100000084501,68,2022-06-01,2034-06-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №46,1
100000084502,68,2022-06-01,2034-06-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №47,1
100000084503,68,2022-06-01,2034-06-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №48,1
100000084504,68,2022-07-01,2034-07-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №49,1
100000084505,68,2022-07-01,2034-07-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №50,1
100000084506,68,2022-07-01,2034-07-01,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-10,Самосвал карьерный 730E-10 №51,1
100000068229,62,2021-01-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2443,1
100000068227,62,2021-01-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2441,1
100000068228,62,2021-02-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2442,1
100000068231,62,2021-01-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2445,1
100000068232,62,2021-02-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2446,1
100000068230,62,2021-01-01,2030-01-01,Полюс Вернинское,Самосвалы карьерные,Самосвалы БелАЗ-7547,Самосвал карьерный БЕЛАЗ-7547 №2444,1
100000065551,73,2005-12-14,2021-08-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №229,1
100000065552,73,2006-03-16,2021-08-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №232,1
100000065554,73,2006-03-16,2021-08-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №230,1
100000065555,73,2006-03-16,2021-08-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №233,1
100000065556,73,2006-03-16,2021-08-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №231,1
100000065557,73,2006-06-02,2021-08-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №234,1
100000065558,73,2006-06-02,2022-02-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №237,1
100000065561,73,2006-06-02,2021-08-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №236,1
100000065581,61,2006-06-02,2022-04-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540А №21,1
100000065582,61,2006-06-02,2022-04-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540А №24,1
100000065592,64,2008-10-21,2022-08-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №137,1
100000065594,64,2008-10-20,2022-06-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №138,1
100000065595,64,2008-11-19,2022-10-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №140,1
100000065596,64,2008-11-10,2022-10-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №139,1
100000028868,65,2009-03-04,2022-08-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №401,1
100000062369,65,2009-05-06,2022-09-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №403,1
100000062370,65,2009-05-06,2022-12-31,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №404,1
100000062371,65,2009-05-06,2022-10-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №405,1
100000062372,65,2009-06-08,2022-11-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №407,1
100000062373,65,2009-06-24,2023-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №409,1
100000062376,65,2009-11-04,2023-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №415,1
100000062377,65,2009-11-02,2023-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №414,1
100000062378,65,2009-10-31,2022-02-14,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №412,1
100000062379,65,2009-10-02,2023-02-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №411,1
100000065562,73,2010-03-23,2022-06-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №238,1
100000065563,73,2010-03-23,2022-08-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №240,1
100000065564,73,2010-03-23,2022-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №239,1
100000062380,65,2011-05-20,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №424,1
100000065598,64,2010-12-16,2022-12-31,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №142,1
100000065599,64,2010-12-16,2022-12-31,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №143,1
100000065600,64,2010-12-16,2022-12-31,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №144,1
100000065602,64,2010-12-16,2022-12-31,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №145,1
100000065606,65,2010-12-16,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №501,1
100000065607,65,2010-12-16,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №502,1
100000065608,65,2010-12-16,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №503,1
100000065609,65,2010-12-31,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №504,1
100000065611,65,2010-12-31,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №505,1
100000065967,65,2011-05-20,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №423,1
100000065612,65,2011-01-31,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №506,1
100000065613,65,2011-01-31,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №507,1
100000065614,65,2011-02-28,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №508,1
100000065615,65,2011-02-18,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №509,1
100000065616,65,2011-02-28,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №510,1
100000065617,65,2011-02-28,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №511,1
100000065618,65,2011-03-31,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №512,1
100000065619,65,2011-03-31,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №514,1
100000065620,65,2011-04-30,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №515,1
100000065968,65,2011-04-30,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №416,1
100000065969,65,2011-04-30,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №417,1
100000065970,65,2011-04-30,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №418,1
100000065971,65,2011-04-30,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №419,1
100000065972,65,2011-04-30,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №420,1
100000065974,65,2011-04-30,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №422,1
100000065975,65,2011-05-26,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,1
100000065622,65,2011-05-20,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,1
100000065976,65,2011-07-31,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,1
100000062381,65,2011-07-31,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,1
100000062382,65,2011-07-31,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,1
100000062383,65,2011-07-31,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,1
100000062384,65,2011-08-22,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,1
100000062385,65,2014-06-19,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,1
100000062386,65,2014-06-19,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,1
100000062387,65,2014-06-19,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,1
100000062388,65,2014-06-19,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,1
100000062389,65,2014-06-19,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,1
100000062390,65,2013-07-31,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №435,1
100000062391,65,2013-07-31,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №431,1
100000062392,65,2013-07-31,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №434,1
100000062393,65,2013-07-31,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №432,1
100000062394,65,2013-07-31,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №433,1
100000062395,65,2013-12-31,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №436,1
100000062396,65,2013-12-13,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №437,1
100000062397,65,2013-12-31,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №438,1
100000062398,65,2013-12-13,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №439,1
100000062399,65,2013-12-13,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №440,1
100000065623,65,2013-12-13,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №525,1
100000065624,65,2013-12-13,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №524,1
100000065625,65,2013-12-31,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №526,1
100000065626,65,2013-12-13,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №523,1
100000065627,65,2013-12-31,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №527,1
100000065628,65,2014-02-28,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №528,1
100000065629,65,2021-07-03,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №531,1
100000065630,65,2014-02-28,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №529,1
100000065631,65,2014-02-28,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №532,1
100000065632,65,2014-02-28,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №530,1
100000065633,65,2014-03-06,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №533,1
100000065634,65,2014-03-06,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №534,1
100000065635,65,2014-03-06,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №536,1
100000065636,65,2014-03-06,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №535,1
100000065603,64,2012-06-04,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №146,1
100000065604,64,2012-06-04,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №147,1
100000065605,64,2012-06-04,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №148,1
100000065893,64,2012-06-04,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 777F,Самосвал карьерный 777F №149,1
100000065637,65,2012-07-05,2024-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №518,1
100000065638,65,2012-07-05,2024-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №520,1
100000065639,65,2012-07-05,2024-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №519,1
100000065640,65,2012-07-05,2024-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №517,1
100000065641,65,2012-09-30,2024-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №521,1
100000065643,65,2012-09-30,2024-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №522,1
100000065585,61,2016-12-16,2026-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №55,1
100000065586,61,2016-12-16,2026-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №56,1
100000065587,61,2016-12-16,2026-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №57,1
100000065588,61,2016-12-16,2026-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №58,1
100000065589,61,2021-09-01,2026-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №59,1
100000065977,65,2016-08-10,2030-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №446,1
100000065978,65,2016-08-10,2030-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №447,1
100000065979,65,2016-08-10,2030-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №448,1
100000065980,65,2016-08-10,2030-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №449,1
100000065981,65,2016-08-10,2030-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №450,1
100000065514,67,2017-11-01,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №701,1
100000065515,67,2017-11-03,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №702,1
100000065516,67,2017-11-09,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №703,1
100000065517,67,2017-11-30,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №704,1
100000065518,67,2017-11-30,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №705,1
100000065519,67,2018-02-26,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №714,1
100000065520,67,2017-12-21,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №706,1
100000065521,67,2017-12-18,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №707,1
100000065523,67,2017-12-27,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №708,1
100000065524,67,2018-01-31,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №710,1
100000065525,67,2018-02-05,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №709,1
100000065526,67,2018-02-09,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №711,1
100000065527,67,2018-02-22,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №712,1
100000065528,67,2018-04-10,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №717,1
100000065529,67,2018-04-12,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №715,1
100000065530,67,2018-04-25,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №716,1
100000065531,67,2018-05-03,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №718,1
100000065532,67,2018-05-11,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №719,1
100000065535,67,2018-05-18,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №720,1
100000065536,67,2018-05-24,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №721,1
100000065537,67,2018-05-31,2030-01-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,Самосвал карьерный 793D №722,1
