ЕО,eo_model_id,Дата начала эксплуатации,Дата завершения эксплуатации,БЕ,Класс ЕО,Модель ЕО,Наименование ЕО,count
100000061899,85,2017-08-31,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №73,1
100000061900,85,2017-12-27,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №72,1
100000061901,81,2018-07-02,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №19,1
100000061902,81,2018-07-02,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №020,1
100000061914,85,2017-05-07,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №74,1
100000026783,81,2019-06-27,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №021,1
100000026784,81,2019-06-21,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №022,1
100000026785,81,2019-07-13,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №023,1
100000026814,81,2019-07-15,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №024,1
100000054808,78,2020-08-26,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые DML LP,Станок буровой DML LP №75,1
100000054809,78,2020-09-01,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые DML LP,Станок буровой DML LP №76,1
100000068241,78,2021-08-30,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые DML LP,Станок буровой DML LP №77,1
100000009132,83,2008-09-09,2030-01-01,Полюс Вернинское,Станки буровые ударно-вращательного бур.,Станок буровой CM785D,Станок буровой CM785D №1104,1
100000072782,78,2022-08-01,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые DML LP,Станок буровой DML LP №78,1
100000072783,78,2022-09-01,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-вращательного бур.,Станки буровые DML LP,Станок буровой DML LP №79,1
100000084449,87,2012-11-18,2018-11-18,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой FlexiROC D66,Станок буровой FlexiROC D65-10LF №1,1
100000084450,90,2012-11-25,2018-11-25,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой FlexiROC D69,Станок буровой FlexiROC D65-10LF №2,1
100000084454,85,2012-11-30,2018-11-30,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №1,1
100000084451,91,2012-12-31,2018-12-31,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой FlexiROC D70,Станок буровой FlexiROC D65-10LF №3,1
100000084452,92,2013-02-28,2030-01-01,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой FlexiROC D71,Станок буровой FlexiROC D65-10LF №4,1
100000084456,85,2013-02-28,2019-02-28,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №3,1
100000084453,93,2013-06-01,2019-06-01,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой FlexiROC D72,Станок буровой FlexiROC D65-10LF №6,1
100000084457,85,2013-06-30,2019-06-30,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №4,1
100000084458,85,2013-06-30,2019-06-30,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №6,1
100000084460,85,2018-08-01,2024-07-31,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №13,1
100000084459,85,2018-08-01,2024-07-31,Полюс Магадан,Станки буровые ударно-вращательного бур.,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №10,1
100000028865,98,2006-11-21,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-канатного бурения,Установка буровая CS10,Установка буровая CS10 №8663ХА24,1
100000061759,100,2007-11-26,2030-01-01,Олимпиадинский ГОК,Станки буровые ударно-канатного бурения,Установка буровая CS14,Установка буровая CS14 №32,1
100000084822,104,2022-03-01,2030-01-01,Полюс Магадан,Экскаваторы гидравлические,Экскаватор гидравл. Liebherr R950,Экскаватор гидравл. R950 №1,1
100000090006,109,2022-07-01,2032-07-01,Полюс Магадан,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №5,1
100000062752,121,2007-12-12,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаваторы PC1250-7,Экскаватор гидравл. PC1250-7 №04,1
100000062728,123,2009-11-30,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаваторы PC3000-6,Экскаватор гидравл. PC3000-6 №501,1
100000067189,123,2009-11-30,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаваторы PC3000-6,Экскаватор гидравл. PC3000-6 №502,1
100000058920,102,2010-08-10,2022-05-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №17,1
100000058936,109,2012-08-23,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №15,1
100000063332,123,2011-06-25,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаваторы PC3000-6,Экскаватор гидравл. PC3000-6 №504,1
100000030461,103,2011-11-05,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 450FS,Экскаватор гидравл. ЕК 450FS №04,1
100000030466,103,2012-03-14,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 450FS,Экскаватор гидравл. ЕК 450FS №05,1
100000059018,102,2015-11-14,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №601,1
100000063334,121,2015-01-31,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаваторы PC1250-7,Экскаватор гидравл. PC1250-7 №01,1
100000058935,109,2012-08-23,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №14,1
100000058934,109,2012-08-23,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №13,1
100000058933,109,2012-08-23,2022-12-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №12,1
100000058939,109,2012-08-23,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №07,1
100000059035,102,2016-11-20,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №604,1
100000065943,113,2017-04-23,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. WX 200,Экскаватор гидравл. WX 200 №602,1
100000059053,109,2017-07-21,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №605,1
100000063337,122,2017-12-31,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаваторы PC1250-8,Экскаватор гидравл. PC1250-8 №07,1
100000059051,102,2017-08-31,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №606,1
100000065906,116,2017-10-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор-погрузчик TLB 825,Экскаватор-погрузчик TLB 825 №603,1
100000059052,109,2017-12-25,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №607,1
100000062741,105,2017-12-31,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. Liebherr R974,Экскаватор гидравл. R974 №505,1
100000026788,109,2019-07-06,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №3609,1
100000026794,102,2019-11-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3608,1
100000026796,116,2019-12-02,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор-погрузчик TLB 825,Экскаватор-погрузчик TLB 825 №3611,1
100000026774,122,2020-01-20,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаваторы PC1250-8,Экскаватор гидравл. PC1250-8 №08,1
100000068233,114,2021-01-01,2030-01-01,Полюс Вернинское,Экскаваторы гидравлические,Экскаватор PC1250-8,Экскаватор PC1250-8 №1204,1
100000022894,111,2020-08-01,2030-01-01,Полюс Вернинское,Экскаваторы гидравлические,Экскаватор гидравл. PC400LC-7,Экскаватор гидравл. PC400LC-7 №1209,1
100000055026,109,2021-01-28,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №3615,1
100000055027,109,2021-02-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №3616,1
100000036422,105,2021-06-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. Liebherr R974,Экскаватор гидравл. R974 №506,1
100000009138,107,2013-02-28,2030-01-01,Полюс Вернинское,Экскаваторы гидравлические,Экскаватор гидравл. PC2000-8,Экскаватор гидравл. PC2000-8 №1203,1
100000008675,109,2013-04-26,2030-01-01,Полюс Вернинское,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №1201,1
100000008676,109,2013-04-26,2030-01-01,Полюс Вернинское,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №1202,1
100000008677,109,2014-05-01,2030-01-01,Полюс Вернинское,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №1211,1
100000008678,115,2014-07-01,2030-01-01,Полюс Вернинское,Экскаваторы гидравлические,Экскаватор PC400-7,Экскаватор PC400-7 №1213,1
100000008679,108,2015-09-12,2030-01-01,Полюс Вернинское,Экскаваторы гидравлические,Экскаватор гидравл. PC220-8,Экскаватор гидравл. PC220-8 №1214,1
100000006414,111,2019-03-22,2030-01-01,Полюс Вернинское,Экскаваторы гидравлические,Экскаватор гидравл. PC400LC-7,Экскаватор гидравл. PC400LC-7 №1210,1
100000055545,102,2021-04-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы гидравлические,Экскаватор гидравл. ЕК 270LC,Экскаватор гидравл. ЕК 270LC №3610,1
100000073791,109,2022-10-01,2030-01-01,Полюс Вернинское,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №1215,1
100000084447,109,2012-05-31,2022-05-31,Полюс Магадан,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №2,1
100000084446,112,2018-03-31,2028-03-31,Полюс Магадан,Экскаваторы гидравлические,Экскаватор гидравл. PC750-7,Экскаватор гидравл. PC750-7 №1,1
100000084444,110,2018-04-30,2028-04-30,Полюс Магадан,Экскаваторы гидравлические,Экскаватор гидравл. PC4000-6,Экскаватор гидравл. PC4000-6 №1,1
100000084445,106,2018-12-31,2028-12-31,Полюс Магадан,Экскаваторы гидравлические,Экскаватор гидравл. PC1250SP-8,Экскаватор гидравл. PC1250SP-8 №1,1
100000084448,109,2020-12-28,2030-12-28,Полюс Магадан,Экскаваторы гидравлические,Экскаватор гидравл. PC400-7,Экскаватор гидравл. PC400-7 №4,1
100000084507,124,2022-09-01,2032-09-01,Полюс Магадан,Экскаваторы электрические,Экскаваторы PH 2300XPC,Экскаватор электрический 2300XPC №3,1
100000084508,124,2022-10-01,2032-09-30,Полюс Магадан,Экскаваторы электрические,Экскаваторы PH 2300XPC,Экскаватор электрический 2300XPC №4,1
100000062743,117,1996-09-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №02,1
100000062744,117,1998-04-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №08,1
100000062745,117,1998-04-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №09,1
100000062746,117,1999-04-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №10,1
100000062749,117,2006-11-30,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №21,1
100000061735,117,2007-12-31,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №22,1
100000062754,120,2009-01-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-5А,Экскаватор электрический ЭКГ-5А №11,1
100000062729,120,2010-07-15,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-5А,Экскаватор электрический ЭКГ-5А №23,1
100000062730,117,2011-01-31,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №24,1
100000062733,117,2011-11-30,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №27,1
100000062734,117,2013-04-30,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №31,1
100000063333,117,2012-01-31,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №28,1
100000062735,117,2012-04-30,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №29,1
100000062738,117,2012-12-31,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №30,1
100000063335,118,2016-08-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-18,Экскаватор электрический ЭКГ-18 №01,1
100000063336,117,2017-02-28,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №32,1
100000062739,125,2017-07-15,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №02,1
100000062740,126,2017-11-30,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №04,1
100000063338,125,2017-09-08,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №03,1
100000062736,126,2018-03-01,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №05,1
100000062737,126,2018-08-04,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №06,1
100000062726,126,2018-09-28,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-35,Экскаватор электрический WK-35 №07,1
100000054866,125,2021-02-18,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №8,1
100000071701,119,2021-12-05,2030-01-01,Олимпиадинский ГОК,Экскаваторы электрические,Экскаваторы ЭКГ-20,Экскаватор электрический ЭКГ-20 №9,1
100000009136,117,2007-10-30,2030-01-01,Полюс Вернинское,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №1207,1
100000009137,117,2007-08-30,2030-01-01,Полюс Вернинское,Экскаваторы электрические,Экскаваторы ЭКГ-10,Экскаватор электрический ЭКГ-10 №1208,1
100000007087,125,2019-06-30,2030-01-01,Полюс Вернинское,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №1220,1
100000084442,125,2019-02-01,2029-02-01,Полюс Магадан,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №1,1
100000084443,125,2019-09-30,2029-09-30,Полюс Магадан,Экскаваторы электрические,Экскаваторы WK-20,Экскаватор электрический WK-20 №2,1
sl_730_1,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №1 (для расчета),1
sl_730_2,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №2 (для расчета),1
sl_730_3,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №3 (для расчета),1
sl_730_4,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №4 (для расчета),1
sl_730_5,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №5 (для расчета),1
sl_730_6,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №6 (для расчета),1
sl_730_7,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №7 (для расчета),1
sl_730_8,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №8 (для расчета),1
sl_730_9,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №9 (для расчета),1
sl_730_10,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №10(для расчета),1
sl_730_11,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №11 (для расчета),1
sl_730_12,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №12 (для расчета),1
sl_730_13,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №13 (для расчета),1
sl_730_14,69,2024-09-01,2034-09-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №14 (для расчета),1
sl_730_15,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №15 (для расчета),1
sl_730_16,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №16 (для расчета),1
sl_730_17,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №17 (для расчета),1
sl_730_18,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №18 (для расчета),1
sl_730_19,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №19 (для расчета),1
sl_730_20,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №20 (для расчета),1
sl_730_21,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №21 (для расчета),1
sl_730_22,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №22 (для расчета),1
sl_730_23,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №23 (для расчета),1
sl_730_24,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №24 (для расчета),1
sl_730_25,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №25 (для расчета),1
sl_730_26,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №26 (для расчета),1
sl_730_27,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №27 (для расчета),1
sl_730_28,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №28 (для расчета),1
sl_730_29,69,2025-01-01,2035-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №29 (для расчета),1
sl_730_30,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №30 (для расчета),1
sl_730_31,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №31 (для расчета),1
sl_730_32,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №32 (для расчета),1
sl_730_33,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №33 (для расчета),1
sl_730_34,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №34 (для расчета),1
sl_730_35,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №35 (для расчета),1
sl_730_36,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №36 (для расчета),1
sl_730_37,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №37 (для расчета),1
sl_730_38,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №38 (для расчета),1
sl_730_39,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №39 (для расчета),1
sl_730_40,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №40 (для расчета),1
sl_730_41,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №41 (для расчета),1
sl_730_42,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №42 (для расчета),1
sl_730_43,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №43 (для расчета),1
sl_730_44,69,2025-07-01,2035-07-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №44 (для расчета),1
sl_730_45,69,2026-01-01,2036-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №45 (для расчета),1
sl_730_46,69,2026-01-01,2036-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №46 (для расчета),1
sl_730_47,69,2026-01-01,2036-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №47 (для расчета),1
sl_730_48,69,2026-01-01,2036-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №48 (для расчета),1
sl_730_49,69,2026-01-01,2036-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №49 (для расчета),1
sl_730_50,69,2026-01-01,2036-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №50 (для расчета),1
sl_730_51,69,2026-01-01,2036-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №51 (для расчета),1
sl_730_52,69,2026-01-01,2036-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №52 (для расчета),1
sl_730_53,69,2026-01-01,2036-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №53 (для расчета),1
sl_730_54,69,2027-01-01,2037-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №54 (для расчета),1
sl_730_55,69,2027-01-01,2037-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №55 (для расчета),1
sl_730_56,69,2027-01-01,2037-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №56 (для расчета),1
sl_730_57,69,2027-01-01,2037-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №57 (для расчета),1
sl_730_58,69,2027-01-01,2037-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №58 (для расчета),1
sl_730_59,69,2027-01-01,2037-01-01,Сухой Лог,Самосвалы карьерные,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №59 (для расчета),1
