ЕО,Дата начала эксплуатации,first_day_of_month_datetime,Год,Месяц,day,age_in_sec,Дата завершения эксплуатации,БЕ,Класс ЕО,Модель ЕО,Наименование ЕО,prev_year,count
100000065975,2011-05-26,2013-01-01,2013,1,1,50630400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2012,1
100000065975,2011-05-26,2014-01-01,2014,1,1,82166400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2013,1
100000065975,2011-05-26,2015-01-01,2015,1,1,113702400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2014,1
100000065975,2011-05-26,2016-01-01,2016,1,1,145238400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2015,1
100000065975,2011-05-26,2017-01-01,2017,1,1,176860800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2016,1
100000065975,2011-05-26,2018-01-01,2018,1,1,208396800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2017,1
100000065975,2011-05-26,2019-01-01,2019,1,1,239932800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2018,1
100000065975,2011-05-26,2020-01-01,2020,1,1,271468800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2019,1
100000065975,2011-05-26,2021-01-01,2021,1,1,303091200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2020,1
100000065975,2011-05-26,2022-01-01,2022,1,1,334627200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2021,1
100000065975,2011-05-26,2023-01-01,2023,1,1,366163200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №425,2022,1
100000065622,2011-05-20,2012-01-01,2012,1,1,19526400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2011,1
100000065622,2011-05-20,2013-01-01,2013,1,1,51148800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2012,1
100000065622,2011-05-20,2014-01-01,2014,1,1,82684800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2013,1
100000065622,2011-05-20,2015-01-01,2015,1,1,114220800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2014,1
100000065622,2011-05-20,2016-01-01,2016,1,1,145756800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2015,1
100000065622,2011-05-20,2017-01-01,2017,1,1,177379200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2016,1
100000065622,2011-05-20,2018-01-01,2018,1,1,208915200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2017,1
100000065622,2011-05-20,2019-01-01,2019,1,1,240451200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2018,1
100000065622,2011-05-20,2020-01-01,2020,1,1,271987200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2019,1
100000065622,2011-05-20,2021-01-01,2021,1,1,303609600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2020,1
100000065622,2011-05-20,2022-01-01,2022,1,1,335145600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2021,1
100000065622,2011-05-20,2023-01-01,2023,1,1,366681600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №516,2022,1
100000065976,2011-07-31,2012-01-01,2012,1,1,13305600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2011,1
100000065976,2011-07-31,2013-01-01,2013,1,1,44928000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2012,1
100000065976,2011-07-31,2014-01-01,2014,1,1,76464000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2013,1
100000065976,2011-07-31,2015-01-01,2015,1,1,108000000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2014,1
100000065976,2011-07-31,2016-01-01,2016,1,1,139536000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2015,1
100000065976,2011-07-31,2017-01-01,2017,1,1,171158400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2016,1
100000065976,2011-07-31,2018-01-01,2018,1,1,202694400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2017,1
100000065976,2011-07-31,2019-01-01,2019,1,1,234230400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2018,1
100000065976,2011-07-31,2020-01-01,2020,1,1,265766400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2019,1
100000065976,2011-07-31,2021-01-01,2021,1,1,297388800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2020,1
100000065976,2011-07-31,2022-01-01,2022,1,1,328924800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2021,1
100000065976,2011-07-31,2023-01-01,2023,1,1,360460800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №426,2022,1
100000062381,2011-07-31,2012-01-01,2012,1,1,13305600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2011,1
100000062381,2011-07-31,2013-01-01,2013,1,1,44928000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2012,1
100000062381,2011-07-31,2014-01-01,2014,1,1,76464000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2013,1
100000062381,2011-07-31,2015-01-01,2015,1,1,108000000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2014,1
100000062381,2011-07-31,2016-01-01,2016,1,1,139536000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2015,1
100000062381,2011-07-31,2017-01-01,2017,1,1,171158400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2016,1
100000062381,2011-07-31,2018-01-01,2018,1,1,202694400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2017,1
100000062381,2011-07-31,2019-01-01,2019,1,1,234230400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2018,1
100000062381,2011-07-31,2020-01-01,2020,1,1,265766400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2019,1
100000062381,2011-07-31,2021-01-01,2021,1,1,297388800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2020,1
100000062381,2011-07-31,2022-01-01,2022,1,1,328924800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2021,1
100000062381,2011-07-31,2023-01-01,2023,1,1,360460800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №427,2022,1
100000062382,2011-07-31,2012-01-01,2012,1,1,13305600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2011,1
100000062382,2011-07-31,2013-01-01,2013,1,1,44928000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2012,1
100000062382,2011-07-31,2014-01-01,2014,1,1,76464000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2013,1
100000062382,2011-07-31,2015-01-01,2015,1,1,108000000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2014,1
100000062382,2011-07-31,2016-01-01,2016,1,1,139536000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2015,1
100000062382,2011-07-31,2017-01-01,2017,1,1,171158400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2016,1
100000062382,2011-07-31,2018-01-01,2018,1,1,202694400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2017,1
100000062382,2011-07-31,2019-01-01,2019,1,1,234230400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2018,1
100000062382,2011-07-31,2020-01-01,2020,1,1,265766400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2019,1
100000062382,2011-07-31,2021-01-01,2021,1,1,297388800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2020,1
100000062382,2011-07-31,2022-01-01,2022,1,1,328924800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2021,1
100000062382,2011-07-31,2023-01-01,2023,1,1,360460800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №428,2022,1
100000062383,2011-07-31,2012-01-01,2012,1,1,13305600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2011,1
100000062383,2011-07-31,2013-01-01,2013,1,1,44928000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2012,1
100000062383,2011-07-31,2014-01-01,2014,1,1,76464000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2013,1
100000062383,2011-07-31,2015-01-01,2015,1,1,108000000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2014,1
100000062383,2011-07-31,2016-01-01,2016,1,1,139536000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2015,1
100000062383,2011-07-31,2017-01-01,2017,1,1,171158400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2016,1
100000062383,2011-07-31,2018-01-01,2018,1,1,202694400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2017,1
100000062383,2011-07-31,2019-01-01,2019,1,1,234230400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2018,1
100000062383,2011-07-31,2020-01-01,2020,1,1,265766400.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2019,1
100000062383,2011-07-31,2021-01-01,2021,1,1,297388800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2020,1
100000062383,2011-07-31,2022-01-01,2022,1,1,328924800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2021,1
100000062383,2011-07-31,2023-01-01,2023,1,1,360460800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №429,2022,1
100000062384,2011-08-22,2012-01-01,2012,1,1,11404800.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2011,1
100000062384,2011-08-22,2013-01-01,2013,1,1,43027200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2012,1
100000062384,2011-08-22,2014-01-01,2014,1,1,74563200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2013,1
100000062384,2011-08-22,2015-01-01,2015,1,1,106099200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2014,1
100000062384,2011-08-22,2016-01-01,2016,1,1,137635200.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2015,1
100000062384,2011-08-22,2017-01-01,2017,1,1,169257600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2016,1
100000062384,2011-08-22,2018-01-01,2018,1,1,200793600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2017,1
100000062384,2011-08-22,2019-01-01,2019,1,1,232329600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2018,1
100000062384,2011-08-22,2020-01-01,2020,1,1,263865600.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2019,1
100000062384,2011-08-22,2021-01-01,2021,1,1,295488000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2020,1
100000062384,2011-08-22,2022-01-01,2022,1,1,327024000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2021,1
100000062384,2011-08-22,2023-01-01,2023,1,1,358560000.0,2023-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №430,2022,1
100000062385,2014-06-19,2015-01-01,2015,1,1,16934400.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2014,1
100000062385,2014-06-19,2016-01-01,2016,1,1,48470400.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2015,1
100000062385,2014-06-19,2017-01-01,2017,1,1,80092800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2016,1
100000062385,2014-06-19,2018-01-01,2018,1,1,111628800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2017,1
100000062385,2014-06-19,2019-01-01,2019,1,1,143164800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2018,1
100000062385,2014-06-19,2020-01-01,2020,1,1,174700800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2019,1
100000062385,2014-06-19,2021-01-01,2021,1,1,206323200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2020,1
100000062385,2014-06-19,2022-01-01,2022,1,1,237859200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2021,1
100000062385,2014-06-19,2023-01-01,2023,1,1,269395200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2022,1
100000062385,2014-06-19,2024-01-01,2024,1,1,300931200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2023,1
100000062385,2014-06-19,2025-01-01,2025,1,1,332553600.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №445,2024,1
100000062386,2014-06-19,2015-01-01,2015,1,1,16934400.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2014,1
100000062386,2014-06-19,2016-01-01,2016,1,1,48470400.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2015,1
100000062386,2014-06-19,2017-01-01,2017,1,1,80092800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2016,1
100000062386,2014-06-19,2018-01-01,2018,1,1,111628800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2017,1
100000062386,2014-06-19,2019-01-01,2019,1,1,143164800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2018,1
100000062386,2014-06-19,2020-01-01,2020,1,1,174700800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2019,1
100000062386,2014-06-19,2021-01-01,2021,1,1,206323200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2020,1
100000062386,2014-06-19,2022-01-01,2022,1,1,237859200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2021,1
100000062386,2014-06-19,2023-01-01,2023,1,1,269395200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2022,1
100000062386,2014-06-19,2024-01-01,2024,1,1,300931200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2023,1
100000062386,2014-06-19,2025-01-01,2025,1,1,332553600.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №441,2024,1
100000062387,2014-06-19,2015-01-01,2015,1,1,16934400.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2014,1
100000062387,2014-06-19,2016-01-01,2016,1,1,48470400.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2015,1
100000062387,2014-06-19,2017-01-01,2017,1,1,80092800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2016,1
100000062387,2014-06-19,2018-01-01,2018,1,1,111628800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2017,1
100000062387,2014-06-19,2019-01-01,2019,1,1,143164800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2018,1
100000062387,2014-06-19,2020-01-01,2020,1,1,174700800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2019,1
100000062387,2014-06-19,2021-01-01,2021,1,1,206323200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2020,1
100000062387,2014-06-19,2022-01-01,2022,1,1,237859200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2021,1
100000062387,2014-06-19,2023-01-01,2023,1,1,269395200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2022,1
100000062387,2014-06-19,2024-01-01,2024,1,1,300931200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2023,1
100000062387,2014-06-19,2025-01-01,2025,1,1,332553600.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №444,2024,1
100000062388,2014-06-19,2015-01-01,2015,1,1,16934400.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2014,1
100000062388,2014-06-19,2016-01-01,2016,1,1,48470400.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2015,1
100000062388,2014-06-19,2017-01-01,2017,1,1,80092800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2016,1
100000062388,2014-06-19,2018-01-01,2018,1,1,111628800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2017,1
100000062388,2014-06-19,2019-01-01,2019,1,1,143164800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2018,1
100000062388,2014-06-19,2020-01-01,2020,1,1,174700800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2019,1
100000062388,2014-06-19,2021-01-01,2021,1,1,206323200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2020,1
100000062388,2014-06-19,2022-01-01,2022,1,1,237859200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2021,1
100000062388,2014-06-19,2023-01-01,2023,1,1,269395200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2022,1
100000062388,2014-06-19,2024-01-01,2024,1,1,300931200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2023,1
100000062388,2014-06-19,2025-01-01,2025,1,1,332553600.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №443,2024,1
100000062389,2014-06-19,2015-01-01,2015,1,1,16934400.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2014,1
100000062389,2014-06-19,2016-01-01,2016,1,1,48470400.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2015,1
100000062389,2014-06-19,2017-01-01,2017,1,1,80092800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2016,1
100000062389,2014-06-19,2018-01-01,2018,1,1,111628800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2017,1
100000062389,2014-06-19,2019-01-01,2019,1,1,143164800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2018,1
100000062389,2014-06-19,2020-01-01,2020,1,1,174700800.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2019,1
100000062389,2014-06-19,2021-01-01,2021,1,1,206323200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2020,1
100000062389,2014-06-19,2022-01-01,2022,1,1,237859200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2021,1
100000062389,2014-06-19,2023-01-01,2023,1,1,269395200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2022,1
100000062389,2014-06-19,2024-01-01,2024,1,1,300931200.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2023,1
100000062389,2014-06-19,2025-01-01,2025,1,1,332553600.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №442,2024,1
100000062390,2013-07-31,2014-01-01,2014,1,1,13305600.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №435,2013,1
100000062390,2013-07-31,2015-01-01,2015,1,1,44841600.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №435,2014,1
100000062390,2013-07-31,2016-01-01,2016,1,1,76377600.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №435,2015,1
100000062390,2013-07-31,2017-01-01,2017,1,1,108000000.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №435,2016,1
100000062390,2013-07-31,2018-01-01,2018,1,1,139536000.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №435,2017,1
100000062390,2013-07-31,2019-01-01,2019,1,1,171072000.0,2025-07-01,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 785C,Самосвал карьерный 785C №435,2018,1
