,level_1_description,eo_class_description,eo_model_name,year,month,eo_code,count
270,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,1,100000065514,1
271,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,2,100000065514,1
272,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,3,100000065514,1
273,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,4,100000065514,1
274,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,5,100000065514,1
275,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,6,100000065514,1
276,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,7,100000065514,1
277,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,8,100000065514,1
278,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,9,100000065514,1
279,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,10,100000065514,1
280,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,11,100000065514,1
281,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2027,12,100000065514,1
282,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,1,100000065514,1
283,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,2,100000065514,1
284,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,3,100000065514,1
285,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,4,100000065514,1
286,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,5,100000065514,1
287,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,6,100000065514,1
288,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,7,100000065514,1
289,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,8,100000065514,1
290,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,9,100000065514,1
291,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,10,100000065514,1
292,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,11,100000065514,1
293,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2028,12,100000065514,1
294,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,1,100000065514,1
295,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,2,100000065514,1
296,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,3,100000065514,1
297,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,4,100000065514,1
298,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,5,100000065514,1
299,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,6,100000065514,1
300,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,7,100000065514,1
301,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,8,100000065514,1
302,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,9,100000065514,1
303,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,10,100000065514,1
304,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,11,100000065514,1
305,Олимпиадинский ГОК,Самосвалы карьерные,Самосвалы CAT 793D,2029,12,100000065514,1
306,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2017,12,100000008673,1
307,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,1,100000008673,1
308,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,2,100000008673,1
309,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,3,100000008673,1
310,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,4,100000008673,1
311,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,5,100000008673,1
312,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,6,100000008673,1
313,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,7,100000008673,1
314,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,8,100000008673,1
315,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,9,100000008673,1
316,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,10,100000008673,1
317,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,11,100000008673,1
318,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2018,12,100000008673,1
319,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,1,100000008673,1
320,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,2,100000008673,1
321,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,3,100000008673,1
322,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,4,100000008673,1
323,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,5,100000008673,1
324,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,6,100000008673,1
325,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,7,100000008673,1
326,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,8,100000008673,1
327,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,9,100000008673,1
328,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,10,100000008673,1
329,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,11,100000008673,1
330,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2019,12,100000008673,1
331,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,1,100000008673,1
332,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,2,100000008673,1
333,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,3,100000008673,1
334,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,4,100000008673,1
335,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,5,100000008673,1
336,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,6,100000008673,1
337,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,7,100000008673,1
338,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,8,100000008673,1
339,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,9,100000008673,1
340,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,10,100000008673,1
341,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,11,100000008673,1
342,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2020,12,100000008673,1
343,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,1,100000008673,1
344,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,2,100000008673,1
345,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,3,100000008673,1
346,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,4,100000008673,1
347,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,5,100000008673,1
348,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,6,100000008673,1
349,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,7,100000008673,1
350,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,8,100000008673,1
351,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,9,100000008673,1
352,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,10,100000008673,1
353,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,11,100000008673,1
354,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2021,12,100000008673,1
355,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,1,100000008673,1
356,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,2,100000008673,1
357,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,3,100000008673,1
358,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,4,100000008673,1
359,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,5,100000008673,1
360,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,6,100000008673,1
361,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,7,100000008673,1
362,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,8,100000008673,1
363,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,9,100000008673,1
364,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,10,100000008673,1
365,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,11,100000008673,1
366,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2022,12,100000008673,1
367,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,1,100000008673,1
368,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,2,100000008673,1
369,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,3,100000008673,1
370,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,4,100000008673,1
371,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,5,100000008673,1
372,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,6,100000008673,1
373,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,7,100000008673,1
374,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,8,100000008673,1
375,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,9,100000008673,1
376,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,10,100000008673,1
377,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,11,100000008673,1
378,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2023,12,100000008673,1
379,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,1,100000008673,1
380,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,2,100000008673,1
381,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,3,100000008673,1
382,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,4,100000008673,1
383,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,5,100000008673,1
384,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,6,100000008673,1
385,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,7,100000008673,1
386,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,8,100000008673,1
387,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,9,100000008673,1
388,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,10,100000008673,1
389,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,11,100000008673,1
390,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2024,12,100000008673,1
391,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,1,100000008673,1
392,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,2,100000008673,1
393,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,3,100000008673,1
394,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,4,100000008673,1
395,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,5,100000008673,1
396,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,6,100000008673,1
397,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,7,100000008673,1
398,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,8,100000008673,1
399,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,9,100000008673,1
400,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,10,100000008673,1
401,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,11,100000008673,1
402,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2025,12,100000008673,1
403,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,1,100000008673,1
404,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,2,100000008673,1
405,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,3,100000008673,1
406,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,4,100000008673,1
407,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,5,100000008673,1
408,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,6,100000008673,1
409,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,7,100000008673,1
410,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,8,100000008673,1
411,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,9,100000008673,1
412,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,10,100000008673,1
413,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,11,100000008673,1
414,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2026,12,100000008673,1
415,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,1,100000008673,1
416,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,2,100000008673,1
417,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,3,100000008673,1
418,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,4,100000008673,1
419,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,5,100000008673,1
420,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,6,100000008673,1
421,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,7,100000008673,1
422,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,8,100000008673,1
423,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,9,100000008673,1
424,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,10,100000008673,1
425,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,11,100000008673,1
426,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2027,12,100000008673,1
427,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,1,100000008673,1
428,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,2,100000008673,1
429,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,3,100000008673,1
430,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,4,100000008673,1
431,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,5,100000008673,1
432,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,6,100000008673,1
433,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,7,100000008673,1
434,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,8,100000008673,1
435,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,9,100000008673,1
436,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,10,100000008673,1
437,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,11,100000008673,1
438,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2028,12,100000008673,1
439,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,1,100000008673,1
440,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,2,100000008673,1
441,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,3,100000008673,1
442,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,4,100000008673,1
443,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,5,100000008673,1
444,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,6,100000008673,1
445,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,7,100000008673,1
446,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,8,100000008673,1
447,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,9,100000008673,1
448,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,10,100000008673,1
449,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,11,100000008673,1
450,Полюс Вернинское,Самосвалы карьерные,Самосвалы CAT 785C,2029,12,100000008673,1
451,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2018,3,100000084396,1
452,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2018,4,100000084396,1
453,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2018,5,100000084396,1
454,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2018,6,100000084396,1
455,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2018,7,100000084396,1
456,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2018,8,100000084396,1
457,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2018,9,100000084396,1
458,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2018,10,100000084396,1
459,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2018,11,100000084396,1
460,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2018,12,100000084396,1
461,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,1,100000084396,1
462,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,2,100000084396,1
463,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,3,100000084396,1
464,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,4,100000084396,1
465,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,5,100000084396,1
466,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,6,100000084396,1
467,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,7,100000084396,1
468,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,8,100000084396,1
469,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,9,100000084396,1
470,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,10,100000084396,1
471,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,11,100000084396,1
472,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2019,12,100000084396,1
473,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,1,100000084396,1
474,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,2,100000084396,1
475,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,3,100000084396,1
476,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,4,100000084396,1
477,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,5,100000084396,1
478,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,6,100000084396,1
479,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,7,100000084396,1
480,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,8,100000084396,1
481,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,9,100000084396,1
482,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,10,100000084396,1
483,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,11,100000084396,1
484,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2020,12,100000084396,1
485,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,1,100000084396,1
486,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,2,100000084396,1
487,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,3,100000084396,1
488,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,4,100000084396,1
489,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,5,100000084396,1
490,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,6,100000084396,1
491,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,7,100000084396,1
492,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,8,100000084396,1
493,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,9,100000084396,1
494,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,10,100000084396,1
495,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,11,100000084396,1
496,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2021,12,100000084396,1
497,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,1,100000084396,1
498,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,2,100000084396,1
499,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,3,100000084396,1
500,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,4,100000084396,1
501,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,5,100000084396,1
502,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,6,100000084396,1
503,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,7,100000084396,1
504,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,8,100000084396,1
505,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,9,100000084396,1
506,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,10,100000084396,1
507,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,11,100000084396,1
508,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2022,12,100000084396,1
509,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,1,100000084396,1
510,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,2,100000084396,1
511,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,3,100000084396,1
512,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,4,100000084396,1
513,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,5,100000084396,1
514,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,6,100000084396,1
515,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,7,100000084396,1
516,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,8,100000084396,1
517,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,9,100000084396,1
518,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,10,100000084396,1
519,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,11,100000084396,1
520,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2023,12,100000084396,1
521,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,1,100000084396,1
522,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,2,100000084396,1
523,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,3,100000084396,1
524,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,4,100000084396,1
525,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,5,100000084396,1
526,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,6,100000084396,1
527,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,7,100000084396,1
528,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,8,100000084396,1
529,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,9,100000084396,1
530,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,10,100000084396,1
531,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,11,100000084396,1
532,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2024,12,100000084396,1
533,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,1,100000084396,1
534,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,2,100000084396,1
535,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,3,100000084396,1
536,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,4,100000084396,1
537,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,5,100000084396,1
538,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,6,100000084396,1
539,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,7,100000084396,1
540,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,8,100000084396,1
541,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,9,100000084396,1
542,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,10,100000084396,1
543,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,11,100000084396,1
544,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2025,12,100000084396,1
545,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,1,100000084396,1
546,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,2,100000084396,1
547,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,3,100000084396,1
548,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,4,100000084396,1
549,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,5,100000084396,1
550,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,6,100000084396,1
551,Полюс Магадан,Самосвалы карьерные,Самосвалы Komatsu 730E-8,2026,7,100000084396,1
